date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,fouls,gs,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_games,defensive_fouls,defensive_gs,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2024-03-16,George Mason,VCU,Away,,12,24,,,26.0,,12.0,4.0,16.0,23,19,12,13,3.0,1.0,1.0,15.0,,10.0,,24.0,12.0,36.0,37,30,19,10,8.0,8.0,7.0,24.0,248
2024-03-20,George Mason,Richmond,Home,,14,15,1,,8.0,,14.0,2.0,16.0,22,17,14,21,5.0,,,16.0,,21.0,,15.0,6.0,21.0,40,26,29,9,16.0,,,16.0,248
2024-03-23,George Mason,Duquesne,Away,,16,9,,,13.0,,16.0,7.0,23.0,25,22,14,29,7.0,5.0,2.0,17.0,,11.0,,9.0,3.0,12.0,30,23,20,18,20.0,10.0,2.0,11.0,248
2024-03-30,George Mason,George Washington,Home,,13,8,,,13.0,,13.0,3.0,16.0,34,24,19,12,5.0,4.0,1.0,16.0,,11.0,,8.0,2.0,10.0,31,22,13,8,3.0,6.0,2.0,9.0,248
2024-04-06,George Mason,Davidson,Away,,6,16,,,14.0,,6.0,2.0,8.0,19,11,14,23,7.0,7.0,2.0,11.0,,12.0,,16.0,5.0,21.0,41,30,32,12,18.0,5.0,3.0,14.0,248
2024-04-13,George Mason,St. Bonaventure,Home,,13,10,,,15.0,,13.0,3.0,16.0,30,23,16,17,3.0,3.0,1.0,17.0,,9.0,,10.0,3.0,13.0,34,25,23,9,4.0,7.0,2.0,10.0,248
2024-04-20,George Mason,La Salle,Away,,16,11,,,,,16.0,4.0,20.0,38,29,19,11,5.0,3.0,1.0,16.0,,,,11.0,3.0,14.0,26,19,12,14,4.0,3.0,3.0,14.0,248
2024-04-27,George Mason,Saint Joseph's,Home,,9,21,,,16.0,,9.0,2.0,11.0,29,21,19,14,6.0,6.0,2.0,12.0,,11.0,,21.0,12.0,33.0,37,28,17,12,9.0,6.0,3.0,19.0,248
2024-05-02,George Mason,Davidson,Home,,4,17,,,17.0,,4.0,3.0,7.0,24,13,14,16,7.0,3.0,,13.0,,17.0,,17.0,10.0,27.0,26,23,19,17,11.0,5.0,4.0,10.0,248
2024-02-09,George Washington,Howard,Home,,21,7,,,,,21.0,14.0,35.0,35,31,16,5,11.0,2.0,1.0,21.0,,,,7.0,4.0,11.0,12,8,14,11,5.0,3.0,1.0,10.0,249
2024-02-11,George Washington,Canisius,Home,,6,11,,,3.0,,6.0,,6.0,26,16,6,8,9.0,6.0,2.0,12.0,,4.0,,11.0,3.0,14.0,24,20,13,9,7.0,5.0,4.0,11.0,249
2024-02-17,George Washington,UMBC,Away,,4,12,,,11.0,,4.0,,4.0,14,8,11,15,,3.0,2.0,5.0,,11.0,,12.0,3.0,15.0,32,23,19,9,6.0,3.0,1.0,13.0,249
2024-02-21,George Washington,American,Home,,5,10,,,7.0,,5.0,2.0,7.0,25,20,14,13,10.0,7.0,1.0,11.0,,11.0,,10.0,2.0,12.0,26,22,17,11,9.0,4.0,1.0,8.0,249
2024-02-24,George Washington,William & Mary,Home,,11,12,1,,12.0,,11.0,6.0,17.0,24,18,20,14,9.0,6.0,3.0,12.0,,17.0,,12.0,5.0,17.0,30,20,19,9,14.0,3.0,2.0,13.0,249
2024-03-02,George Washington,Robert Morris,Home,,16,9,,,4.0,,16.0,9.0,25.0,35,29,21,11,9.0,7.0,4.0,19.0,,18.0,,9.0,2.0,11.0,19,16,20,12,9.0,1.0,1.0,10.0,249
2024-03-05,George Washington,Old Dominion,Away,,13,18,,,,,13.0,6.0,19.0,26,22,11,20,2.0,1.0,,21.0,,,,18.0,7.0,25.0,32,26,13,14,11.0,4.0,2.0,13.0,249
2024-03-08,George Washington,St. Bonaventure,Away,,7,14,,,,,7.0,1.0,8.0,23,18,7,12,6.0,6.0,2.0,14.0,,,,14.0,4.0,18.0,31,23,15,12,8.0,8.0,4.0,10.0,249
2024-03-13,George Washington,Youngstown St.,Away,,14,11,,,19.0,,14.0,5.0,19.0,33,26,18,12,5.0,2.0,1.0,15.0,,11.0,,11.0,2.0,13.0,34,22,7,15,3.0,11.0,4.0,14.0,249
2024-03-16,George Washington,Duquesne,Home,,14,15,1,,10.0,,14.0,9.0,23.0,25,21,18,20,8.0,5.0,3.0,15.0,,17.0,,15.0,6.0,21.0,24,19,19,17,11.0,7.0,6.0,17.0,249
2024-03-20,George Washington,Saint Joseph's,Away,,6,20,,,10.0,,6.0,4.0,10.0,21,16,8,11,3.0,4.0,,10.0,,11.0,,20.0,12.0,32.0,38,31,14,6,6.0,7.0,3.0,16.0,249
2024-03-24,George Washington,Davidson,Home,,9,18,,,12.0,,9.0,1.0,10.0,24,18,13,15,9.0,5.0,3.0,17.0,,12.0,,18.0,7.0,25.0,36,25,16,11,10.0,9.0,3.0,14.0,249
2024-03-30,George Washington,George Mason,Away,,8,13,,,11.0,,8.0,2.0,10.0,31,22,13,8,3.0,6.0,2.0,9.0,,13.0,,13.0,3.0,16.0,34,24,19,12,5.0,4.0,1.0,16.0,249
2024-04-06,George Washington,VCU,Home,,15,14,1,,20.0,,15.0,4.0,19.0,28,19,16,13,12.0,8.0,6.0,19.0,,17.0,,14.0,3.0,17.0,29,22,10,13,11.0,13.0,9.0,14.0,249
2024-04-13,George Washington,Richmond,Away,,7,16,,,16.0,,7.0,1.0,8.0,15,12,14,19,2.0,1.0,,10.0,,9.0,,16.0,9.0,25.0,38,30,21,15,10.0,7.0,4.0,17.0,249
2024-04-20,George Washington,Massachusetts,Away,,2,19,,,18.0,,2.0,,2.0,7,4,10,17,4.0,1.0,1.0,3.0,,11.0,,19.0,11.0,30.0,37,28,16,10,12.0,5.0,4.0,20.0,249
2024-04-27,George Washington,La Salle,Home,,12,13,,,6.0,,12.0,3.0,15.0,34,24,20,10,7.0,2.0,2.0,15.0,,1.0,,13.0,3.0,16.0,26,17,20,17,4.0,6.0,3.0,14.0,249
2024-02-10,Georgetown,American,Away,,18,13,,,5.0,,18.0,7.0,25.0,44,33,18,18,9.0,5.0,1.0,24.0,,8.0,,13.0,8.0,21.0,21,16,13,19,8.0,,,10.0,251
2024-02-14,Georgetown,Towson,Away,,13,5,,,13.0,,13.0,7.0,20.0,35,25,13,10,,2.0,,15.0,,19.0,,5.0,3.0,8.0,18,11,12,9,1.0,5.0,,6.0,251
2024-02-17,Georgetown,Rutgers,Home,,6,13,,,19.0,,6.0,5.0,11.0,21,17,16,19,11.0,5.0,1.0,11.0,,15.0,,13.0,7.0,20.0,34,25,18,16,10.0,8.0,1.0,11.0,251
2024-02-23,Georgetown,Harvard,Home,,4,20,,,11.0,,4.0,2.0,6.0,14,9,8,12,6.0,3.0,1.0,10.0,,11.0,,20.0,10.0,30.0,33,29,7,9,4.0,6.0,5.0,17.0,251
2024-02-28,Georgetown,Johns Hopkins,Away,,9,10,,,13.0,,9.0,7.0,16.0,24,13,15,19,4.0,2.0,1.0,9.0,,13.0,,10.0,5.0,15.0,34,19,16,13,8.0,,,13.0,251
2024-03-02,Georgetown,Delaware,Home,,11,13,,,13.0,,11.0,4.0,15.0,30,22,11,14,8.0,5.0,3.0,16.0,,11.0,,13.0,9.0,22.0,27,18,16,17,7.0,1.0,,10.0,251
2024-03-06,Georgetown,Loyola Maryland,Home,,5,17,,,8.0,,5.0,1.0,6.0,20,19,6,6,2.0,3.0,2.0,9.0,,11.0,,17.0,7.0,24.0,36,24,12,7,5.0,3.0,1.0,14.0,251
2024-03-12,Georgetown,Penn,Home,,4,14,,,17.0,,4.0,2.0,6.0,10,8,14,21,9.0,,,7.0,,11.0,,14.0,3.0,17.0,34,23,18,15,13.0,3.0,2.0,14.0,251
2024-03-16,Georgetown,Lehigh,Away,,10,14,,,9.0,,10.0,4.0,14.0,35,25,20,13,1.0,2.0,2.0,13.0,,14.0,,14.0,4.0,18.0,23,18,8,10,8.0,4.0,3.0,15.0,251
2024-03-20,Georgetown,Maryland,Home,,7,13,,,12.0,,7.0,2.0,9.0,20,16,10,10,8.0,2.0,,5.0,,9.0,,13.0,8.0,21.0,28,24,9,14,5.0,4.0,2.0,17.0,251
2024-03-23,Georgetown,Villanova,Away,,8,6,,,20.0,,8.0,3.0,11.0,22,14,10,12,6.0,10.0,5.0,5.0,,17.0,,6.0,1.0,7.0,21,12,10,21,3.0,9.0,2.0,13.0,251
2024-03-29,Georgetown,Denver,Home,,10,11,,,11.0,,10.0,8.0,18.0,21,16,12,19,8.0,4.0,,14.0,,10.0,,11.0,4.0,15.0,26,19,14,16,9.0,8.0,2.0,11.0,251
2024-04-03,Georgetown,Xavier,Home,,16,5,,,12.0,,16.0,5.0,21.0,43,23,15,17,13.0,6.0,5.0,11.0,,13.0,,5.0,1.0,6.0,13,12,11,21,9.0,3.0,3.0,14.0,251
2024-04-06,Georgetown,Butler,Away,,18,10,,,8.0,,18.0,9.0,27.0,36,33,18,14,7.0,2.0,2.0,20.0,,2.0,,10.0,5.0,15.0,24,16,17,17,6.0,5.0,3.0,12.0,251
2024-04-13,Georgetown,Marquette,Away,,18,11,,,23.0,,18.0,10.0,28.0,39,27,19,10,9.0,8.0,5.0,12.0,,26.0,,11.0,6.0,17.0,34,23,15,18,6.0,8.0,2.0,21.0,251
2024-04-20,Georgetown,Monmouth,Away,,18,7,,,8.0,,18.0,7.0,25.0,52,40,20,14,10.0,7.0,2.0,20.0,,11.0,,7.0,3.0,10.0,15,12,19,20,3.0,2.0,1.0,7.0,251
2024-04-27,Georgetown,UConn,Home,,8,9,,,15.0,,8.0,4.0,12.0,24,19,13,13,15.0,6.0,3.0,7.0,,13.0,,9.0,7.0,16.0,19,15,10,20,8.0,5.0,1.0,14.0,251
2024-05-02,Georgetown,UConn,Home,,11,13,,,12.0,,11.0,4.0,15.0,30,27,17,13,3.0,8.0,2.0,12.0,,17.0,,13.0,7.0,20.0,29,20,14,17,4.0,7.0,4.0,16.0,251
2024-02-17,Harvard,Colgate,Home,,21,6,,,5.0,,21.0,9.0,30.0,32,28,19,10,12.0,6.0,4.0,17.0,,6.0,,6.0,2.0,8.0,17,10,11,16,5.0,7.0,3.0,10.0,275
2024-02-23,Harvard,Georgetown,Away,,20,4,,,11.0,,20.0,10.0,30.0,33,29,7,9,4.0,6.0,5.0,17.0,,11.0,,4.0,2.0,6.0,14,9,8,12,6.0,3.0,1.0,10.0,275
2024-02-25,Harvard,VCU,Home,,19,7,,,20.0,,19.0,14.0,33.0,40,30,17,18,11.0,4.0,3.0,17.0,,15.0,,7.0,3.0,10.0,25,21,23,15,16.0,7.0,4.0,12.0,275
2024-03-02,Harvard,Brown,Home,,18,17,,,15.0,,18.0,7.0,25.0,26,22,15,12,8.0,5.0,5.0,17.0,,8.0,,17.0,11.0,28.0,38,29,20,9,6.0,9.0,3.0,21.0,275
2024-03-12,Harvard,Duke,Away,,13,15,,,22.0,,13.0,6.0,19.0,28,21,19,13,12.0,5.0,3.0,10.0,,23.0,,15.0,10.0,25.0,31,25,13,18,9.0,6.0,3.0,21.0,275
2024-03-16,Harvard,High Point,Away,,22,5,,,10.0,,22.0,11.0,33.0,44,31,30,10,19.0,7.0,2.0,12.0,,14.0,,5.0,3.0,8.0,18,11,14,24,6.0,8.0,2.0,17.0,275
2024-03-24,Harvard,Penn,Away,,8,18,,,14.0,,8.0,3.0,11.0,18,15,14,22,9.0,4.0,2.0,9.0,,14.0,,18.0,8.0,26.0,37,30,18,17,16.0,9.0,6.0,20.0,275
2024-03-30,Harvard,Dartmouth,Home,,16,11,,,20.0,,16.0,8.0,24.0,31,23,19,17,6.0,5.0,2.0,12.0,,12.0,,11.0,4.0,15.0,26,18,25,20,2.0,5.0,3.0,18.0,275
2024-04-02,Harvard,Merrimack,Home,,18,4,,,23.0,,18.0,11.0,29.0,38,32,30,12,6.0,7.0,4.0,18.0,,13.0,,4.0,3.0,7.0,13,9,17,26,4.0,4.0,,7.0,275
2024-04-06,Harvard,Cornell,Home,,13,5,,,16.0,,13.0,8.0,21.0,32,25,35,12,11.0,3.0,1.0,8.0,,10.0,,5.0,4.0,9.0,15,10,18,22,6.0,3.0,,13.0,275
2024-04-13,Harvard,Yale,Away,,8,16,,,23.0,,8.0,6.0,14.0,18,15,16,21,5.0,5.0,2.0,13.0,,12.0,,16.0,8.0,24.0,27,22,15,10,13.0,5.0,5.0,14.0,275
2024-04-16,Harvard,Stonehill,Away,,13,3,,,26.0,,13.0,6.0,19.0,48,29,33,15,18.0,9.0,3.0,14.0,,24.0,,3.0,1.0,4.0,14,8,18,22,9.0,3.0,2.0,5.0,275
2024-04-20,Harvard,Columbia,Away,,24,5,,,5.0,,24.0,16.0,40.0,36,32,11,8,7.0,4.0,3.0,23.0,,6.0,,5.0,5.0,10.0,15,11,7,11,6.0,2.0,,9.0,275
2024-04-27,Harvard,Princeton,Home,,17,18,1,,18.0,,17.0,9.0,26.0,42,28,26,3,10.0,9.0,2.0,14.0,,21.0,,18.0,5.0,23.0,29,23,13,14,1.0,11.0,7.0,24.0,275
2024-05-03,Harvard,Yale,Away,,10,14,,,20.0,,10.0,7.0,17.0,21,15,10,12,9.0,2.0,1.0,13.0,,13.0,,14.0,7.0,21.0,24,18,11,13,8.0,4.0,4.0,15.0,275
2024-02-11,High Point,Duke,Home,,14,22,,,6.0,,14.0,6.0,20.0,24,19,17,20,11.0,4.0,3.0,15.0,,9.0,,22.0,18.0,40.0,39,33,18,15,20.0,4.0,3.0,24.0,19651
2024-02-17,High Point,Campbell,Home,,16,11,,,12.0,,16.0,5.0,21.0,35,26,18,15,13.0,8.0,2.0,12.0,,23.0,,11.0,4.0,15.0,28,19,15,19,11.0,5.0,3.0,18.0,19651
2024-02-25,High Point,North Carolina,Away,,3,23,,,13.0,,3.0,2.0,5.0,11,9,10,14,6.0,2.0,,8.0,,4.0,,23.0,17.0,40.0,41,28,16,12,9.0,5.0,2.0,20.0,19651
2024-03-03,High Point,San Diego St.,Home,,17,14,,,20.0,,17.0,7.0,24.0,28,22,14,14,3.0,2.0,1.0,12.0,,13.0,,14.0,3.0,17.0,39,33,11,11,11.0,12.0,4.0,20.0,19651
2024-03-08,High Point,Mount St. Mary's,Home,,8,6,,,5.0,,8.0,2.0,10.0,23,15,20,17,11.0,3.0,1.0,10.0,,7.0,,6.0,3.0,9.0,23,17,29,15,8.0,2.0,,7.0,19651
2024-03-13,High Point,Elon,Away,,12,11,,,11.0,,12.0,1.0,13.0,21,17,16,12,6.0,1.0,,9.0,,8.0,,11.0,3.0,14.0,34,23,15,13,8.0,5.0,,17.0,19651
2024-03-16,High Point,Harvard,Home,,5,22,,,14.0,,5.0,3.0,8.0,18,11,14,24,6.0,8.0,2.0,17.0,,10.0,,22.0,11.0,33.0,44,31,30,10,19.0,7.0,2.0,12.0,19651
2024-03-23,High Point,Coastal Carolina,Away,,12,17,,,15.0,,12.0,4.0,16.0,26,21,10,16,2.0,6.0,2.0,13.0,,12.0,,17.0,9.0,26.0,39,28,14,9,7.0,6.0,4.0,17.0,19651
2024-03-30,High Point,Mercer,Home,,10,13,,,7.0,,10.0,3.0,13.0,30,23,15,10,10.0,5.0,1.0,13.0,,12.0,,13.0,9.0,22.0,31,25,18,15,7.0,3.0,1.0,14.0,19651
2024-04-03,High Point,Winthrop,Away,,20,10,,,27.0,,20.0,8.0,28.0,28,24,18,13,10.0,4.0,2.0,19.0,,17.0,,10.0,7.0,17.0,19,16,13,17,4.0,4.0,2.0,16.0,19651
2024-04-06,High Point,Gardner-Webb,Away,,20,6,,,9.0,,20.0,13.0,33.0,33,25,22,9,18.0,2.0,2.0,19.0,,13.0,,6.0,2.0,8.0,17,14,9,19,8.0,3.0,2.0,12.0,19651
2024-04-10,High Point,Presbyterian,Home,,21,4,,,14.0,,21.0,13.0,34.0,28,24,12,10,14.0,,,17.0,,5.0,,4.0,,4.0,10,7,8,15,8.0,3.0,1.0,11.0,19651
2024-04-13,High Point,Radford,Home,,20,10,,,5.0,,20.0,12.0,32.0,38,30,25,18,22.0,2.0,1.0,20.0,,10.0,,10.0,6.0,16.0,19,14,26,24,14.0,3.0,1.0,12.0,19651
2024-04-17,High Point,Wofford,Away,,17,14,,,25.0,,17.0,9.0,26.0,32,22,22,16,7.0,5.0,4.0,16.0,,13.0,,14.0,5.0,19.0,30,21,23,18,7.0,7.0,5.0,19.0,19651
2024-04-20,High Point,Furman,Away,,13,10,,,13.0,,13.0,5.0,18.0,29,20,16,19,9.0,4.0,2.0,19.0,,12.0,,10.0,6.0,16.0,20,15,16,15,11.0,3.0,1.0,8.0,19651
2024-04-24,High Point,Longwood,Home,,21,8,,,7.0,,21.0,15.0,36.0,38,31,20,11,11.0,4.0,1.0,18.0,,11.0,,8.0,2.0,10.0,17,14,16,19,8.0,2.0,2.0,13.0,19651
2024-05-03,High Point,Furman,Home,,19,14,,,19.0,,19.0,7.0,26.0,34,28,14,7,2.0,8.0,5.0,18.0,,15.0,,14.0,6.0,20.0,28,19,10,10,3.0,6.0,1.0,18.0,19651
2024-05-05,High Point,Mercer,Away,,12,16,,,16.0,,12.0,3.0,15.0,33,25,23,11,8.0,8.0,3.0,12.0,,13.0,,16.0,8.0,24.0,29,24,18,17,7.0,7.0,3.0,20.0,19651
2024-02-10,Hofstra,LIU,Home,,13,5,,,12.0,,13.0,10.0,23.0,25,21,13,12,4.0,4.0,2.0,8.0,,10.0,,5.0,2.0,7.0,29,15,12,11,3.0,3.0,1.0,11.0,283
2024-02-17,Hofstra,Southern California,Away,,6,15,,,10.0,,6.0,5.0,11.0,17,9,14,15,5.0,2.0,,8.0,,10.0,,15.0,6.0,21.0,33,25,14,9,11.0,1.0,,17.0,283
2024-02-24,Hofstra,Fairfield,Home,,9,12,,,9.0,,9.0,5.0,14.0,21,14,18,13,10.0,8.0,3.0,8.0,,7.0,,12.0,6.0,18.0,28,21,11,17,6.0,3.0,1.0,16.0,283
2024-03-02,Hofstra,Army West Point,Away,,11,18,,,12.0,,11.0,7.0,18.0,25,13,11,9,7.0,4.0,4.0,8.0,,7.0,,18.0,10.0,28.0,32,24,9,11,6.0,7.0,3.0,23.0,283
2024-03-05,Hofstra,Wagner,Home,,17,2,,,9.0,,17.0,10.0,27.0,33,24,13,10,9.0,2.0,,15.0,,9.0,,2.0,,2.0,15,7,8,16,5.0,6.0,1.0,8.0,283
2024-03-08,Hofstra,Marist,Away,,14,10,,,5.0,,14.0,7.0,21.0,27,20,13,14,,3.0,1.0,13.0,,8.0,,10.0,4.0,14.0,33,21,16,9,8.0,5.0,2.0,14.0,283
2024-03-12,Hofstra,UConn,Away,,11,13,,,10.0,,11.0,2.0,13.0,31,23,10,11,6.0,4.0,2.0,13.0,,9.0,,13.0,5.0,18.0,28,19,11,13,8.0,6.0,1.0,15.0,283
2024-03-16,Hofstra,Campbell,Away,,13,10,,,18.0,,13.0,3.0,16.0,28,19,15,14,6.0,5.0,1.0,13.0,,14.0,,10.0,7.0,17.0,28,23,15,12,9.0,6.0,2.0,14.0,283
2024-03-22,Hofstra,William & Mary,Home,,13,6,,,14.0,,13.0,5.0,18.0,40,28,19,9,5.0,7.0,5.0,15.0,,18.0,,6.0,2.0,8.0,24,13,9,16,1.0,5.0,2.0,8.0,283
2024-03-24,Hofstra,Elon,Home,,17,7,,,9.0,,17.0,14.0,31.0,34,23,20,8,7.0,2.0,,8.0,,12.0,,7.0,3.0,10.0,26,22,6,15,2.0,3.0,1.0,19.0,283
2024-03-30,Hofstra,Towson,Away,,15,8,,,11.0,,15.0,8.0,23.0,30,24,11,12,2.0,7.0,4.0,15.0,,33.0,,8.0,4.0,12.0,30,17,18,12,5.0,3.0,1.0,12.0,283
2024-04-03,Hofstra,Rutgers,Away,,8,14,,,19.0,,8.0,5.0,13.0,29,23,18,12,7.0,5.0,,9.0,,11.0,,14.0,9.0,23.0,40,24,22,15,10.0,10.0,3.0,15.0,283
2024-04-12,Hofstra,Monmouth,Home,,22,7,,,10.0,,22.0,12.0,34.0,33,27,17,10,6.0,5.0,3.0,16.0,,20.0,,7.0,6.0,13.0,16,13,11,15,2.0,3.0,,15.0,283
2024-04-14,Hofstra,Delaware,Away,,19,11,,,9.0,,19.0,9.0,28.0,46,29,21,12,7.0,5.0,2.0,16.0,,23.0,,11.0,9.0,20.0,21,16,12,20,7.0,1.0,1.0,16.0,283
2024-04-21,Hofstra,Stony Brook,Away,,5,18,,,18.0,,5.0,4.0,9.0,12,7,12,13,6.0,2.0,1.0,7.0,,11.0,,18.0,14.0,32.0,35,28,18,11,9.0,7.0,,18.0,283
2024-04-27,Hofstra,Drexel,Home,,10,11,,,16.0,,10.0,3.0,13.0,33,25,13,13,9.0,4.0,1.0,17.0,,15.0,,11.0,5.0,16.0,23,17,13,13,5.0,6.0,2.0,8.0,283
2024-05-02,Hofstra,Drexel,Home,,9,18,,,22.0,,9.0,5.0,14.0,26,22,9,6,2.0,4.0,1.0,15.0,,15.0,,18.0,11.0,29.0,30,23,9,8,4.0,8.0,5.0,16.0,283
2024-02-10,Holy Cross,Fairfield,Home,,17,16,,,25.0,,17.0,10.0,27.0,32,25,18,16,13.0,5.0,1.0,13.0,,28.0,,16.0,8.0,24.0,38,27,15,20,8.0,8.0,2.0,24.0,285
2024-02-14,Holy Cross,Bryant,Home,,10,13,,,20.0,,10.0,5.0,15.0,23,18,10,22,7.0,3.0,1.0,16.0,,23.0,,13.0,3.0,16.0,36,25,23,15,9.0,7.0,2.0,11.0,285
2024-02-19,Holy Cross,Stanford,Home,,7,19,,1.0,25.0,,7.0,6.0,13.0,17,14,21,18,10.0,3.0,1.0,12.0,1.0,18.0,,19.0,7.0,26.0,41,30,16,13,8.0,8.0,4.0,18.0,285
2024-02-24,Holy Cross,New Hampshire,Away,,18,7,,,10.0,,18.0,5.0,23.0,39,29,20,12,7.0,7.0,4.0,21.0,,18.0,,7.0,5.0,12.0,18,13,16,13,5.0,4.0,,9.0,285
2024-02-27,Holy Cross,Massachusetts,Away,,12,10,,,17.0,,12.0,4.0,16.0,26,19,10,16,8.0,6.0,1.0,3.0,,38.0,,10.0,4.0,14.0,37,27,13,16,11.0,3.0,,22.0,285
2024-03-05,Holy Cross,Iona,Home,,19,6,,,12.0,,19.0,15.0,34.0,37,29,33,17,7.0,5.0,2.0,15.0,,21.0,,6.0,5.0,11.0,22,14,21,19,9.0,7.0,,11.0,285
2024-03-09,Holy Cross,Colgate,Away,,15,13,,,11.0,,15.0,9.0,24.0,31,22,11,15,7.0,4.0,1.0,12.0,,16.0,,13.0,7.0,20.0,26,17,8,18,5.0,2.0,2.0,19.0,285
2024-03-16,Holy Cross,Lafayette,Away,,12,11,,,11.0,,12.0,10.0,22.0,34,19,27,7,7.0,3.0,,9.0,,17.0,,11.0,4.0,15.0,25,18,18,21,3.0,2.0,2.0,18.0,285
2024-03-20,Holy Cross,Stonehill,Away,,19,10,,,19.0,,19.0,14.0,33.0,36,32,31,15,20.0,1.0,,18.0,,18.0,,10.0,6.0,16.0,24,19,23,25,8.0,2.0,2.0,16.0,285
2024-03-23,Holy Cross,Bucknell,Home,,18,10,,,13.0,,18.0,12.0,30.0,29,22,14,15,7.0,3.0,3.0,12.0,,18.0,,10.0,4.0,14.0,30,20,14,14,7.0,4.0,1.0,19.0,285
2024-03-30,Holy Cross,American,Away,,15,9,,,14.0,,15.0,10.0,25.0,35,25,13,10,9.0,5.0,3.0,15.0,,15.0,,9.0,6.0,15.0,21,14,10,14,6.0,4.0,3.0,12.0,285
2024-04-06,Holy Cross,Navy,Home,,9,13,,,22.0,,9.0,4.0,13.0,22,17,13,15,6.0,3.0,,3.0,,31.0,,13.0,1.0,14.0,35,30,14,14,6.0,5.0,3.0,23.0,285
2024-04-13,Holy Cross,Lehigh,Away,,13,11,,,10.0,,13.0,7.0,20.0,30,21,14,15,3.0,1.0,1.0,16.0,,12.0,,11.0,6.0,17.0,28,21,14,14,11.0,3.0,,12.0,285
2024-04-17,Holy Cross,Army West Point,Away,,16,17,,,7.0,,16.0,10.0,26.0,27,18,15,18,6.0,4.0,4.0,21.0,,2.0,,17.0,7.0,24.0,38,24,20,10,7.0,7.0,4.0,13.0,285
2024-04-20,Holy Cross,Loyola Maryland,Home,,6,21,,,24.0,,6.0,2.0,8.0,24,13,14,16,3.0,7.0,2.0,12.0,,27.0,,21.0,10.0,31.0,42,33,16,12,6.0,6.0,4.0,18.0,285
2024-04-25,Holy Cross,Boston U.,Home,,16,8,,,15.0,,16.0,6.0,22.0,32,23,13,18,8.0,9.0,5.0,18.0,,34.0,,8.0,2.0,10.0,19,15,20,19,7.0,1.0,1.0,10.0,285
2024-04-28,Holy Cross,Colgate,Home,,14,9,,,25.0,,14.0,6.0,20.0,36,23,24,16,12.0,8.0,2.0,12.0,,35.0,,9.0,4.0,13.0,29,20,12,18,4.0,4.0,2.0,15.0,285
2024-05-02,Holy Cross,Navy,Home,,5,19,,,12.0,,5.0,2.0,7.0,16,13,10,9,6.0,1.0,,5.0,,7.0,,19.0,4.0,23.0,42,27,11,9,3.0,5.0,4.0,21.0,285
2024-02-09,Howard,George Washington,Away,,7,21,,,,,7.0,4.0,11.0,12,8,14,11,5.0,3.0,1.0,10.0,,,,21.0,14.0,35.0,35,31,16,5,11.0,2.0,1.0,21.0,290
2024-02-13,Howard,American,Home,,9,14,,,8.0,,9.0,1.0,10.0,29,24,36,8,7.0,3.0,1.0,11.0,,10.0,,14.0,3.0,17.0,25,21,33,13,6.0,1.0,,15.0,290
2024-02-22,Howard,George Mason,Away,,6,20,,,8.0,,6.0,3.0,9.0,13,10,11,17,2.0,3.0,2.0,13.0,,14.0,,20.0,9.0,29.0,30,26,14,9,8.0,5.0,1.0,16.0,290
2024-02-25,Howard,Eastern Mich.,Home,,5,16,,,17.0,,5.0,,5.0,20,16,28,10,14.0,1.0,,7.0,,4.0,,16.0,9.0,25.0,26,24,37,17,6.0,5.0,2.0,18.0,290
2024-02-28,Howard,La Salle,Home,,4,21,,,4.0,,4.0,2.0,6.0,13,10,23,12,5.0,3.0,1.0,13.0,,4.0,,21.0,7.0,28.0,26,25,39,9,9.0,3.0,2.0,15.0,290
2024-03-02,Howard,Stonehill,Home,,10,22,,,10.0,,10.0,3.0,13.0,25,19,35,16,9.0,7.0,3.0,13.0,,14.0,,22.0,11.0,33.0,38,28,35,14,10.0,4.0,3.0,23.0,290
2024-03-06,Howard,Central Conn. St.,Away,,4,14,,,12.0,,4.0,1.0,5.0,23,15,11,17,11.0,6.0,,8.0,,17.0,,14.0,9.0,23.0,27,19,23,19,10.0,4.0,2.0,14.0,290
2024-03-09,Howard,Radford,Home,,6,22,,,13.0,,6.0,3.0,9.0,24,21,26,13,7.0,7.0,1.0,14.0,,6.0,,22.0,10.0,32.0,36,27,42,12,8.0,8.0,4.0,16.0,290
2024-03-16,Howard,LIU,Away,,6,16,,,,,6.0,1.0,7.0,12,9,10,11,3.0,3.0,3.0,7.0,,,,16.0,11.0,27.0,41,28,8,8,5.0,4.0,3.0,18.0,290
2024-03-23,Howard,Sacred Heart,Home,,1,17,,,7.0,,1.0,,1.0,9,7,25,16,6.0,1.0,,6.0,,9.0,,17.0,8.0,25.0,26,23,39,12,9.0,1.0,1.0,14.0,290
2024-03-27,Howard,Delaware St.,Away,,4,13,,,5.0,,4.0,1.0,5.0,17,8,6,30,7.0,,,8.0,,5.0,,13.0,7.0,20.0,27,15,12,21,15.0,,,9.0,290
2024-03-30,Howard,Wagner,Home,,8,19,,,7.0,,8.0,3.0,11.0,16,11,24,13,6.0,7.0,4.0,8.0,,11.0,,19.0,8.0,27.0,36,28,42,12,8.0,6.0,3.0,23.0,290
