date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,fouls,gs,goals,assists,points,shots,sog,ground_balls,turnovers,ct,freepos_shots,freepos_goals,draw_controls,defensive_games,defensive_fouls,defensive_gs,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_turnovers,defensive_ct,defensive_freepos_shots,defensive_freepos_goals,defensive_draw_controls,team_id
2024-04-21,Michigan,Northwestern,Home,,12,13,,,14.0,,12.0,5.0,17.0,29,20,16,9,7.0,7.0,4.0,11.0,,20.0,,13.0,6.0,19.0,28,22,17,13,6.0,4.0,3.0,18.0,418
2024-04-27,Michigan,Johns Hopkins,Home,,9,10,1,,4.0,,9.0,3.0,12.0,27,18,17,19,14.0,4.0,2.0,11.0,,9.0,,10.0,7.0,17.0,27,19,22,20,12.0,1.0,1.0,11.0,418
2024-05-10,Michigan,Mercer,Home,,17,6,,,11.0,,17.0,8.0,25.0,35,27,16,11,10.0,2.0,2.0,13.0,,6.0,,6.0,1.0,7.0,20,12,11,14,6.0,2.0,1.0,11.0,418
2024-05-12,Michigan,Notre Dame,Away,,15,14,,,14.0,,15.0,10.0,25.0,26,21,12,14,9.0,3.0,3.0,18.0,,13.0,,14.0,8.0,22.0,33,24,17,12,11.0,6.0,3.0,13.0,418
2024-05-16,Michigan,Boston College,Away,,9,14,,,23.0,,9.0,4.0,13.0,20,19,13,13,6.0,3.0,2.0,12.0,,6.0,,14.0,6.0,20.0,29,18,13,12,9.0,4.0,,15.0,418
2024-02-10,Monmouth,Bryant,Away,,22,12,,,11.0,,22.0,11.0,33.0,36,26,10,12,10.0,9.0,7.0,22.0,,16.0,,12.0,5.0,17.0,24,22,10,15,10.0,6.0,4.0,14.0,439
2024-02-14,Monmouth,FDU,Away,,20,6,,,19.0,,20.0,12.0,32.0,44,36,16,6,8.0,10.0,4.0,18.0,,19.0,,6.0,4.0,10.0,20,14,9,13,3.0,3.0,1.0,9.0,439
2024-02-21,Monmouth,Rutgers,Away,,7,11,,,17.0,,7.0,5.0,12.0,31,14,22,23,13.0,4.0,1.0,8.0,,12.0,,11.0,3.0,14.0,39,28,23,17,13.0,7.0,1.0,10.0,439
2024-02-24,Monmouth,Columbia,Away,,13,12,,,11.0,,13.0,3.0,16.0,28,18,18,19,6.0,8.0,3.0,17.0,,10.0,,12.0,5.0,17.0,31,22,24,12,12.0,4.0,2.0,11.0,439
2024-02-27,Monmouth,Rider,Away,,10,12,,,20.0,,10.0,6.0,16.0,30,21,18,17,11.0,3.0,,9.0,,6.0,,12.0,4.0,16.0,33,24,23,21,9.0,10.0,4.0,17.0,439
2024-03-02,Monmouth,Quinnipiac,Home,,12,7,,,9.0,,12.0,4.0,16.0,28,21,16,19,8.0,8.0,3.0,12.0,,16.0,,7.0,4.0,11.0,29,19,17,14,9.0,4.0,1.0,10.0,439
2024-03-06,Monmouth,Princeton,Away,,6,18,,,22.0,,6.0,4.0,10.0,15,12,17,22,6.0,1.0,,12.0,,10.0,,18.0,7.0,25.0,45,30,22,15,10.0,11.0,5.0,14.0,439
2024-03-16,Monmouth,Elon,Away,,13,16,,,17.0,,13.0,6.0,19.0,26,20,19,17,8.0,4.0,2.0,9.0,,8.0,,16.0,4.0,20.0,39,28,13,14,9.0,10.0,2.0,24.0,439
2024-03-22,Monmouth,Towson,Home,,9,13,,,15.0,,9.0,1.0,10.0,27,19,12,16,12.0,5.0,4.0,12.0,,12.0,,13.0,6.0,19.0,36,28,21,17,6.0,6.0,1.0,13.0,439
2024-03-24,Monmouth,William & Mary,Home,,14,13,,,22.0,,14.0,7.0,21.0,33,25,17,12,8.0,5.0,3.0,10.0,,13.0,,13.0,4.0,17.0,39,30,19,15,5.0,6.0,5.0,19.0,439
2024-03-29,Monmouth,Stony Brook,Home,,8,18,,,15.0,,8.0,6.0,14.0,23,18,13,17,1.0,5.0,2.0,14.0,,7.0,,18.0,9.0,27.0,37,26,11,11,9.0,5.0,3.0,15.0,439
2024-04-06,Monmouth,Drexel,Away,,7,17,,,17.0,,7.0,,7.0,28,22,15,18,2.0,9.0,3.0,15.0,,17.0,,17.0,7.0,24.0,39,30,20,9,9.0,9.0,3.0,13.0,439
2024-04-12,Monmouth,Hofstra,Away,,7,22,,,20.0,,7.0,6.0,13.0,16,13,11,15,2.0,3.0,,15.0,,10.0,,22.0,12.0,34.0,33,27,17,10,6.0,5.0,3.0,16.0,439
2024-04-14,Monmouth,Campbell,Home,,16,8,,,22.0,,16.0,6.0,22.0,33,26,17,20,14.0,8.0,4.0,12.0,,12.0,,8.0,5.0,13.0,27,19,23,26,13.0,4.0,1.0,15.0,439
2024-04-20,Monmouth,Georgetown,Home,,7,18,,,11.0,,7.0,3.0,10.0,15,12,19,20,3.0,2.0,1.0,7.0,,8.0,,18.0,7.0,25.0,52,40,20,14,10.0,7.0,2.0,20.0,439
2024-04-27,Monmouth,Delaware,Away,,10,17,,,22.0,,10.0,5.0,15.0,31,20,25,21,17.0,4.0,2.0,9.0,,16.0,,17.0,11.0,28.0,37,27,19,23,15.0,2.0,1.0,22.0,439
2024-02-10,Mount St. Mary's,Towson,Away,,10,14,,,6.0,,10.0,3.0,13.0,24,20,20,17,9.0,5.0,4.0,9.0,,13.0,,14.0,2.0,16.0,39,23,13,16,8.0,2.0,2.0,16.0,450
2024-02-17,Mount St. Mary's,Delaware,Away,,9,13,,,11.0,,9.0,2.0,11.0,17,15,15,15,10.0,3.0,1.0,10.0,,9.0,,13.0,5.0,18.0,27,22,13,16,7.0,2.0,2.0,14.0,450
2024-02-21,Mount St. Mary's,Navy,Home,,9,18,,,15.0,,9.0,3.0,12.0,22,14,26,14,8.0,8.0,3.0,7.0,,11.0,,18.0,6.0,24.0,32,26,21,12,8.0,8.0,4.0,23.0,450
2024-02-28,Mount St. Mary's,UMBC,Home,,11,15,,,7.0,,11.0,,11.0,20,17,17,10,9.0,8.0,7.0,8.0,,9.0,,15.0,4.0,19.0,29,21,14,13,5.0,5.0,3.0,21.0,450
2024-03-03,Mount St. Mary's,Bucknell,Away,,14,8,,,5.0,,14.0,6.0,20.0,33,27,18,17,12.0,7.0,3.0,15.0,,17.0,,8.0,3.0,11.0,26,18,19,19,11.0,2.0,,11.0,450
2024-03-08,Mount St. Mary's,High Point,Home,,6,8,,,7.0,,6.0,3.0,9.0,23,17,29,15,8.0,2.0,,7.0,,5.0,,8.0,2.0,10.0,23,15,20,17,11.0,3.0,1.0,10.0,450
2024-03-12,Mount St. Mary's,Robert Morris,Home,,15,6,,,1.0,,15.0,2.0,17.0,47,32,17,6,4.0,5.0,3.0,19.0,,8.0,,6.0,3.0,9.0,17,12,15,9,3.0,1.0,1.0,7.0,450
2024-03-23,Mount St. Mary's,Iona,Away,,7,12,,,8.0,,7.0,2.0,9.0,26,21,18,15,2.0,7.0,2.0,10.0,,17.0,,12.0,6.0,18.0,40,27,18,8,8.0,3.0,1.0,13.0,450
2024-03-27,Mount St. Mary's,Niagara,Home,,10,14,,,11.0,,10.0,4.0,14.0,22,18,22,20,15.0,3.0,1.0,13.0,,7.0,,14.0,5.0,19.0,29,18,20,21,13.0,9.0,4.0,14.0,450
2024-03-30,Mount St. Mary's,Quinnipiac,Away,,16,15,,,20.0,,16.0,,16.0,34,22,14,14,8.0,11.0,5.0,16.0,,23.0,,15.0,5.0,20.0,31,22,11,14,9.0,9.0,4.0,18.0,450
2024-04-03,Mount St. Mary's,Canisius,Away,,8,5,,,17.0,,8.0,1.0,9.0,27,18,18,18,9.0,4.0,1.0,8.0,,9.0,,5.0,1.0,6.0,20,14,18,18,12.0,7.0,2.0,9.0,450
2024-04-06,Mount St. Mary's,Fairfield,Home,,10,11,,,9.0,,10.0,4.0,14.0,22,16,25,18,13.0,7.0,2.0,10.0,,13.0,,11.0,5.0,16.0,29,21,26,15,16.0,3.0,1.0,14.0,450
2024-04-10,Mount St. Mary's,Rider,Away,,15,6,,,8.0,,15.0,5.0,20.0,35,25,20,11,9.0,4.0,3.0,10.0,,10.0,,6.0,3.0,9.0,25,15,13,15,5.0,6.0,1.0,14.0,450
2024-04-13,Mount St. Mary's,Siena,Away,,6,7,,,14.0,,6.0,3.0,9.0,25,17,16,12,4.0,6.0,1.0,9.0,,23.0,,7.0,3.0,10.0,24,14,17,11,5.0,3.0,2.0,8.0,450
2024-04-17,Mount St. Mary's,Manhattan,Home,,12,8,,,12.0,,12.0,7.0,19.0,38,20,26,13,10.0,4.0,1.0,12.0,,9.0,,8.0,3.0,11.0,26,14,17,16,6.0,6.0,4.0,11.0,450
2024-04-20,Mount St. Mary's,Marist,Home,,19,9,,,10.0,,19.0,7.0,26.0,39,30,22,8,9.0,5.0,4.0,15.0,,11.0,,9.0,4.0,13.0,40,21,21,9,5.0,5.0,1.0,16.0,450
2024-04-28,Mount St. Mary's,Iona,Away,,17,13,,,13.0,,17.0,8.0,25.0,29,25,12,13,4.0,5.0,3.0,17.0,,28.0,,13.0,5.0,18.0,36,22,10,12,7.0,2.0,1.0,17.0,450
2024-05-03,Mount St. Mary's,Fairfield,Away,,6,14,,,9.0,,6.0,,6.0,13,9,16,19,9.0,10.0,5.0,6.0,,17.0,,14.0,9.0,23.0,33,20,21,16,12.0,3.0,,18.0,450
2024-02-09,Navy,Duke,Home,,10,9,,,14.0,,10.0,3.0,13.0,33,25,21,17,8.0,6.0,2.0,17.0,,33.0,,9.0,4.0,13.0,22,15,16,18,11.0,4.0,2.0,6.0,726
2024-02-17,Navy,East Carolina,Home,,16,6,,,19.0,,16.0,5.0,21.0,37,27,19,17,7.0,5.0,4.0,18.0,,13.0,,6.0,2.0,8.0,20,13,18,19,13.0,5.0,2.0,7.0,726
2024-02-21,Navy,Mount St. Mary's,Away,,18,9,,,11.0,,18.0,6.0,24.0,32,26,21,12,8.0,8.0,4.0,23.0,,15.0,,9.0,3.0,12.0,22,14,26,14,8.0,8.0,3.0,7.0,726
2024-02-24,Navy,Villanova,Home,,18,9,,,15.0,,18.0,7.0,25.0,35,25,16,14,10.0,5.0,2.0,19.0,,19.0,,9.0,6.0,15.0,24,16,18,15,9.0,3.0,2.0,10.0,726
2024-03-02,Navy,Richmond,Home,,14,5,,,15.0,,14.0,7.0,21.0,40,26,24,17,12.0,3.0,1.0,13.0,,15.0,,5.0,3.0,8.0,20,10,16,24,12.0,4.0,1.0,9.0,726
2024-03-06,Navy,Drexel,Home,,12,13,,,32.0,,12.0,5.0,17.0,23,20,15,17,5.0,5.0,3.0,15.0,,14.0,,13.0,5.0,18.0,29,19,14,12,6.0,6.0,4.0,13.0,726
2024-03-09,Navy,Jacksonville,Away,,17,9,,,9.0,,17.0,7.0,24.0,32,24,10,18,9.0,3.0,2.0,17.0,,12.0,,9.0,2.0,11.0,22,14,11,20,8.0,5.0,4.0,11.0,726
2024-03-16,Navy,Colgate,Away,,19,7,,,11.0,,19.0,11.0,30.0,49,33,11,9,8.0,9.0,1.0,18.0,,12.0,,7.0,3.0,10.0,20,15,5,16,5.0,6.0,3.0,10.0,726
2024-03-20,Navy,Loyola Maryland,Away,,12,17,,,9.0,,12.0,3.0,15.0,32,22,15,9,6.0,3.0,1.0,13.0,,3.0,,17.0,9.0,26.0,33,28,11,13,4.0,9.0,7.0,19.0,726
2024-03-23,Navy,Boston U.,Home,,20,9,,,12.0,,20.0,10.0,30.0,32,28,10,9,7.0,4.0,2.0,20.0,,10.0,,9.0,5.0,14.0,21,16,5,11,1.0,6.0,3.0,11.0,726
2024-03-27,Navy,Saint Joseph's,Away,,13,14,,,25.0,,13.0,6.0,19.0,33,23,13,16,5.0,5.0,3.0,21.0,,19.0,,14.0,6.0,20.0,27,21,15,9,9.0,6.0,3.0,10.0,726
2024-03-30,Navy,Bucknell,Home,,21,6,,,5.0,,21.0,8.0,29.0,36,31,19,10,5.0,5.0,4.0,20.0,,19.0,,6.0,5.0,11.0,12,10,8,14,4.0,1.0,,9.0,726
2024-04-06,Navy,Holy Cross,Away,,13,9,,,31.0,,13.0,1.0,14.0,35,30,14,14,6.0,5.0,3.0,23.0,,22.0,,9.0,4.0,13.0,22,17,13,15,6.0,3.0,,3.0,726
2024-04-13,Navy,Army West Point,Home,,17,11,,,29.0,,17.0,5.0,22.0,42,33,18,15,9.0,10.0,6.0,26.0,,25.0,,11.0,3.0,14.0,26,17,18,16,9.0,10.0,5.0,5.0,726
2024-04-17,Navy,Lehigh,Home,,15,4,,,8.0,,15.0,8.0,23.0,42,30,15,5,7.0,1.0,1.0,18.0,,13.0,,4.0,3.0,7.0,11,9,12,12,3.0,1.0,,2.0,726
2024-04-20,Navy,Lafayette,Away,,17,5,,,6.0,,17.0,10.0,27.0,40,27,28,7,8.0,1.0,1.0,15.0,,11.0,,5.0,5.0,10.0,12,10,21,17,1.0,1.0,,8.0,726
2024-04-25,Navy,American,Home,,18,10,,,15.0,,18.0,9.0,27.0,45,39,20,15,9.0,8.0,1.0,27.0,,13.0,,10.0,7.0,17.0,18,15,16,13,7.0,3.0,1.0,5.0,726
2024-05-02,Navy,Holy Cross,Home,,19,5,,,7.0,,19.0,4.0,23.0,42,27,11,9,3.0,5.0,4.0,21.0,,12.0,,5.0,2.0,7.0,16,13,10,9,6.0,1.0,,5.0,726
2024-05-04,Navy,Loyola Maryland,Away,,11,12,1,,11.0,,11.0,5.0,16.0,35,20,12,13,5.0,4.0,,13.0,,14.0,,12.0,5.0,17.0,28,22,11,11,7.0,4.0,,13.0,726
2024-02-09,New Hampshire,Marist,Away,,19,8,,,4.0,,19.0,7.0,26.0,31,25,15,16,8.0,5.0,2.0,16.0,,9.0,,8.0,1.0,9.0,22,17,22,19,10.0,2.0,,14.0,469
2024-02-14,New Hampshire,Boston U.,Away,,14,18,,,12.0,,14.0,2.0,16.0,27,18,17,16,7.0,9.0,6.0,12.0,,16.0,,18.0,4.0,22.0,30,24,14,15,10.0,4.0,4.0,20.0,469
2024-02-17,New Hampshire,Detroit Mercy,Home,,12,11,,,5.0,,12.0,3.0,15.0,31,22,20,13,8.0,4.0,2.0,15.0,,13.0,,11.0,4.0,15.0,31,23,16,17,8.0,3.0,1.0,12.0,469
2024-02-24,New Hampshire,Holy Cross,Home,,7,18,,,18.0,,7.0,5.0,12.0,18,13,16,13,5.0,4.0,,9.0,,10.0,,18.0,5.0,23.0,39,29,20,12,7.0,7.0,4.0,21.0,469
2024-02-28,New Hampshire,UConn,Home,,5,17,,,11.0,,5.0,1.0,6.0,23,16,13,15,8.0,6.0,3.0,7.0,,11.0,,17.0,9.0,26.0,33,27,19,14,9.0,4.0,3.0,17.0,469
2024-03-02,New Hampshire,Iona,Home,,11,12,,,9.0,,11.0,6.0,17.0,27,22,15,13,8.0,7.0,2.0,12.0,,15.0,,12.0,3.0,15.0,26,20,12,16,8.0,3.0,2.0,15.0,469
2024-03-09,New Hampshire,Canisius,Away,,6,16,,,9.0,,6.0,1.0,7.0,20,12,18,19,7.0,7.0,3.0,12.0,,14.0,,16.0,5.0,21.0,32,22,17,16,8.0,3.0,2.0,13.0,469
2024-03-16,New Hampshire,Vermont,Home,,11,17,,,5.0,,11.0,2.0,13.0,25,19,10,16,6.0,9.0,4.0,21.0,,22.0,,17.0,5.0,22.0,24,22,18,14,9.0,1.0,1.0,11.0,469
2024-03-22,New Hampshire,UMBC,Away,,8,13,,,6.0,,8.0,1.0,9.0,17,15,9,16,5.0,4.0,2.0,5.0,,7.0,,13.0,2.0,15.0,32,22,15,18,9.0,1.0,,18.0,469
2024-03-27,New Hampshire,Dartmouth,Home,,8,19,,,8.0,,8.0,5.0,13.0,21,16,10,14,5.0,6.0,3.0,11.0,,8.0,,19.0,8.0,27.0,44,29,12,11,4.0,3.0,1.0,20.0,469
2024-04-06,New Hampshire,UMass Lowell,Home,,10,18,,,23.0,,10.0,3.0,13.0,28,15,13,14,2.0,9.0,6.0,10.0,,16.0,,18.0,6.0,24.0,42,29,14,12,7.0,8.0,4.0,22.0,469
2024-04-13,New Hampshire,Binghamton,Away,,8,20,,,9.0,,8.0,3.0,11.0,22,20,9,11,3.0,5.0,2.0,16.0,,12.0,,20.0,11.0,31.0,37,27,8,9,2.0,5.0,4.0,16.0,469
2024-04-20,New Hampshire,Bryant,Away,,15,16,,,4.0,,15.0,4.0,19.0,21,19,11,17,3.0,6.0,4.0,13.0,,7.0,,16.0,9.0,25.0,42,32,14,8,11.0,2.0,,22.0,469
2024-04-27,New Hampshire,UAlbany,Home,,9,18,,,13.0,,9.0,3.0,12.0,37,20,16,10,6.0,3.0,3.0,8.0,,10.0,,18.0,7.0,25.0,38,26,15,14,4.0,5.0,2.0,23.0,469
2024-02-09,Niagara,UC Davis,Home,,13,9,,,12.0,,13.0,3.0,16.0,33,23,12,12,12.0,4.0,,10.0,,8.0,,9.0,1.0,10.0,24,19,9,16,4.0,7.0,4.0,15.0,482
2024-02-11,Niagara,Arizona St.,Away,,10,17,,,15.0,,10.0,6.0,16.0,27,22,11,11,8.0,9.0,1.0,12.0,,26.0,,17.0,4.0,21.0,26,23,11,15,6.0,9.0,5.0,19.0,482
2024-02-24,Niagara,Colgate,Home,,19,5,,,11.0,,19.0,13.0,32.0,37,30,21,15,8.0,5.0,3.0,15.0,,19.0,,5.0,2.0,7.0,18,17,15,18,7.0,4.0,1.0,11.0,482
2024-02-28,Niagara,Le Moyne,Home,,20,8,,,23.0,,20.0,9.0,29.0,37,32,18,11,9.0,9.0,4.0,22.0,,18.0,,8.0,2.0,10.0,11,9,12,19,5.0,4.0,1.0,9.0,482
2024-03-03,Niagara,Marquette,Home,,19,17,,,28.0,,19.0,8.0,27.0,36,27,25,17,15.0,4.0,3.0,15.0,,28.0,,17.0,7.0,24.0,35,27,14,22,6.0,12.0,4.0,24.0,482
2024-03-09,Niagara,Binghamton,Away,,12,5,,,19.0,,12.0,9.0,21.0,24,16,14,17,13.0,4.0,2.0,10.0,,10.0,,5.0,2.0,7.0,29,17,17,18,12.0,11.0,2.0,10.0,482
2024-03-14,Niagara,Stetson,Away,,20,17,,,15.0,,20.0,9.0,29.0,30,25,22,21,11.0,3.0,2.0,18.0,,20.0,,17.0,5.0,22.0,36,26,20,21,11.0,4.0,1.0,23.0,482
2024-03-17,Niagara,Columbia,Home,,13,12,1,,9.0,,13.0,5.0,18.0,29,21,11,20,9.0,7.0,4.0,15.0,,10.0,,12.0,7.0,19.0,25,18,15,20,12.0,6.0,3.0,14.0,482
2024-03-23,Niagara,Fairfield,Home,,7,14,,,23.0,,7.0,4.0,11.0,17,14,19,17,11.0,5.0,3.0,6.0,,18.0,,14.0,5.0,19.0,33,21,16,16,8.0,8.0,4.0,18.0,482
2024-03-27,Niagara,Mount St. Mary's,Away,,14,10,,,7.0,,14.0,5.0,19.0,29,18,20,21,13.0,9.0,4.0,14.0,,11.0,,10.0,4.0,14.0,22,18,22,20,15.0,3.0,1.0,13.0,482
2024-03-30,Niagara,Manhattan,Home,,14,6,,,17.0,,14.0,8.0,22.0,39,29,24,16,17.0,5.0,2.0,13.0,,13.0,,6.0,4.0,10.0,19,14,20,24,8.0,3.0,,11.0,482
2024-04-03,Niagara,Siena,Away,,10,11,,,15.0,,10.0,6.0,16.0,26,14,6,11,7.0,3.0,,7.0,,9.0,,11.0,6.0,17.0,28,19,8,13,3.0,2.0,1.0,18.0,482
2024-04-06,Niagara,Marist,Home,,17,7,,,7.0,,17.0,7.0,24.0,42,28,17,13,10.0,7.0,5.0,18.0,,15.0,,7.0,,7.0,18,11,14,21,6.0,1.0,1.0,9.0,482
2024-04-10,Niagara,Iona,Away,,19,10,,1.0,22.0,,19.0,11.0,30.0,37,26,17,18,9.0,8.0,4.0,14.0,1.0,27.0,,10.0,5.0,15.0,28,19,18,22,9.0,4.0,2.0,18.0,482
2024-04-13,Niagara,Rider,Home,,18,13,,,27.0,,18.0,11.0,29.0,38,29,12,13,8.0,5.0,3.0,21.0,,20.0,,13.0,2.0,15.0,24,20,11,17,5.0,6.0,5.0,12.0,482
2024-04-17,Niagara,Canisius,Away,,16,12,,,11.0,,16.0,8.0,24.0,31,20,18,12,13.0,5.0,5.0,12.0,,13.0,,12.0,3.0,15.0,29,17,10,20,7.0,7.0,4.0,20.0,482
2024-04-21,Niagara,Quinnipiac,Home,,22,5,,,9.0,,22.0,15.0,37.0,45,31,15,11,9.0,6.0,3.0,15.0,,15.0,,5.0,1.0,6.0,19,16,9,16,7.0,3.0,2.0,14.0,482
2024-05-03,Niagara,Siena,Home,,9,8,,,17.0,,9.0,2.0,11.0,31,20,12,10,7.0,7.0,3.0,6.0,,15.0,,8.0,3.0,11.0,29,17,6,12,2.0,4.0,,14.0,482
2024-05-05,Niagara,Fairfield,Away,,11,10,,,6.0,,11.0,3.0,14.0,26,19,18,15,8.0,5.0,3.0,9.0,,14.0,,10.0,4.0,14.0,29,19,13,13,6.0,2.0,,15.0,482
2024-05-10,Niagara,Stony Brook,Home,,7,19,,,22.0,,7.0,5.0,12.0,15,12,9,18,2.0,5.0,2.0,12.0,,17.0,,19.0,10.0,29.0,36,27,17,10,11.0,5.0,4.0,15.0,482
2024-02-10,North Carolina,James Madison,Away,,18,19,1,,15.0,,18.0,11.0,29.0,31,25,12,12,7.0,2.0,1.0,22.0,,10.0,,19.0,7.0,26.0,32,24,13,11,7.0,5.0,4.0,18.0,457
2024-02-13,North Carolina,Liberty,Home,,19,6,,,7.0,,19.0,11.0,30.0,37,26,15,19,9.0,2.0,1.0,24.0,,13.0,,6.0,,6.0,20,14,22,15,13.0,5.0,2.0,4.0,457
2024-02-17,North Carolina,Florida,Home,,19,10,,,19.0,,19.0,9.0,28.0,37,30,13,10,6.0,5.0,3.0,18.0,,18.0,,10.0,1.0,11.0,21,17,8,13,5.0,8.0,7.0,14.0,457
2024-02-23,North Carolina,Virginia,Away,,10,9,1,,4.0,,10.0,5.0,15.0,26,14,8,13,7.0,5.0,2.0,15.0,,12.0,,9.0,5.0,14.0,24,15,13,13,10.0,1.0,,8.0,457
2024-02-25,North Carolina,High Point,Home,,23,3,,,4.0,,23.0,17.0,40.0,41,28,16,12,9.0,5.0,2.0,20.0,,13.0,,3.0,2.0,5.0,11,9,10,14,6.0,2.0,,8.0,457
2024-03-02,North Carolina,Notre Dame,Home,,5,7,,,14.0,,5.0,3.0,8.0,17,14,12,19,8.0,3.0,1.0,5.0,,9.0,,7.0,1.0,8.0,34,18,19,13,9.0,8.0,3.0,10.0,457
2024-03-09,North Carolina,Clemson,Away,,18,9,,,10.0,,18.0,14.0,32.0,38,34,17,6,6.0,4.0,2.0,20.0,,24.0,,9.0,3.0,12.0,20,15,11,11,3.0,5.0,3.0,10.0,457
2024-03-12,North Carolina,East Carolina,Home,,14,6,,,13.0,,14.0,8.0,22.0,40,25,24,10,15.0,5.0,,15.0,,16.0,,6.0,5.0,11.0,13,9,11,21,4.0,1.0,,9.0,457
2024-03-16,North Carolina,Syracuse,Away,,5,20,,,11.0,,5.0,3.0,8.0,17,8,14,18,6.0,3.0,2.0,9.0,,10.0,,20.0,12.0,32.0,38,27,18,11,12.0,5.0,3.0,18.0,457
2024-03-23,North Carolina,Louisville,Home,,18,12,,,15.0,,18.0,8.0,26.0,31,24,11,13,7.0,4.0,3.0,20.0,,13.0,,12.0,5.0,17.0,31,25,14,8,6.0,7.0,2.0,13.0,457
2024-03-25,North Carolina,Northwestern,Home,,10,16,,,29.0,,10.0,8.0,18.0,24,19,15,10,7.0,7.0,2.0,6.0,,25.0,,16.0,7.0,23.0,35,22,9,14,7.0,8.0,3.0,23.0,457
2024-03-30,North Carolina,Boston College,Away,,12,18,,,14.0,,12.0,4.0,16.0,31,25,10,10,4.0,3.0,,22.0,,18.0,,18.0,7.0,25.0,38,23,9,7,3.0,4.0,3.0,11.0,457
2024-04-06,North Carolina,Virginia Tech,Home,,13,9,,,18.0,,13.0,5.0,18.0,35,25,13,9,7.0,8.0,4.0,18.0,,27.0,,9.0,3.0,12.0,20,13,7,9,5.0,3.0,3.0,8.0,457
2024-04-13,North Carolina,Pittsburgh,Away,,16,9,,,6.0,,16.0,12.0,28.0,40,32,29,17,18.0,6.0,1.0,16.0,,11.0,,9.0,4.0,13.0,19,12,20,28,10.0,2.0,1.0,13.0,457
2024-04-18,North Carolina,Duke,Home,,16,11,,,21.0,,16.0,7.0,23.0,35,27,17,15,10.0,6.0,3.0,16.0,,17.0,,11.0,3.0,14.0,19,15,14,18,7.0,8.0,6.0,15.0,457
2024-04-24,North Carolina,Virginia,Home,,12,13,,,8.0,,12.0,5.0,17.0,31,23,18,12,9.0,5.0,4.0,14.0,,15.0,,13.0,6.0,19.0,26,17,12,16,6.0,1.0,,15.0,457
2024-05-10,North Carolina,Florida,Away,,8,17,,,8.0,,8.0,1.0,9.0,31,22,14,7,7.0,6.0,1.0,11.0,,11.0,,17.0,9.0,26.0,32,23,12,12,3.0,3.0,1.0,18.0,457
2024-02-10,Northwestern,Syracuse,Home,,18,15,,,20.0,,18.0,9.0,27.0,42,31,12,12,13.0,6.0,2.0,24.0,,23.0,,15.0,7.0,22.0,28,22,12,14,12.0,7.0,2.0,13.0,509
2024-02-16,Northwestern,Notre Dame,Away,,10,14,,,32.0,,10.0,4.0,14.0,20,14,15,21,11.0,4.0,2.0,8.0,,17.0,,14.0,5.0,19.0,36,24,17,15,13.0,9.0,3.0,20.0,509
2024-02-19,Northwestern,Marquette,Home,,21,3,,,14.0,,21.0,13.0,34.0,45,30,22,13,16.0,3.0,2.0,17.0,,24.0,,3.0,2.0,5.0,11,10,17,26,2.0,1.0,1.0,10.0,509
2024-02-22,Northwestern,Colorado,Away,,19,14,,,27.0,,19.0,8.0,27.0,43,30,15,23,9.0,17.0,8.0,25.0,,26.0,,14.0,7.0,21.0,28,22,19,17,8.0,5.0,2.0,12.0,509
2024-02-29,Northwestern,Boston College,Away,,14,11,,,21.0,,14.0,4.0,18.0,29,20,17,18,5.0,5.0,1.0,16.0,,20.0,,11.0,8.0,19.0,28,17,16,16,9.0,3.0,2.0,12.0,509
2024-03-03,Northwestern,Central Mich.,Home,,27,3,,,19.0,,27.0,17.0,44.0,40,35,10,6,10.0,5.0,3.0,26.0,,22.0,,3.0,3.0,6.0,8,6,6,12,2.0,3.0,,7.0,509
2024-03-08,Northwestern,Denver,Home,,14,10,,,15.0,,14.0,4.0,18.0,34,23,14,19,13.0,18.0,8.0,17.0,,36.0,,10.0,2.0,12.0,27,22,14,15,14.0,9.0,1.0,11.0,509
2024-03-10,Northwestern,UAlbany,Home,,25,8,,,14.0,,25.0,12.0,37.0,41,30,18,8,5.0,11.0,7.0,18.0,,21.0,,8.0,4.0,12.0,18,13,10,18,2.0,4.0,2.0,16.0,509
2024-03-16,Northwestern,Johns Hopkins,Home,,14,9,,,20.0,,14.0,6.0,20.0,37,24,22,17,11.0,9.0,4.0,16.0,,31.0,,9.0,5.0,14.0,29,19,16,16,9.0,4.0,,11.0,509
2024-03-22,Northwestern,Penn St.,Away,,13,14,1,,19.0,,13.0,6.0,19.0,36,22,11,9,10.0,5.0,2.0,20.0,,22.0,,14.0,3.0,17.0,28,19,16,14,7.0,6.0,4.0,10.0,509
2024-03-25,Northwestern,North Carolina,Away,,16,10,,,25.0,,16.0,7.0,23.0,35,22,9,14,7.0,8.0,3.0,23.0,,29.0,,10.0,8.0,18.0,24,19,15,10,7.0,7.0,2.0,6.0,509
2024-03-30,Northwestern,Rutgers,Home,,22,11,,,17.0,,22.0,8.0,30.0,42,28,12,19,12.0,3.0,2.0,23.0,,13.0,,11.0,3.0,14.0,27,18,21,17,10.0,6.0,3.0,14.0,509
2024-04-06,Northwestern,Maryland,Away,,17,9,,,27.0,,17.0,3.0,20.0,32,28,22,17,8.0,6.0,3.0,10.0,,8.0,,9.0,3.0,12.0,26,17,12,22,7.0,4.0,3.0,19.0,509
