date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,defensive_goals,defensive_assists,defensive_points,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,na.x,na.y
2021-02-04,East Carolina Pirates,Old Dominion,Away,Loss,1,0,NA,1,0,0,0,2,0,11,0,1,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,1,1,3,7,4,6,0,1,0,0,0,90:00,0,0,1,0,0,0,0,4,0,0,NA,NA
2021-02-13,East Carolina Pirates,Houston,Home,Win,0,1,1OT,1,1,1,3,13,3,12,0,1,0,0,0,95:08,0,5,1,0,0,0,0,8,0,0,0,0,0,12,5,9,0,0,0,0,0,95:08,1,2,0,0,0,0,0,4,0,0,NA,NA
2021-02-20,East Carolina Pirates,VCU,Away,Loss,3,1,NA,1,1,0,2,9,4,12,0,1,0,0,0,90:00,3,2,0,0,0,0,0,3,0,0,3,0,6,6,4,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,1,1,NA,NA
2021-02-28,East Carolina Pirates,Temple,Away,Draw,1,1,2OT,1,1,1,3,12,8,7,0,2,0,0,0,110:00,1,3,0,0,0,0,0,5,0,0,1,1,3,8,4,12,0,1,0,0,0,110:00,1,7,0,0,0,0,0,5,0,0,NA,NA
2021-03-07,East Carolina Pirates,South Fla.,Home,Loss,1,0,NA,1,0,0,0,6,1,12,0,1,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,1,1,3,18,5,4,0,1,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,NA,NA
2021-03-14,East Carolina Pirates,UCF,Away,Draw,1,1,2OT,1,1,1,3,7,5,7,0,0,0,0,0,110:00,1,7,0,0,0,0,0,5,0,0,1,1,3,23,8,7,0,0,0,0,0,110:00,1,4,0,0,0,0,0,12,0,0,NA,NA
2021-03-21,East Carolina Pirates,SMU,Away,Win,2,3,1OT,1,3,2,8,17,11,6,0,1,0,0,0,93:05,2,1,0,0,0,0,0,7,1,1,2,0,4,13,2,11,0,1,0,0,0,93:05,3,8,0,0,0,0,0,7,0,0,NA,NA
2021-03-27,East Carolina Pirates,Cincinnati,Home,Loss,2,1,NA,1,1,0,2,6,2,12,0,1,0,0,0,90:00,2,3,0,0,0,0,0,5,0,0,2,2,6,13,5,10,0,1,0,0,0,90:00,1,1,0,0,0,0,0,6,0,0,NA,NA
2021-04-03,East Carolina Pirates,Tulsa,Home,Win,0,4,NA,1,4,5,13,20,11,17,0,2,0,0,0,90:00,0,6,1,0,0,0,0,10,0,0,0,0,0,9,6,9,0,2,0,0,0,90:00,4,7,0,0,0,0,0,3,0,1,NA,NA
2021-04-11,East Carolina Pirates,Memphis,Away,Loss,1,0,NA,1,0,0,0,1,1,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,1,1,3,16,4,14,0,0,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,NA,NA
2021-04-15,East Carolina Pirates,South Fla.,Away,Loss,1,0,NA,1,0,0,0,5,3,11,0,0,0,0,0,90:00,1,6,0,0,0,0,0,3,0,0,1,0,2,16,6,4,0,0,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,NA,NA
2021-03-02,Eastern Ill. Panthers,UT Martin,Away,Loss,1,0,NA,1,0,0,0,5,3,8,0,2,0,0,0,90:00,1,10,0,0,0,0,0,0,0,0,1,1,3,19,11,11,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,NA,NA
2021-03-05,Eastern Ill. Panthers,Morehead St.,Home,Win,0,1,2OT,1,1,2,4,10,6,13,0,0,0,0,0,105:46,0,4,1,0,0,0,0,5,0,0,0,0,0,13,4,9,0,0,0,0,0,105:46,1,5,0,0,0,0,0,6,0,0,NA,NA
2021-03-09,Eastern Ill. Panthers,SIUE,Home,Loss,7,0,NA,1,0,0,0,5,2,7,0,0,0,0,0,90:00,7,5,0,0,0,0,0,2,0,0,7,9,23,20,12,10,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,NA,NA
2021-03-12,Eastern Ill. Panthers,Tennessee Tech,Away,Loss,1,0,1OT,1,0,0,0,7,3,8,0,0,0,0,0,93:58,1,9,0,0,0,0,0,2,0,0,1,1,3,13,10,11,0,0,0,0,0,93:58,0,3,1,0,0,0,0,6,0,0,NA,NA
2021-03-16,Eastern Ill. Panthers,Southeast Mo. St.,Home,Loss,1,0,NA,1,0,0,0,6,2,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,0,0,1,2,4,13,5,10,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,NA,NA
2021-03-19,Eastern Ill. Panthers,Belmont,Away,Loss,3,0,NA,1,0,0,0,8,3,10,0,0,0,0,0,90:00,3,7,0,0,0,0,0,1,0,0,3,3,9,21,10,4,0,0,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,NA,NA
2021-03-23,Eastern Ill. Panthers,Eastern Ky.,Home,Loss,2,0,NA,1,0,0,0,8,2,7,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,2,2,6,8,5,14,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,NA,NA
2021-03-26,Eastern Ill. Panthers,Austin Peay,Away,Draw,1,1,2OT,1,1,1,3,3,1,5,0,0,0,0,0,110:00,1,5,0,0,0,0,0,0,0,0,1,1,3,11,6,4,0,0,0,0,0,110:00,1,0,0,0,0,0,0,7,0,0,NA,NA
2021-03-30,Eastern Ill. Panthers,Jacksonville St.,Home,Win,2,3,NA,1,3,1,7,11,7,5,0,0,0,0,0,90:00,2,2,0,0,0,0,0,6,1,1,2,1,5,15,4,8,0,1,0,0,0,90:00,3,4,0,0,0,0,0,10,0,0,NA,NA
2021-04-06,Eastern Ill. Panthers,Murray St.,Away,Loss,4,0,NA,1,0,0,0,5,0,7,0,0,0,0,0,90:00,4,7,0,0,0,0,0,2,0,0,4,4,12,29,11,12,0,0,0,0,0,90:00,0,0,1,1,0,0,0,8,0,0,NA,NA
2021-03-02,Eastern Ky. Colonels,SIUE,Home,Loss,3,2,NA,1,2,2,6,12,6,5,0,0,0,0,0,90:00,3,9,0,0,0,0,0,1,0,0,3,3,9,24,12,7,0,0,0,0,0,90:00,2,4,0,0,0,0,0,7,0,0,NA,NA
2021-03-05,Eastern Ky. Colonels,Murray St.,Away,Loss,3,2,NA,1,2,2,6,5,5,10,0,2,0,0,0,90:00,3,11,0,0,0,0,0,3,0,0,3,3,9,22,14,9,0,4,0,0,0,90:00,2,3,0,0,0,0,0,11,0,0,NA,NA
2021-03-12,Eastern Ky. Colonels,Morehead St.,Home,Win,0,2,NA,1,2,1,5,14,8,14,0,0,0,0,0,90:00,0,5,1,0,0,0,0,6,0,0,0,0,0,15,5,9,0,0,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,NA,NA
2021-03-16,Eastern Ky. Colonels,Jacksonville St.,Home,Loss,4,0,NA,1,0,0,0,20,9,10,0,0,0,0,0,90:00,4,6,0,0,0,0,0,7,0,0,4,1,9,15,10,7,0,0,0,0,0,90:00,0,9,1,0,0,0,0,2,0,0,NA,NA
2021-03-19,Eastern Ky. Colonels,Austin Peay,Away,Loss,2,1,1OT,1,1,1,3,15,7,11,0,2,0,0,0,99:27,2,5,0,0,0,0,0,9,0,0,2,2,6,11,7,9,0,1,0,0,0,99:27,1,6,0,0,0,0,0,6,0,0,NA,NA
2021-03-23,Eastern Ky. Colonels,Eastern Ill.,Away,Win,0,2,NA,1,2,2,6,8,5,14,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,0,0,0,8,2,7,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,NA,NA
2021-03-27,Eastern Ky. Colonels,Southeast Mo. St.,Home,Win,1,2,NA,1,2,2,6,16,7,10,0,0,0,0,0,90:00,1,6,0,0,0,0,0,1,0,0,1,0,2,12,7,7,0,0,0,0,0,90:00,2,5,0,0,0,0,0,4,1,1,NA,NA
2021-03-30,Eastern Ky. Colonels,Belmont,Home,Win,0,1,NA,1,1,0,2,18,8,15,0,1,0,0,0,90:00,0,5,1,0,0,0,0,4,1,1,0,0,0,13,5,8,0,0,0,0,0,90:00,1,7,0,0,0,0,0,3,0,0,NA,NA
2021-04-02,Eastern Ky. Colonels,UT Martin,Away,Loss,5,1,NA,1,1,0,2,17,9,9,0,0,0,0,0,90:00,5,8,0,0,0,0,0,7,0,0,5,4,14,24,13,9,0,0,0,0,0,90:00,1,8,0,0,0,0,0,2,0,0,NA,NA
2021-04-06,Eastern Ky. Colonels,Tennessee Tech,Away,Draw,1,1,2OT,1,1,1,3,21,11,19,0,0,0,0,0,110:00,1,8,0,0,0,0,0,4,0,0,1,0,2,20,9,9,0,0,0,0,0,110:00,1,10,0,0,0,0,0,7,0,0,NA,NA
2021-03-04,Eastern Mich. Eagles,Central Mich.,Home,Win,1,2,NA,1,2,1,5,10,6,5,0,0,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,1,1,3,12,5,4,0,1,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,NA,NA
2021-03-07,Eastern Mich. Eagles,Western Mich.,Away,Loss,4,0,NA,1,0,0,0,17,8,9,0,1,0,0,0,90:00,4,2,0,0,0,0,0,6,0,0,4,3,11,14,6,9,0,0,0,0,0,90:00,0,8,1,1,0,0,0,8,0,0,NA,NA
2021-03-14,Eastern Mich. Eagles,NIU,Away,Win,0,3,NA,1,3,2,8,18,15,9,0,1,0,0,0,90:00,0,3,1,0,0,0,0,9,0,0,0,0,0,8,3,5,0,0,0,0,0,90:00,3,12,0,0,0,0,0,2,0,0,NA,NA
2021-03-18,Eastern Mich. Eagles,Toledo,Home,Win,2,3,NA,1,3,2,8,9,5,7,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,2,1,5,16,5,11,0,0,0,0,0,90:00,3,2,0,0,0,0,0,2,1,1,NA,NA
2021-03-21,Eastern Mich. Eagles,Ball St.,Home,Loss,2,1,NA,1,1,1,3,9,6,12,0,0,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,2,1,5,20,8,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,5,0,0,NA,NA
2021-03-28,Eastern Mich. Eagles,Western Mich.,Home,Win,1,2,NA,1,2,2,6,16,10,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,2,0,0,1,0,2,14,5,4,0,0,0,0,0,90:00,2,8,0,0,0,0,0,4,0,0,NA,NA
2021-04-01,Eastern Mich. Eagles,Central Mich.,Away,Win,0,1,NA,1,1,0,2,8,3,6,0,0,0,0,0,90:00,0,8,1,0,0,0,0,4,1,1,0,0,0,20,8,10,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,NA,NA
2021-04-04,Eastern Mich. Eagles,NIU,Home,Win,1,4,NA,1,4,1,9,26,11,4,0,0,0,0,0,90:00,1,4,0,0,0,0,0,4,0,0,1,1,3,9,5,8,0,0,0,0,0,90:00,4,7,0,0,0,0,0,2,0,0,NA,NA
2021-04-11,Eastern Mich. Eagles,Ball St.,Away,Loss,2,1,NA,1,1,0,2,13,5,12,0,0,0,0,0,90:00,2,5,0,0,0,0,0,5,0,0,2,2,6,10,7,11,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,NA,NA
2021-02-12,Eastern Wash. Eagles,Washington St.,Away,Loss,4,1,NA,1,1,0,2,4,1,14,0,0,0,0,0,90:00,4,14,0,0,0,0,0,1,1,1,4,3,11,25,18,11,0,0,0,0,0,90:00,1,0,0,0,0,0,0,9,0,0,NA,NA
2021-02-22,Eastern Wash. Eagles,Gonzaga,Away,Loss,2,0,NA,1,0,0,0,7,2,8,0,1,0,0,0,90:00,2,7,0,0,0,0,0,3,0,0,2,2,6,19,9,14,0,1,0,0,0,90:00,0,2,1,0,0,0,0,8,0,0,NA,NA
2021-02-28,Eastern Wash. Eagles,Col. of Idaho,Home,Win,0,5,NA,1,5,3,13,24,14,11,0,0,0,0,0,90:00,0,2,1,1,0,0,0,6,0,0,0,0,0,2,2,8,0,0,0,0,0,90:00,5,9,0,0,0,0,0,0,0,0,NA,NA
2021-03-12,Eastern Wash. Eagles,Portland St.,Home,Win,1,3,NA,1,3,2,8,18,10,10,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,1,0,2,9,5,9,0,1,0,0,0,90:00,3,7,0,0,0,0,0,0,0,0,NA,NA
2021-03-14,Eastern Wash. Eagles,Portland St.,Home,Win,1,3,NA,1,3,3,9,15,9,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,1,0,2,7,4,7,0,0,0,0,0,90:00,3,6,0,0,0,0,0,0,0,0,NA,NA
2021-03-19,Eastern Wash. Eagles,Sacramento St.,Away,Draw,0,0,2OT,1,0,0,0,17,9,15,0,1,0,0,0,110:00,0,1,1,0,0,0,0,6,0,0,0,0,0,5,1,11,0,0,0,0,0,110:00,0,9,1,0,0,0,0,5,0,0,NA,NA
2021-03-21,Eastern Wash. Eagles,Sacramento St.,Away,Draw,0,0,2OT,1,0,0,0,16,8,15,0,2,0,0,0,110:00,0,6,1,0,0,0,0,5,0,0,0,0,0,12,6,14,0,4,0,0,0,110:00,0,8,1,0,0,0,0,4,0,0,NA,NA
2021-04-02,Eastern Wash. Eagles,Idaho,Home,Loss,2,0,NA,1,0,0,0,15,4,6,0,0,0,0,0,90:00,2,2,0,0,0,0,0,9,0,0,2,0,4,9,4,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,0,0,0,NA,NA
2021-04-04,Eastern Wash. Eagles,Idaho,Home,Win,0,2,NA,1,2,1,5,13,3,16,0,1,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,0,0,0,9,4,7,0,0,0,0,0,90:00,2,1,0,0,0,0,0,3,0,0,NA,NA
2021-04-09,Eastern Wash. Eagles,Montana,Away,Win,2,3,1OT,1,3,3,9,9,6,12,0,2,0,0,0,95:22,2,6,0,0,0,0,0,4,0,0,2,1,5,13,8,11,0,0,0,0,0,95:22,3,3,0,0,0,0,0,6,0,0,NA,NA
2021-04-11,Eastern Wash. Eagles,Montana,Away,Loss,3,1,NA,1,1,1,3,12,3,14,2,3,0,0,0,90:00,3,4,0,0,0,0,0,7,0,1,3,2,8,10,7,13,0,0,0,0,0,90:00,1,2,0,0,0,0,0,1,1,1,NA,NA
2021-03-05,Elon Phoenix,Mount Olive,Home,Win,0,2,NA,1,2,1,5,14,7,7,0,1,0,0,0,90:00,0,3,1,0,0,0,0,5,1,1,0,0,0,5,3,14,0,0,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,NA,NA
2021-03-13,Elon Phoenix,UNCW,Home,Loss,3,1,NA,1,1,0,2,8,4,15,0,2,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,3,3,9,8,5,9,0,1,0,0,0,90:00,1,3,0,0,0,0,0,2,1,1,NA,NA
2021-03-21,Elon Phoenix,James Madison,Home,Win,0,1,1OT,1,1,0,2,4,3,5,0,0,0,0,0,100:00,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,10,0,2,0,0,0,100:00,1,2,0,0,0,0,0,4,0,0,NA,NA
2021-03-25,Elon Phoenix,South Carolina,Home,Loss,3,0,NA,1,0,0,0,1,0,6,0,1,0,0,0,90:00,3,2,0,0,0,0,0,0,0,0,3,2,8,12,5,5,0,1,0,0,0,90:00,0,0,1,1,0,0,0,9,0,0,NA,NA
2021-03-28,Elon Phoenix,Wake Forest,Away,Loss,3,0,NA,1,0,0,0,9,4,7,0,0,0,0,0,90:00,3,2,0,0,0,0,0,1,0,0,3,3,9,21,5,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,1,1,NA,NA
2021-04-03,Elon Phoenix,Col. of Charleston,Away,Win,0,1,NA,1,1,1,3,6,4,5,0,0,0,0,0,90:00,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,NA,NA
2021-04-10,Elon Phoenix,William & Mary,Away,Win,0,2,NA,1,2,3,7,7,6,15,0,0,0,0,0,90:00,0,5,1,0,0,0,0,1,0,1,0,0,0,15,5,10,0,1,0,0,0,90:00,2,4,0,0,0,0,0,3,0,0,NA,NA
2021-04-15,Elon Phoenix,"Hofstra Towson, Md.",Away,Win,0,1,NA,1,1,1,3,6,2,14,0,0,0,0,0,90:00,0,8,1,0,0,0,0,2,0,0,0,0,0,16,8,8,0,1,0,0,0,90:00,1,1,0,0,0,0,0,9,0,0,NA,NA
2021-04-17,Elon Phoenix,"UNCW Towson, Md.",Away,Win,0,1,NA,1,1,0,2,11,6,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,0,0,0,10,2,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,NA,NA
2021-04-28,Elon Phoenix,"Milwaukee Cary, NC",Away,Loss,1,0,NA,1,0,0,0,6,1,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,6,0,0,1,1,3,10,6,13,0,0,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,NA,NA
2021-02-13,ETSU Buccaneers (Bucs),Marshall,Home,Loss,2,1,1OT,1,1,1,3,12,7,13,0,2,0,0,0,99:20,2,4,0,0,0,0,0,4,0,0,2,1,5,13,6,15,0,1,0,0,0,99:20,1,6,0,0,0,0,0,4,0,0,NA,NA
2021-02-21,ETSU Buccaneers (Bucs),Lipscomb,Home,Loss,2,1,NA,1,1,0,2,2,2,4,0,0,0,0,0,90:00,2,9,0,0,0,0,0,0,0,0,2,3,7,25,11,7,0,1,0,0,0,90:00,1,1,0,0,0,0,0,5,0,0,NA,NA
2021-03-05,ETSU Buccaneers (Bucs),UNC Greensboro,Home,Win,1,2,NA,1,2,1,5,16,6,7,0,2,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,1,1,3,10,5,10,0,2,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,NA,NA
2021-03-07,ETSU Buccaneers (Bucs),VMI,Home,Draw,1,1,2OT,1,1,1,3,20,5,15,0,1,0,0,0,110:00,1,4,0,0,0,0,0,8,0,0,1,1,3,12,5,11,0,1,0,0,0,110:00,1,4,0,0,0,0,0,6,0,0,NA,NA
2021-03-12,ETSU Buccaneers (Bucs),Chattanooga,Away,Loss,2,1,2OT,1,1,1,3,8,3,10,0,1,0,0,0,102:21,2,5,0,0,0,0,0,2,0,0,2,2,6,14,7,8,0,2,0,0,0,102:21,1,2,0,0,0,0,0,4,0,0,NA,NA
2021-03-14,ETSU Buccaneers (Bucs),Samford,Away,Loss,5,0,NA,1,0,0,0,1,1,8,0,0,0,0,0,90:00,5,7,0,0,0,0,0,1,0,0,5,2,12,18,12,9,0,0,0,0,0,90:00,0,1,1,1,0,0,0,8,1,1,NA,NA
2021-03-19,ETSU Buccaneers (Bucs),Western Caro.,Away,Loss,3,0,NA,1,0,0,0,4,1,8,0,0,0,0,0,90:00,3,4,0,0,0,0,0,5,0,0,3,2,8,16,7,9,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,NA,NA
2021-03-26,ETSU Buccaneers (Bucs),Wofford,Home,Loss,1,0,NA,1,0,0,0,8,3,11,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,0,0,1,1,3,11,7,9,0,1,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,NA,NA
2021-02-27,Evansville Purple Aces,Illinois St.,Home,Loss,1,0,NA,1,0,0,0,2,2,4,0,0,0,0,0,90:00,1,6,0,0,0,0,0,0,0,0,1,1,3,13,7,9,0,0,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,NA,NA
2021-03-05,Evansville Purple Aces,UNI,Home,Win,0,1,2OT,1,1,0,2,6,2,7,0,0,0,0,0,100:16,0,5,1,0,0,0,0,4,0,0,0,0,0,14,5,7,0,1,0,0,0,100:16,1,1,0,0,0,0,0,11,0,0,NA,NA
2021-03-09,Evansville Purple Aces,Southern Ill.,Away,Draw,0,0,2OT,1,0,0,0,11,5,9,0,0,0,0,0,110:00,0,7,1,0,0,0,0,8,0,0,0,0,0,16,7,9,0,2,0,0,0,110:00,0,5,1,0,0,0,0,5,0,0,NA,NA
2021-03-24,Evansville Purple Aces,Valparaiso,Home,Draw,0,0,2OT,1,0,0,0,10,1,6,0,0,0,0,0,110:00,0,2,1,0,0,0,0,4,0,1,0,0,0,4,2,7,0,1,0,0,0,110:00,0,1,1,0,0,0,0,4,0,0,NA,NA
2021-03-28,Evansville Purple Aces,Drake,Away,Loss,1,0,NA,1,0,0,0,10,2,6,0,1,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,1,2,4,13,6,11,0,0,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,NA,NA
2021-04-03,Evansville Purple Aces,Loyola Chicago,Away,Win,0,1,NA,1,1,1,3,5,2,11,0,0,0,0,0,90:00,0,11,1,0,0,0,0,4,0,0,0,0,0,20,11,6,0,0,0,0,0,90:00,1,1,0,0,0,0,0,8,0,1,NA,NA
2021-04-07,Evansville Purple Aces,Indiana St.,Home,Loss,1,0,NA,1,0,0,0,12,7,9,0,0,0,0,0,90:00,1,1,0,0,0,0,0,2,0,1,1,1,3,9,2,9,0,1,0,0,0,90:00,0,7,1,0,0,0,0,1,0,0,NA,NA
2021-04-11,Evansville Purple Aces,Valparaiso,Away,Draw,0,0,3OT,1,0,0,0,10,3,11,0,1,0,0,0,110:00,0,7,1,0,0,0,0,1,0,0,0,0,0,17,7,13,0,1,0,0,0,110:00,0,3,1,0,0,0,0,2,0,0,NA,NA
2021-03-09,Fairfield Stags,Rider,Home,Loss,4,1,NA,1,1,0,2,16,6,14,1,2,0,0,0,90:00,4,5,0,0,0,0,0,4,1,1,4,2,10,15,9,5,0,0,0,0,0,90:00,1,5,0,0,0,0,0,4,0,0,NA,NA
2021-03-16,Fairfield Stags,Monmouth,Away,Draw,2,2,2OT,1,2,1,5,12,5,10,0,1,0,0,0,110:00,2,3,0,0,0,0,0,6,0,0,2,0,4,9,4,8,0,1,0,0,0,110:00,2,3,0,0,0,0,0,9,1,1,NA,NA
2021-03-27,Fairfield Stags,Manhattan,Home,Win,0,1,NA,1,1,2,4,27,5,3,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,0,0,0,4,3,2,0,0,0,0,0,90:00,1,4,0,0,0,0,0,1,0,0,NA,NA
2021-04-03,Fairfield Stags,Canisius,Away,Win,1,6,NA,1,6,4,16,12,9,14,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,1,1,1,1,3,8,5,11,0,1,0,0,0,90:00,6,4,0,0,0,0,0,3,0,0,NA,NA
2021-04-06,Fairfield Stags,Quinnipiac,Away,Loss,1,0,NA,1,0,0,0,12,7,13,0,2,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,1,0,2,8,5,17,0,2,0,0,0,90:00,0,7,1,0,0,0,0,4,0,0,NA,NA
2021-04-09,Fairfield Stags,Quinnipiac,Away,Loss,1,0,2OT,1,0,0,0,12,7,10,0,2,0,0,0,106:47,1,4,0,0,0,0,0,3,0,0,1,2,4,12,5,8,0,2,0,0,0,106:47,0,7,1,0,0,0,0,4,0,0,NA,NA
2021-02-25,Fairleigh Dickinson Knights,Hofstra,Away,Loss,5,1,NA,1,1,0,2,3,1,11,0,2,0,0,0,90:00,5,7,0,0,0,0,0,1,0,0,5,5,15,21,12,15,0,1,0,0,0,90:00,1,0,0,0,0,0,0,13,0,0,NA,NA
2021-03-02,Fairleigh Dickinson Knights,Sacred Heart,Home,Win,0,1,NA,1,1,1,3,7,4,7,0,1,0,0,0,90:00,0,11,1,0,0,0,0,2,0,0,0,0,0,18,11,11,0,1,0,0,0,90:00,1,3,0,0,0,0,0,7,0,0,NA,NA
2021-03-09,Fairleigh Dickinson Knights,Wagner,Away,Win,0,4,NA,1,4,6,14,22,10,10,0,0,0,0,0,90:00,0,1,1,1,0,0,0,5,0,0,0,0,0,7,1,7,0,1,0,0,0,90:00,4,6,0,0,0,0,0,0,0,0,NA,NA
2021-03-16,Fairleigh Dickinson Knights,St. Francis Brooklyn,Home,Win,2,4,NA,1,4,4,12,10,7,5,0,2,0,0,0,90:00,2,3,0,0,0,0,0,4,1,1,2,1,5,9,5,15,0,0,0,0,0,90:00,4,3,0,0,0,0,0,0,0,0,NA,NA
2021-03-19,Fairleigh Dickinson Knights,Merrimack,Home,Loss,2,1,2OT,1,1,0,2,16,6,22,0,1,0,0,0,106:56,2,7,0,0,0,0,0,4,1,1,2,1,5,22,9,16,0,0,0,0,0,106:56,1,5,0,0,0,0,0,7,0,0,NA,NA
2021-03-26,Fairleigh Dickinson Knights,Central Conn. St.,Away,Loss,1,0,NA,1,0,0,0,4,2,6,0,1,0,0,0,90:00,1,7,0,0,0,0,0,0,0,0,1,0,2,16,8,11,0,0,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,NA,NA
2021-04-02,Fairleigh Dickinson Knights,Mount St. Mary's,Away,Win,0,1,NA,1,1,0,2,21,9,11,0,0,0,0,0,90:00,0,1,1,0,0,0,0,6,0,0,0,0,0,5,1,13,0,0,0,0,0,90:00,1,8,0,0,0,0,0,0,0,0,NA,NA
2021-04-13,Fairleigh Dickinson Knights,Bryant,Away,Win,1,2,NA,1,2,2,6,13,6,10,0,0,0,0,0,90:00,1,1,0,0,0,0,0,4,0,0,1,1,3,8,2,12,0,0,0,0,0,90:00,2,4,0,0,0,0,0,3,0,0,NA,NA
2021-02-07,FGCU Eagles,Utah Valley,Home,Win,0,1,1OT,1,1,1,3,10,5,16,0,1,0,0,0,93:56,0,9,1,0,0,0,0,2,0,0,0,0,0,13,9,11,0,0,0,0,0,93:56,1,4,0,0,0,0,0,4,0,0,NA,NA
2021-02-11,FGCU Eagles,Fla. Atlantic,Home,Draw,0,0,2OT,1,0,0,0,13,4,9,0,0,0,0,0,110:00,0,3,1,0,0,0,0,7,0,0,0,0,0,8,3,10,0,0,0,0,0,110:00,0,4,1,0,0,0,0,4,0,0,NA,NA
2021-02-17,FGCU Eagles,Miami (FL),Home,Draw,1,1,2OT,1,1,2,4,26,11,10,0,1,0,0,0,110:00,1,4,0,0,0,0,0,6,0,0,1,1,3,8,5,9,0,0,0,0,0,110:00,1,10,0,0,0,0,0,0,0,0,NA,NA
2021-02-21,FGCU Eagles,FIU,Home,Win,0,3,NA,1,3,3,9,18,9,3,0,0,0,0,0,90:00,0,1,1,0,0,0,0,5,0,0,0,0,0,5,1,9,0,0,0,0,0,90:00,3,6,0,0,0,0,0,2,0,0,NA,NA
2021-02-27,FGCU Eagles,North Florida,Home,Loss,4,1,NA,1,1,2,4,5,3,9,0,0,0,0,0,90:00,4,0,0,0,0,0,0,3,0,0,4,4,12,7,4,4,0,0,0,0,0,90:00,1,2,0,0,0,0,0,2,0,0,NA,NA
2021-03-06,FGCU Eagles,Jacksonville,Home,NA,0,4,NA,1,4,5,13,25,13,6,0,2,0,0,0,90:00,0,3,1,0,0,0,0,3,0,0,0,0,0,5,3,2,0,1,0,0,0,83:51,4,9,0,0,0,0,0,1,0,0,NA,NA
2021-03-13,FGCU Eagles,North Florida,Away,Loss,1,0,NA,1,0,0,0,5,4,11,0,2,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,1,0,2,9,4,7,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,1,1,NA,NA
