date,team,opponent,home_away,result,home_score,visitor_score,overtime,games,goals,assists,points,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,defensive_goals,defensive_assists,defensive_points,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,na.x,na.y
2020-09-18,Texas St. Bobcats,Central Ark.,Home,Loss,2,0,NA,1,0,0,0,9,4,6,0,0,0,0,0,90:00,2,5,0,0,0,0,0,1,0,0,2,4,8,15,7,7,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,NA,NA
2020-09-20,Texas St. Bobcats,Louisiana,Home,Win,2,3,NA,1,3,3,9,18,6,7,0,0,0,0,0,90:00,2,5,0,0,0,0,0,0,0,0,2,2,6,10,7,10,0,0,0,0,0,90:00,3,3,0,0,0,0,0,4,0,0,NA,NA
2020-09-25,Texas St. Bobcats,Little Rock,Away,Loss,2,0,NA,1,0,0,0,11,4,7,0,0,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,2,0,4,10,5,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,1,1,1,NA,NA
2020-09-27,Texas St. Bobcats,Arkansas St.,Away,Loss,2,0,NA,1,0,0,0,9,3,6,0,1,0,0,0,90:00,2,4,0,0,0,0,0,3,0,0,2,2,6,9,6,12,0,1,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,NA,NA
2020-10-02,Texas St. Bobcats,ULM,Away,Win,1,2,NA,1,2,2,6,8,4,14,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,0,2,10,4,11,0,0,0,0,0,90:00,2,2,0,0,0,0,0,8,0,0,NA,NA
2020-10-04,Texas St. Bobcats,Louisiana,Away,Loss,1,0,NA,1,0,0,0,9,3,8,0,2,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,1,1,3,17,8,12,0,0,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,NA,NA
2020-10-10,Texas St. Bobcats,Arkansas St.,Home,Loss,1,0,2OT,1,0,0,0,8,6,8,0,1,0,0,0,100:26,1,5,0,0,0,0,0,4,0,0,1,0,2,14,6,11,0,0,0,0,0,100:26,0,6,1,0,0,0,0,7,1,1,NA,NA
2020-10-18,Texas St. Bobcats,Little Rock,Home,Win,1,2,NA,1,2,1,5,18,10,4,0,0,0,0,0,90:00,1,1,0,0,0,0,0,2,1,1,1,2,4,12,2,9,0,0,0,0,0,90:00,2,8,0,0,0,0,0,2,0,0,NA,NA
2020-10-25,Texas St. Bobcats,ULM,Home,Win,1,3,NA,1,3,5,11,11,4,8,0,0,0,0,0,90:00,1,8,0,0,0,0,0,9,0,0,1,1,3,13,9,5,0,0,0,0,0,90:00,3,1,0,0,0,0,0,2,0,0,NA,NA
2020-11-02,Texas St. Bobcats,"Troy Foley, Ala.",Away,Loss,1,0,1OT,1,0,0,0,16,8,3,0,0,0,0,0,95:44,1,2,0,0,0,0,0,7,0,0,1,1,3,5,3,3,0,1,0,0,0,95:44,0,8,1,0,0,0,0,1,0,0,NA,NA
2021-02-28,Texas St. Bobcats,North Texas,Home,Loss,1,0,NA,1,0,0,0,2,0,7,0,0,0,0,0,90:00,1,5,0,0,0,0,0,0,0,0,1,1,3,22,6,9,0,0,0,0,0,90:00,0,0,1,0,0,0,0,8,0,0,NA,NA
2021-03-05,Texas St. Bobcats,Texas,Away,Loss,4,0,NA,1,0,0,0,2,1,9,0,0,0,0,0,90:00,4,7,0,0,0,0,0,2,0,0,4,4,12,25,11,4,0,0,0,0,0,90:00,0,1,1,0,0,0,0,8,1,1,NA,NA
2021-03-27,Texas St. Bobcats,Texas A&M,Away,Loss,3,0,NA,1,0,0,0,5,3,5,0,0,0,0,0,90:00,3,5,0,0,0,0,0,1,0,0,3,4,10,19,8,4,0,0,0,0,0,90:00,0,3,1,0,0,0,0,14,0,0,NA,NA
2020-09-18,Texas Tech Red Raiders,Baylor,Home,Draw,0,0,2OT,1,0,0,0,12,7,10,0,0,0,0,0,110:00,0,10,1,0,0,0,0,5,0,0,0,0,0,16,10,9,0,0,0,0,0,110:00,0,7,1,0,0,0,0,1,0,0,NA,NA
2020-09-25,Texas Tech Red Raiders,Kansas,Away,Loss,1,0,NA,1,0,0,0,9,4,7,0,0,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,1,0,2,7,4,10,0,1,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,NA,NA
2020-10-02,Texas Tech Red Raiders,Oklahoma,Away,Draw,2,2,2OT,1,2,1,5,18,10,11,0,1,0,0,0,110:00,2,3,0,0,0,0,0,7,1,1,2,0,4,16,5,16,0,3,0,0,0,110:00,2,8,0,0,0,0,0,5,1,1,NA,NA
2020-10-09,Texas Tech Red Raiders,West Virginia,Home,Loss,2,1,NA,1,1,1,3,2,2,7,0,1,0,0,0,90:00,2,6,0,0,0,0,0,3,0,0,2,3,7,15,8,2,0,2,0,0,0,90:00,1,1,0,0,0,0,0,10,0,1,NA,NA
2020-10-16,Texas Tech Red Raiders,TCU,Away,Loss,2,0,NA,1,0,0,0,8,3,10,1,1,0,0,0,90:00,2,1,0,0,0,0,0,3,0,0,2,3,7,13,3,9,0,0,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,NA,NA
2020-10-23,Texas Tech Red Raiders,Iowa St.,Home,Win,0,1,NA,1,1,0,2,12,9,9,0,0,0,0,0,90:00,0,0,1,0,0,0,0,7,0,0,0,0,0,4,0,16,0,0,0,0,0,90:00,1,8,0,0,0,0,0,2,0,0,NA,NA
2020-10-30,Texas Tech Red Raiders,Oklahoma St.,Away,Loss,2,1,1OT,1,1,0,2,6,2,7,0,2,0,0,0,99:06,2,10,0,0,0,0,0,0,0,0,2,2,6,28,12,8,0,0,0,0,0,99:06,1,1,0,0,0,0,0,19,0,0,NA,NA
2020-11-06,Texas Tech Red Raiders,Texas,Home,Win,0,1,NA,1,1,1,3,12,5,13,0,0,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,0,0,0,14,6,14,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,NA,NA
2020-11-13,Texas Tech Red Raiders,Kansas St.,Away,Loss,2,0,NA,1,0,0,0,28,9,8,1,2,0,0,0,90:00,2,3,0,0,0,0,0,11,0,0,2,2,6,13,5,10,0,1,0,0,0,90:00,0,9,1,0,0,0,0,2,0,0,NA,NA
2021-03-13,Texas Tech Red Raiders,"Alabama Bossier City, LA",Away,Win,0,1,NA,1,1,1,3,6,4,0,0,1,0,0,0,90:00,0,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,90:00,1,3,0,0,0,0,0,10,0,0,NA,NA
2021-03-20,Texas Tech Red Raiders,"LSU Baton Rouge, LA",Away,Loss,1,0,NA,1,0,0,0,12,4,10,0,0,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,1,0,2,10,4,14,0,0,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,NA,NA
2021-03-30,Texas Tech Red Raiders,West Tex. A&M,Home,Win,0,5,NA,1,5,3,13,19,7,11,0,1,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,0,0,0,8,3,7,0,1,0,0,0,90:00,5,2,0,0,0,0,0,4,0,0,NA,NA
2020-09-14,"The Citadel Bulldogs, Cadets",Ga. Southern,Away,Win,1,2,NA,1,2,1,5,18,9,6,0,1,0,0,0,90:00,1,2,0,0,0,0,0,6,0,0,1,0,2,6,3,11,1,2,0,0,0,90:00,2,7,0,0,0,0,0,1,0,0,NA,NA
2020-09-17,"The Citadel Bulldogs, Cadets",Mercer,Home,Draw,1,1,2OT,1,1,1,3,13,6,17,0,1,0,0,0,110:00,1,10,0,0,0,0,0,3,0,0,1,0,2,17,11,20,0,0,0,0,0,110:00,1,5,0,0,0,0,0,6,0,0,NA,NA
2020-09-24,"The Citadel Bulldogs, Cadets",Pittsburgh,Home,Loss,2,1,1OT,1,1,0,2,6,2,17,0,1,0,0,0,93:00,2,5,0,0,0,0,0,1,0,0,2,2,6,15,7,8,0,0,0,0,0,93:00,1,1,0,0,0,0,0,8,1,1,NA,NA
2020-09-27,"The Citadel Bulldogs, Cadets",Pittsburgh,Home,Loss,1,0,NA,1,0,0,0,3,0,15,0,2,0,0,0,90:00,1,1,0,0,0,0,0,2,0,0,1,1,3,12,2,10,0,0,0,0,0,90:00,0,0,1,0,0,0,0,11,0,0,NA,NA
2020-10-01,"The Citadel Bulldogs, Cadets","App State Greer, SC",Away,Draw,0,0,2OT,1,0,0,0,7,2,9,0,4,0,0,0,110:00,0,4,1,0,0,0,0,3,0,0,0,0,0,5,4,9,0,2,0,0,0,110:00,0,2,1,0,0,0,0,3,0,0,NA,NA
2020-10-03,"The Citadel Bulldogs, Cadets",Belmont Abbey,Away,Win,0,1,NA,1,1,0,2,22,7,6,0,1,0,0,0,90:00,0,3,1,0,0,0,0,12,1,1,0,0,0,6,3,11,0,0,0,0,0,90:00,1,6,0,0,0,0,0,3,0,0,NA,NA
2020-10-09,"The Citadel Bulldogs, Cadets",Mercer,Away,Win,2,3,NA,1,3,3,9,13,10,10,0,1,0,0,0,90:00,2,5,0,0,0,0,0,6,1,1,2,1,5,13,7,9,0,0,0,0,0,90:00,3,7,0,0,0,0,0,7,1,1,NA,NA
2020-10-16,"The Citadel Bulldogs, Cadets",Ga. Southern,Home,Win,0,3,NA,1,3,2,8,11,6,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,5,1,1,0,0,0,9,4,4,0,0,0,0,0,90:00,3,3,0,0,0,0,0,5,0,0,NA,NA
2021-02-14,"The Citadel Bulldogs, Cadets",Anderson (SC),Away,Win,1,4,NA,1,4,4,12,12,11,5,0,0,0,0,0,90:00,1,3,0,0,0,0,0,1,0,0,1,1,3,6,4,4,0,0,0,0,0,90:00,4,7,0,0,0,0,0,2,0,0,NA,NA
2021-02-19,"The Citadel Bulldogs, Cadets",Jacksonville,Home,Win,0,1,NA,1,1,1,3,11,6,7,0,1,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,0,0,0,2,1,12,0,2,0,0,0,90:00,1,5,0,0,0,0,0,2,0,0,NA,NA
2021-02-23,"The Citadel Bulldogs, Cadets",North Florida,Home,Loss,2,1,NA,1,1,0,2,14,5,8,0,2,0,0,0,90:00,2,3,0,0,0,0,0,5,0,0,2,3,7,12,5,11,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,NA,NA
2021-03-05,"The Citadel Bulldogs, Cadets",Wofford,Away,Loss,2,0,NA,1,0,0,0,4,2,9,0,0,0,0,0,90:00,2,4,0,0,0,0,0,5,0,0,2,2,6,10,6,7,0,0,0,0,0,90:00,0,2,1,1,0,0,0,3,0,0,NA,NA
2021-03-07,"The Citadel Bulldogs, Cadets",Furman,Away,Loss,1,0,NA,1,0,0,0,6,2,13,0,1,0,0,0,90:00,1,6,0,0,0,0,0,2,0,0,1,0,2,16,7,8,0,1,0,0,0,90:00,0,2,1,1,0,0,0,4,0,1,NA,NA
2021-03-12,"The Citadel Bulldogs, Cadets",Mercer,Home,Loss,2,1,1OT,1,1,0,2,15,5,13,0,2,0,0,0,91:43,2,7,0,0,0,0,0,6,0,0,2,2,6,14,9,12,0,1,0,0,0,91:43,1,4,0,0,0,0,0,8,1,1,NA,NA
2021-03-19,"The Citadel Bulldogs, Cadets",VMI,Home,Win,0,3,NA,1,3,2,8,11,4,12,0,0,0,0,0,90:00,0,1,1,0,0,0,0,11,0,0,0,0,0,5,1,17,0,2,0,0,0,90:00,3,1,0,0,0,0,0,5,0,0,NA,NA
2021-03-21,"The Citadel Bulldogs, Cadets",UNC Greensboro,Home,Loss,3,1,NA,1,1,1,3,13,3,4,0,1,0,0,0,90:00,3,6,0,0,0,0,0,4,0,0,3,2,8,12,9,7,0,2,0,0,0,90:00,1,2,0,0,0,0,0,3,1,1,NA,NA
2021-03-26,"The Citadel Bulldogs, Cadets",Chattanooga,Away,Loss,1,0,NA,1,0,0,0,3,1,8,0,0,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,1,1,3,16,6,16,0,2,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,NA,NA
2021-03-28,"The Citadel Bulldogs, Cadets",Samford,Away,Loss,3,0,NA,1,0,0,0,12,2,4,0,0,0,0,0,90:00,3,8,0,0,0,0,0,7,0,0,3,4,10,24,11,10,0,1,0,0,0,90:00,0,2,1,0,0,0,0,11,0,0,NA,NA
2021-04-03,"The Citadel Bulldogs, Cadets",Western Caro.,Home,Draw,1,1,2OT,1,1,2,4,9,5,13,0,1,0,0,0,110:00,1,3,0,0,0,0,0,4,0,1,1,0,2,10,4,19,0,0,0,0,0,110:00,1,4,0,0,0,0,0,2,1,1,NA,NA
2021-03-04,Toledo Rockets,Ball St.,Away,Loss,2,0,NA,1,0,0,0,5,1,9,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,2,1,5,8,5,9,0,0,0,0,0,90:00,0,1,1,0,0,0,0,9,0,0,NA,NA
2021-03-07,Toledo Rockets,NIU,Home,NA,2,1,NA,1,1,1,3,16,10,9,0,1,0,0,0,93:09,2,4,0,0,0,0,0,4,0,0,2,2,6,12,6,11,0,0,0,0,0,48:09,1,9,0,0,0,0,0,2,0,0,NA,NA
2021-03-12,Toledo Rockets,Central Mich.,Home,Loss,2,1,NA,1,1,1,3,7,4,9,0,3,0,0,0,90:00,2,7,0,0,0,0,0,2,0,0,2,0,4,16,9,7,0,0,0,0,0,90:00,1,3,0,0,0,0,0,10,0,0,NA,NA
2021-03-18,Toledo Rockets,Eastern Mich.,Away,Loss,3,2,NA,1,2,1,5,16,5,11,0,0,0,0,0,90:00,3,2,0,0,0,0,0,2,1,1,3,2,8,9,5,7,0,0,0,0,0,90:00,2,3,0,0,0,0,0,1,0,0,NA,NA
2021-03-21,Toledo Rockets,Western Mich.,Away,Draw,1,1,2OT,1,1,1,3,12,5,12,0,0,0,0,0,110:00,1,5,0,0,0,0,0,5,0,0,1,1,3,20,6,10,0,0,0,0,0,110:00,1,4,0,0,0,0,0,6,0,0,NA,NA
2021-03-28,Toledo Rockets,NIU,Away,Win,0,2,NA,1,2,2,6,10,4,7,0,0,0,0,0,90:00,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,6,0,1,0,0,0,90:00,2,2,0,0,0,0,0,2,0,0,NA,NA
2021-04-11,Toledo Rockets,Western Mich.,Home,Loss,2,1,NA,1,1,0,2,10,6,14,0,2,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,2,1,5,13,5,10,0,1,0,0,0,90:00,1,5,0,0,0,0,0,1,0,0,NA,NA
2021-02-28,Towson Tigers,UMBC,Away,Draw,0,0,2OT,1,0,0,0,11,5,6,1,2,0,0,0,110:00,0,8,1,0,0,0,0,3,0,1,0,0,0,12,8,8,0,1,0,0,0,110:00,0,5,1,0,0,0,0,2,0,0,NA,NA
2021-03-05,Towson Tigers,Saint Joseph's,Away,Draw,1,1,2OT,1,1,0,2,11,6,7,0,0,0,0,0,110:00,1,5,0,0,0,0,0,3,0,0,1,2,4,16,6,7,0,0,0,0,0,110:00,1,5,0,0,0,0,0,4,0,0,NA,NA
2021-03-11,Towson Tigers,George Washington,Home,Loss,2,1,NA,1,1,0,2,20,10,16,0,1,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,2,0,4,11,5,16,0,0,0,0,0,90:00,1,9,0,0,0,0,0,2,0,0,NA,NA
2021-03-14,Towson Tigers,James Madison,Home,Win,0,2,NA,1,2,3,7,14,9,3,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,0,0,0,8,2,7,0,0,0,0,0,90:00,2,7,0,0,0,0,0,4,0,0,NA,NA
2021-03-21,Towson Tigers,Drexel,Away,Loss,1,0,2OT,1,0,0,0,20,9,8,0,0,0,0,0,105:54,1,5,0,0,0,0,0,9,0,1,1,1,3,15,6,14,0,0,0,0,0,105:54,0,9,1,1,0,0,0,6,0,0,NA,NA
2021-03-27,Towson Tigers,Northeastern,Home,Loss,1,0,1OT,1,0,0,0,13,4,10,0,1,0,0,0,99:05,1,4,0,0,0,0,0,3,0,0,1,1,3,11,5,13,0,1,0,0,0,99:05,0,4,1,0,0,0,0,1,0,0,NA,NA
2021-04-04,Towson Tigers,Delaware,Home,Win,0,1,NA,1,1,0,2,20,10,10,0,0,0,0,0,90:00,0,3,1,0,0,0,0,5,0,0,0,0,0,8,3,9,0,0,0,0,0,90:00,1,9,0,0,0,0,0,5,0,0,NA,NA
2021-04-10,Towson Tigers,Hofstra,Away,Loss,7,2,NA,1,2,1,5,7,2,8,0,0,0,0,0,90:00,7,1,0,0,0,0,0,1,0,0,7,9,23,19,8,13,0,0,0,0,0,90:00,2,1,0,0,0,0,0,13,1,1,NA,NA
2020-09-20,Troy Trojans,South Alabama,Away,Loss,2,1,2OT,1,1,1,3,6,4,19,0,1,0,0,0,106:30,2,6,0,0,0,0,0,1,0,0,2,2,6,17,8,8,0,2,0,0,0,106:30,1,3,0,0,0,0,0,7,1,1,NA,NA
2020-09-25,Troy Trojans,App State,Away,Loss,1,0,NA,1,0,0,0,7,2,13,0,2,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,1,0,2,10,4,10,0,1,0,0,0,90:00,0,2,1,0,0,0,0,11,0,0,NA,NA
2020-09-27,Troy Trojans,Coastal Carolina,Away,Loss,2,0,NA,1,0,0,0,9,2,13,0,0,0,0,0,90:00,2,4,0,0,0,0,0,4,0,0,2,1,5,11,6,12,0,0,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,NA,NA
2020-10-02,Troy Trojans,Georgia St.,Home,Draw,1,1,2OT,1,1,1,3,6,4,15,0,2,0,0,0,110:00,1,10,0,0,0,0,0,3,0,0,1,1,3,13,11,8,0,1,0,0,0,110:00,1,3,0,0,0,0,0,7,0,0,NA,NA
2020-10-04,Troy Trojans,Ga. Southern,Home,Loss,2,1,NA,1,1,0,2,9,5,7,0,0,0,0,0,90:00,2,7,0,0,0,0,0,11,0,0,2,1,5,13,9,14,0,2,0,0,0,90:00,1,4,0,0,0,0,0,2,0,0,NA,NA
2020-10-11,Troy Trojans,South Alabama,Home,Loss,3,2,NA,1,2,1,5,8,7,7,0,1,0,0,0,90:00,3,6,0,0,0,0,0,1,0,0,3,3,9,13,9,5,0,0,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,NA,NA
2020-10-16,Troy Trojans,App State,Home,Loss,1,0,NA,1,0,0,0,14,2,9,0,2,0,0,0,90:00,1,1,0,0,0,0,0,8,0,0,1,0,2,2,2,9,0,1,0,0,0,90:00,0,2,1,0,0,0,0,4,0,0,NA,NA
2020-10-18,Troy Trojans,Coastal Carolina,Home,Win,0,1,NA,1,1,1,3,11,7,7,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,0,0,0,7,2,11,0,0,0,0,0,90:00,1,6,0,0,0,0,0,4,0,0,NA,NA
2020-10-23,Troy Trojans,Georgia St.,Away,Loss,1,0,NA,1,0,0,0,3,1,17,0,1,0,0,0,90:00,1,9,0,0,0,0,0,4,0,0,1,1,3,23,10,4,0,0,0,0,0,90:00,0,1,1,0,0,0,0,6,0,0,NA,NA
2020-10-25,Troy Trojans,Ga. Southern,Away,Loss,3,1,NA,1,1,1,3,1,1,9,0,1,0,0,0,90:00,3,4,0,0,0,0,0,4,0,0,3,2,8,9,7,5,1,2,0,0,0,90:00,1,0,0,0,0,0,0,2,0,0,NA,NA
2020-11-02,Troy Trojans,"Texas St. Foley, Ala.",Away,Win,0,1,1OT,1,1,1,3,5,3,3,0,1,0,0,0,95:44,0,8,1,0,0,0,0,1,0,0,0,0,0,16,8,3,0,0,0,0,0,95:44,1,2,0,0,0,0,0,7,0,0,NA,NA
2020-11-04,Troy Trojans,"Georgia St. Foley, Ala.",Away,Loss,6,1,NA,1,1,1,3,12,3,6,0,3,0,0,0,90:00,6,11,0,0,0,0,0,3,0,0,6,3,15,27,17,8,0,2,0,0,0,90:00,1,2,0,0,0,0,0,7,0,0,NA,NA
2021-02-17,Troy Trojans,Alabama St.,Away,Win,1,3,NA,1,3,2,8,12,7,4,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,1,1,3,6,3,4,0,1,0,0,0,90:00,3,4,0,0,0,0,0,5,0,0,NA,NA
2021-02-28,Troy Trojans,Mercer,Away,Win,0,1,1OT,1,1,1,3,8,4,13,0,0,0,0,0,95:41,0,6,1,0,0,0,0,1,0,0,0,0,0,21,6,8,0,1,0,0,0,95:41,1,3,0,0,0,0,0,8,0,1,NA,NA
2021-03-20,Troy Trojans,Mississippi St.,Away,Loss,2,0,NA,1,0,0,0,5,1,2,0,0,0,0,0,90:00,2,8,0,0,0,0,0,1,0,0,2,3,7,21,10,9,0,1,0,0,0,90:00,0,1,1,0,0,0,0,10,0,0,NA,NA
2021-02-23,Tulsa Golden Hurricane,Memphis,Away,Loss,2,0,NA,1,0,0,0,3,2,8,0,0,0,0,0,90:00,2,7,0,0,0,0,0,4,0,0,2,1,5,25,9,16,0,0,0,0,0,90:00,0,2,1,0,0,0,0,13,0,0,NA,NA
2021-02-28,Tulsa Golden Hurricane,UCF,Home,Win,2,3,NA,1,3,4,10,8,4,14,0,0,0,0,0,90:00,2,5,0,0,0,0,0,5,0,0,2,2,6,23,7,15,0,3,0,0,0,90:00,3,1,0,0,0,0,0,12,0,0,NA,NA
2021-03-07,Tulsa Golden Hurricane,Cincinnati,Home,Loss,3,0,NA,1,0,0,0,3,2,12,0,0,0,0,0,90:00,3,6,0,0,0,0,0,1,0,0,3,3,9,16,9,13,0,0,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,NA,NA
2021-03-13,Tulsa Golden Hurricane,South Fla.,Away,Loss,3,0,NA,1,0,0,0,3,2,13,0,1,0,0,0,90:00,3,10,0,0,0,0,0,2,0,0,3,5,11,22,13,4,0,1,0,0,0,90:00,0,2,1,0,0,0,0,12,0,0,NA,NA
2021-03-21,Tulsa Golden Hurricane,Houston,Away,Loss,4,1,NA,1,1,0,2,6,5,6,0,0,0,0,0,90:00,4,8,0,0,0,0,0,3,0,0,4,3,11,13,12,8,0,2,0,0,0,90:00,1,4,0,0,0,0,0,9,0,0,NA,NA
2021-03-28,Tulsa Golden Hurricane,Temple,Home,Loss,2,0,NA,1,0,0,0,14,4,8,0,4,0,0,0,90:00,2,1,0,0,0,0,0,7,0,0,2,2,6,5,3,17,0,3,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,NA,NA
2021-04-03,Tulsa Golden Hurricane,East Carolina,Away,Loss,4,0,NA,1,0,0,0,9,6,9,0,2,0,0,0,90:00,4,7,0,0,0,0,0,3,0,1,4,5,13,20,11,17,0,2,0,0,0,90:00,0,6,1,0,0,0,0,10,0,0,NA,NA
2021-04-11,Tulsa Golden Hurricane,Ark.-Pine Bluff,Home,Win,0,7,NA,1,7,7,21,29,14,7,0,1,0,0,0,90:00,0,1,1,1,0,0,0,8,0,0,0,0,0,5,1,4,0,0,0,0,0,90:00,7,7,0,0,0,0,0,2,0,0,NA,NA
2020-10-17,UAB Blazers,Mercer,Away,Win,1,2,NA,1,2,3,7,12,7,13,0,2,0,0,0,90:00,1,6,0,0,0,0,0,4,0,0,1,2,4,17,7,5,0,1,0,0,0,90:00,2,5,0,0,0,0,0,6,0,0,NA,NA
2020-10-28,UAB Blazers,Georgia St.,Away,Loss,2,0,NA,1,0,0,0,11,7,11,0,0,0,0,0,90:00,2,7,0,0,0,0,0,1,0,0,2,1,5,16,9,4,0,2,0,0,0,90:00,0,7,1,0,0,0,0,6,1,1,NA,NA
2021-02-04,UAB Blazers,Memphis,Away,Loss,3,0,NA,1,0,0,0,3,1,11,0,0,0,0,0,90:00,3,5,0,0,0,0,0,3,0,0,3,1,7,11,8,15,0,0,0,0,0,90:00,0,1,1,0,0,0,0,1,0,0,NA,NA
2021-02-07,UAB Blazers,Mercer,Home,Win,1,2,NA,1,2,0,4,16,9,13,0,0,0,0,0,90:00,1,2,0,0,0,0,0,5,0,0,1,1,3,6,3,10,0,0,0,0,0,90:00,2,7,0,0,0,0,0,3,0,0,NA,NA
2021-02-14,UAB Blazers,North Ala.,Home,Win,0,5,NA,1,5,4,14,22,14,8,0,0,0,0,0,90:00,0,3,1,0,0,0,0,7,0,0,0,0,0,6,3,3,0,0,0,0,0,90:00,5,9,0,0,0,0,0,1,0,0,NA,NA
2021-02-18,UAB Blazers,Samford,Away,Draw,1,1,2OT,1,1,1,3,15,4,13,0,1,0,0,0,110:00,1,5,0,0,0,0,0,6,0,0,1,1,3,18,6,12,0,1,0,0,0,110:00,1,3,0,0,0,0,0,8,0,0,NA,NA
2021-02-21,UAB Blazers,Alabama St.,Away,Win,1,8,NA,1,8,3,19,25,18,0,0,0,0,0,0,90:00,1,1,0,0,0,0,0,8,0,0,1,0,2,2,2,4,0,0,0,0,0,90:00,8,10,0,0,0,0,0,0,0,0,NA,NA
2021-02-26,UAB Blazers,Southern Miss.,Home,Win,1,2,NA,1,2,2,6,18,9,8,0,1,0,0,0,90:00,1,6,0,0,0,0,0,9,0,0,1,0,2,12,7,9,0,0,0,0,0,90:00,2,7,0,0,0,0,0,1,1,1,NA,NA
2021-03-07,UAB Blazers,Columbus St.,Home,Win,0,6,NA,1,6,7,19,16,9,9,0,0,0,0,0,90:00,0,3,1,0,0,0,0,5,1,1,0,0,0,8,3,11,0,0,0,0,0,90:00,6,3,0,0,0,0,0,6,0,0,NA,NA
2021-03-14,UAB Blazers,UTEP,Away,Loss,2,1,NA,1,1,0,2,8,5,8,0,1,0,0,0,90:00,2,5,0,0,0,0,0,3,0,0,2,2,6,13,7,8,0,1,0,0,0,90:00,1,5,0,0,0,0,0,6,1,1,NA,NA
2021-03-21,UAB Blazers,UTSA,Home,Win,1,2,NA,1,2,1,5,9,2,7,0,1,0,0,0,90:00,1,3,0,0,0,0,0,6,1,1,1,1,3,12,4,6,0,1,0,0,0,90:00,2,0,0,0,0,0,0,6,0,0,NA,NA
2021-03-26,UAB Blazers,North Texas,Away,Loss,3,1,NA,1,1,0,2,13,8,9,0,0,0,0,0,90:00,3,7,0,0,0,0,0,4,1,1,3,3,9,19,10,7,0,1,0,0,0,90:00,1,7,0,0,0,0,0,5,0,0,NA,NA
2021-04-02,UAB Blazers,Rice,Home,Loss,1,0,1OT,1,0,0,0,13,6,9,0,0,0,0,0,96:55,1,2,0,0,0,0,0,7,0,0,1,2,4,10,3,7,0,1,0,0,0,96:55,0,6,1,0,0,0,0,10,0,0,NA,NA
2021-04-10,UAB Blazers,Louisiana Tech,Away,Win,1,3,NA,1,3,1,7,16,9,7,0,1,0,0,0,90:00,1,1,0,0,0,0,0,5,1,1,1,2,4,9,2,11,0,2,0,0,0,90:00,3,6,0,0,0,0,0,7,0,0,NA,NA
2021-04-13,UAB Blazers,"Western Ky. Houston, Texas",Away,Loss,1,0,NA,1,0,0,0,9,5,8,0,2,0,0,0,90:00,1,3,0,0,0,0,0,6,0,1,1,0,2,8,4,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,2,0,0,NA,NA
2021-02-21,UAlbany Great Danes,St. John's (NY),Away,Loss,6,1,NA,1,1,1,3,8,3,9,0,0,0,0,0,90:00,6,2,0,0,0,0,0,3,0,0,6,6,18,11,8,20,0,2,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,NA,NA
