season,team,team_id,full_name,roster_name,first_name,last_name,yr,pos,number,gp,gs,goals,assists,points,shots,ground_balls,turnovers,ct,freepos_shots,freepos_goals,rc,yc,draw_controls,fouls
2026,Longwood Lancers,363,Ella Post,Ella Post,Ella,Post,So,D,16.0,5.0,0.0,1.0,,1.0,1.0,,1.0,,,,,,,
2026,Longwood Lancers,363,Jordan Fitzgerald,Jordan Fitzgerald,Jordan,Fitzgerald,Jr,M,15.0,10.0,10.0,8.0,3.0,11.0,28.0,11.0,30.0,9.0,7.0,4.0,,1.0,31.0,4.0
2026,Longwood Lancers,363,Alexandra Burst,Alexandra Burst,Alexandra,Burst,Sr,M,8.0,10.0,10.0,1.0,,1.0,1.0,15.0,5.0,10.0,,,,,2.0,6.0
2026,Longwood Lancers,363,Isabella McCullough,Isabella McCullough,Isabella,McCullough,Sr,GK,35.0,10.0,10.0,,,0.0,,15.0,10.0,1.0,,,,,,
2026,Longwood Lancers,363,Claudia Painter,Claudia Painter,Claudia,Painter,Jr,ATT,44.0,5.0,0.0,,,0.0,1.0,2.0,4.0,2.0,1.0,,1.0,,,1.0
2026,Longwood Lancers,363,Siena Lail,Siena Lail,Siena,Lail,Fr,D,24.0,6.0,2.0,,,0.0,,3.0,3.0,2.0,,,,,,
2026,Longwood Lancers,363,Ava Bower,Ava Bower,Ava,Bower,Fr,M,4.0,9.0,0.0,4.0,,4.0,11.0,,4.0,1.0,3.0,2.0,,,3.0,1.0
2026,Longwood Lancers,363,Peyton Daley,Peyton Daley,Peyton,Daley,Fr,D,50.0,10.0,5.0,,,0.0,,20.0,5.0,21.0,,,,2.0,1.0,14.0
2026,Longwood Lancers,363,Gabrielle Jondle,Gabrielle Jondle,Gabrielle,Jondle,Fr,D,2.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Longwood Lancers,363,Chloe Holt,Chloe Holt,Chloe,Holt,Fr,M,22.0,4.0,0.0,,1.0,1.0,,,1.0,,,,,,2.0,
2026,Longwood Lancers,363,Saaya Bhandari,Saaya Bhandari,Saaya,Bhandari,Fr,ATT,25.0,3.0,0.0,,,0.0,,1.0,1.0,,,,,,,
2026,Longwood Lancers,363,Averill Zimmer,Averill Zimmer,Averill,Zimmer,Fr,D,26.0,5.0,0.0,,,0.0,,2.0,2.0,3.0,,,,1.0,,2.0
2026,Longwood Lancers,363,Sienna Huffman,Sienna Huffman,Sienna,Huffman,Fr,M,27.0,10.0,4.0,,,0.0,,13.0,4.0,7.0,,,,,5.0,
2026,Longwood Lancers,363,Leah Stever,Leah Stever,Leah,Stever,Fr,M,1.0,8.0,1.0,,,0.0,,2.0,2.0,5.0,,,,,3.0,4.0
2026,Louisville Cardinals,367,Reese Whiteman,Reese Whiteman,Reese,Whiteman,Jr,ATT,55.0,13.0,12.0,29.0,7.0,36.0,72.0,8.0,22.0,9.0,11.0,6.0,,,,2.0
2026,Louisville Cardinals,367,Haley Richards,Haley Richards,Haley,Richards,So,GK,25.0,13.0,13.0,,,0.0,,27.0,7.0,5.0,,,,,,
2026,Louisville Cardinals,367,Olivia Scroggie,Olivia Scroggie,Olivia,Scroggie,So,D,20.0,13.0,13.0,,,0.0,1.0,3.0,14.0,3.0,1.0,,,3.0,92.0,7.0
2026,Louisville Cardinals,367,Abbie Dunlap,Abbie Dunlap,Abbie,Dunlap,So,M,9.0,13.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,3.0,1.0,,1.0,1.0,4.0
2026,Louisville Cardinals,367,Abigail Cole,Abigail Cole,Abigail,Cole,Jr,M,19.0,13.0,0.0,5.0,,5.0,14.0,2.0,11.0,2.0,1.0,,,,2.0,2.0
2026,Louisville Cardinals,367,Erin Nicholson,Erin Nicholson,Erin,Nicholson,Sr,M,32.0,13.0,13.0,12.0,2.0,14.0,33.0,19.0,12.0,4.0,5.0,2.0,,3.0,3.0,8.0
2026,Louisville Cardinals,367,Karli Kirchenheiter,Karli Kirchenheiter,Karli,Kirchenheiter,Jr,D,28.0,13.0,13.0,,,0.0,,9.0,3.0,10.0,,,,3.0,,6.0
2026,Louisville Cardinals,367,Rian Adkins,Rian Adkins,Rian,Adkins,Sr,M,0.0,13.0,13.0,11.0,7.0,18.0,27.0,15.0,17.0,6.0,10.0,3.0,,1.0,13.0,2.0
2026,Louisville Cardinals,367,Rosie Cobler,Rosie Cobler,Rosie,Cobler,So,M,3.0,5.0,0.0,,,0.0,,2.0,1.0,,,,,,,2.0
2026,Louisville Cardinals,367,Ella Berg,Ella Berg,Ella,Berg,So,ATT,1.0,13.0,13.0,29.0,6.0,35.0,65.0,18.0,24.0,11.0,9.0,4.0,,6.0,38.0,
2026,Louisville Cardinals,367,Catherine Kangas,Catherine Kangas,Catherine,Kangas,Jr,D,2.0,13.0,13.0,,,0.0,2.0,26.0,10.0,18.0,,,,,5.0,14.0
2026,Louisville Cardinals,367,Charlotte Jackson,Charlotte Jackson,Charlotte,Jackson,So,ATT,8.0,13.0,1.0,18.0,11.0,29.0,56.0,2.0,19.0,1.0,14.0,5.0,,,,
2026,Louisville Cardinals,367,Morgan Vasseur,Morgan Vasseur,Morgan,Vasseur,Jr,D,12.0,13.0,9.0,,,0.0,,7.0,3.0,2.0,,,,,,11.0
2026,Louisville Cardinals,367,Maggie McMahon,Maggie McMahon,Maggie,McMahon,Sr,ATT,23.0,13.0,1.0,15.0,8.0,23.0,38.0,4.0,15.0,3.0,13.0,5.0,,7.0,3.0,1.0
2026,Louisville Cardinals,367,Issy Leech,Issy Leech,Issy,Leech,So,ATT,18.0,3.0,0.0,,,0.0,2.0,,,1.0,1.0,,,,,
2026,Louisville Cardinals,367,Cece Reilly,Cece Reilly,Cece,Reilly,Sr,ATT,13.0,10.0,0.0,1.0,,1.0,1.0,,1.0,,,,,,,
2026,Louisville Cardinals,367,Riley Engelberg,Riley Engelberg,Riley,Engelberg,So,D,39.0,12.0,4.0,,,0.0,,9.0,,4.0,,,,1.0,,2.0
2026,Louisville Cardinals,367,Sophie Macleod,Sophie Macleod,Sophie,Macleod,Sr,ATT,16.0,3.0,0.0,1.0,,1.0,1.0,,1.0,,,,,,,
2026,Louisville Cardinals,367,Reese Ryland,Reese Ryland,Reese,Ryland,Jr,ATT,26.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Louisville Cardinals,367,Ella Terrell,Ella Terrell,Ella,Terrell,So,M,4.0,3.0,0.0,,,0.0,,,,,,,,,,
2026,Louisville Cardinals,367,Allison Finley,Allison Finley,Allison,Finley,Fr,M,5.0,5.0,0.0,,,0.0,1.0,3.0,1.0,2.0,,,,1.0,,2.0
2026,Louisville Cardinals,367,Grayce Kitchen,Grayce Kitchen,Grayce,Kitchen,Fr,ATT,22.0,13.0,12.0,10.0,9.0,19.0,17.0,3.0,19.0,,2.0,1.0,,3.0,,1.0
2026,Louisville Cardinals,367,Bella Pedone,Bella Pedone,Bella,Pedone,Fr,M,10.0,12.0,12.0,,,0.0,,10.0,4.0,3.0,,,,,1.0,1.0
2026,Louisville Cardinals,367,Annika Tanner,Annika Tanner,Annika,Tanner,Fr,M,14.0,5.0,0.0,,,0.0,,2.0,2.0,1.0,,,,,1.0,
2026,Louisville Cardinals,367,Campbell Murray,Campbell Murray,Campbell,Murray,So,GK,33.0,1.0,0.0,,,0.0,,1.0,1.0,,,,,,,
2026,Louisville Cardinals,367,Mia Lusardi,Mia Lusardi,Mia,Lusardi,Fr,M,7.0,10.0,0.0,2.0,1.0,3.0,8.0,2.0,3.0,1.0,3.0,1.0,,1.0,3.0,1.0
2026,Louisville Cardinals,367,Makayla Mitchell,Makayla Mitchell,Makayla,Mitchell,Fr,ATT,42.0,4.0,0.0,,,0.0,1.0,,,,,,,,,
2026,Louisville Cardinals,367,Delaney Stafford,Delaney Stafford,Delaney,Stafford,Fr,D,27.0,5.0,0.0,,,0.0,,,,,,,,,,
2026,Louisville Cardinals,367,Avery Johnston,Avery Johnston,Avery,Johnston,Fr,M,66.0,13.0,13.0,,1.0,1.0,1.0,32.0,14.0,17.0,,,,,2.0,10.0
2026,Louisville Cardinals,367,Elizabeth Shean,Elizabeth Shean,Elizabeth,Shean,So,ATT,21.0,10.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,1.0
2026,Loyola Maryland Greyhounds,369,Lauren Lam,Lauren Lam,Lauren,Lam,Jr,ATT,8.0,3.0,0.0,1.0,,1.0,3.0,,1.0,,2.0,1.0,,,,
2026,Loyola Maryland Greyhounds,369,Delaney Jackson,Delaney Jackson,Delaney,Jackson,Jr,M,27.0,14.0,0.0,11.0,3.0,14.0,19.0,8.0,4.0,2.0,4.0,3.0,,1.0,,
2026,Loyola Maryland Greyhounds,369,Mechi ONeil,Mechi ONeil,Mechi,ONeil,So,M,6.0,5.0,0.0,,,0.0,,,1.0,,,,,,,1.0
2026,Loyola Maryland Greyhounds,369,Emily Scorcia,Emily Scorcia,Emily,Scorcia,Sr,D,44.0,14.0,14.0,,,0.0,,10.0,7.0,16.0,,,,4.0,2.0,17.0
2026,Loyola Maryland Greyhounds,369,Avery Ruhnke,Avery Ruhnke,Avery,Ruhnke,Jr,M,7.0,12.0,0.0,1.0,2.0,3.0,5.0,2.0,2.0,1.0,,,,1.0,1.0,3.0
2026,Loyola Maryland Greyhounds,369,Brianna Wendling,Brianna Wendling,Brianna,Wendling,Jr,D,15.0,13.0,1.0,,,0.0,,2.0,,3.0,,,,,,3.0
2026,Loyola Maryland Greyhounds,369,Elisa Faklaris,Elisa Faklaris,Elisa,Faklaris,Sr,M,24.0,14.0,14.0,33.0,4.0,37.0,59.0,8.0,13.0,4.0,6.0,3.0,,,1.0,3.0
2026,Loyola Maryland Greyhounds,369,Morgan Quade,Morgan Quade,Morgan,Quade,So,ATT,4.0,14.0,14.0,20.0,27.0,47.0,36.0,16.0,20.0,4.0,11.0,8.0,,,,1.0
2026,Loyola Maryland Greyhounds,369,Olivia Blanding,Olivia Blanding,Olivia,Blanding,Jr,ATT,17.0,11.0,0.0,2.0,5.0,7.0,7.0,1.0,7.0,,1.0,,,,,
2026,Loyola Maryland Greyhounds,369,Mary Cate Rehkemper,Mary Cate Rehkemper,Mary Cate,Rehkemper,So,M,18.0,3.0,0.0,,,0.0,,,,,,,,,1.0,
2026,Loyola Maryland Greyhounds,369,Mim Suares-Jury,Mim Suares-Jury,Mim,Suares-Jury,So,M,21.0,14.0,14.0,27.0,14.0,41.0,78.0,21.0,33.0,10.0,16.0,5.0,,1.0,41.0,13.0
2026,Loyola Maryland Greyhounds,369,Ava Kane,Ava Kane,Ava,Kane,Sr,ATT,1.0,14.0,9.0,17.0,4.0,21.0,40.0,3.0,16.0,3.0,8.0,3.0,,4.0,,1.0
2026,Loyola Maryland Greyhounds,369,Kennedy Buntrock,Kennedy Buntrock,Kennedy,Buntrock,Jr,GK,36.0,9.0,7.0,,,0.0,,13.0,2.0,2.0,,,,,,
2026,Loyola Maryland Greyhounds,369,Emma Talago,Emma Talago,Emma,Talago,Sr,ATT,29.0,14.0,14.0,21.0,10.0,31.0,64.0,7.0,12.0,2.0,18.0,7.0,,,,1.0
2026,Loyola Maryland Greyhounds,369,Lauren Perfetto,Lauren Perfetto,Lauren,Perfetto,So,M,19.0,14.0,0.0,16.0,23.0,39.0,36.0,5.0,17.0,2.0,10.0,5.0,,1.0,,1.0
2026,Loyola Maryland Greyhounds,369,Emma McLean,Emma McLean,Emma,McLean,So,M,14.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Loyola Maryland Greyhounds,369,Reilly Mahon,Reilly Mahon,Reilly,Mahon,Jr,D,32.0,14.0,14.0,,,0.0,,18.0,3.0,7.0,,,,,,9.0
2026,Loyola Maryland Greyhounds,369,Cydney Lisk,Cydney Lisk,Cydney,Lisk,Sr,D,30.0,14.0,14.0,,,0.0,,12.0,1.0,7.0,,,,1.0,1.0,3.0
2026,Loyola Maryland Greyhounds,369,Brigid Vaikness,Brigid Vaikness,Brigid,Vaikness,Jr,M,12.0,2.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Loyola Maryland Greyhounds,369,Caroline Gerosa,Caroline Gerosa,Caroline,Gerosa,So,M,11.0,12.0,0.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,
2026,Loyola Maryland Greyhounds,369,Makenzie Butler,Makenzie Butler,Makenzie,Butler,Sr,GK,33.0,10.0,7.0,,,0.0,,11.0,1.0,1.0,,,,,,
2026,Loyola Maryland Greyhounds,369,Anna Kaplan,Anna Kaplan,Anna,Kaplan,Sr,M,3.0,14.0,14.0,3.0,,3.0,4.0,15.0,11.0,4.0,,,,1.0,24.0,4.0
2026,Loyola Maryland Greyhounds,369,Ava Kirkwood,Ava Kirkwood,Ava,Kirkwood,Fr,ATT,9.0,4.0,0.0,1.0,2.0,3.0,5.0,,3.0,1.0,1.0,,,,,
2026,Loyola Maryland Greyhounds,369,Kayleigh Ludwig,Kayleigh Ludwig,Kayleigh,Ludwig,Fr,D,23.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Loyola Maryland Greyhounds,369,Isabella Grosso,Isabella Grosso,Isabella,Grosso,Fr,M,22.0,3.0,0.0,,,0.0,,,,,,,,,,1.0
2026,Loyola Maryland Greyhounds,369,Rachel James,Rachel James,Rachel,James,Fr,M,34.0,2.0,0.0,,,0.0,3.0,,1.0,,,,,,,
2026,Loyola Maryland Greyhounds,369,Dacia Cordingley,Dacia Cordingley,Dacia,Cordingley,So,D,16.0,14.0,13.0,,,0.0,,14.0,4.0,7.0,,,,1.0,1.0,6.0
2026,Loyola Maryland Greyhounds,369,Emmerson King,Emmerson King,Emmerson,King,Fr,M,13.0,2.0,0.0,,,0.0,,,,,,,,,,
2026,Loyola Maryland Greyhounds,369,Mae Murphy,Mae Murphy,Mae,Murphy,Fr,M,28.0,14.0,14.0,,,0.0,,4.0,10.0,5.0,,,,,170.0,1.0
2026,Loyola Maryland Greyhounds,369,Morgan Ruhnke,Morgan Ruhnke,Morgan,Ruhnke,Fr,ATT,10.0,14.0,5.0,22.0,2.0,24.0,41.0,5.0,9.0,1.0,7.0,6.0,,2.0,,2.0
2026,Loyola Maryland Greyhounds,369,Emma Garro,Emma Garro,Emma,Garro,Fr,D,2.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Loyola Maryland Greyhounds,369,Anna Ervin,Anna Ervin,Anna,Ervin,Fr,M,5.0,14.0,0.0,,,0.0,,4.0,2.0,3.0,,,,1.0,,3.0
2026,Loyola Maryland Greyhounds,369,Teagan Morrissey,Teagan Morrissey,Teagan,Morrissey,Fr,M,25.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,
2026,Loyola Maryland Greyhounds,369,Neicia Smith,Neicia Smith,Neicia,Smith,Fr,ATT,26.0,8.0,0.0,2.0,,2.0,6.0,,3.0,,2.0,1.0,,,,
2026,Manhattan Jaspers,381,Lauren Maher,Lauren Maher,Lauren,Maher,Sr,ATT,27.0,13.0,8.0,20.0,8.0,28.0,50.0,3.0,19.0,4.0,10.0,4.0,,2.0,1.0,1.0
2026,Manhattan Jaspers,381,Maya Metz,Maya Metz,Maya,Metz,Sr,ATT,9.0,15.0,6.0,18.0,6.0,24.0,45.0,6.0,9.0,3.0,5.0,2.0,,,,
2026,Manhattan Jaspers,381,Julia Harvey,Julia Harvey,Julia,Harvey,Sr,D,30.0,15.0,14.0,,,0.0,,14.0,5.0,10.0,,,,2.0,,6.0
2026,Manhattan Jaspers,381,Catie Edson,Catie Edson,Catie,Edson,Jr,D,13.0,15.0,14.0,,,0.0,1.0,8.0,10.0,8.0,,,,1.0,2.0,9.0
2026,Manhattan Jaspers,381,Ellie Provda,Ellie Provda,Ellie,Provda,Sr,D,19.0,7.0,0.0,,,0.0,,5.0,1.0,2.0,,,,,,1.0
2026,Manhattan Jaspers,381,Naomi Aristone,Naomi Aristone,Naomi,Aristone,Sr,D,11.0,15.0,15.0,,,0.0,,18.0,6.0,19.0,,,,2.0,1.0,12.0
2026,Manhattan Jaspers,381,Audrey Ziff,Audrey Ziff,Audrey,Ziff,Jr,ATT,10.0,15.0,15.0,,1.0,1.0,1.0,3.0,9.0,2.0,,,,2.0,94.0,2.0
2026,Manhattan Jaspers,381,Sophie Pasnak,Sophie Pasnak,Sophie,Pasnak,Sr,GK,32.0,15.0,15.0,,,0.0,,38.0,5.0,3.0,,,,,1.0,
2026,Manhattan Jaspers,381,Meghan Wendler,Meghan Wendler,Meghan,Wendler,So,M,5.0,15.0,15.0,4.0,1.0,5.0,14.0,4.0,20.0,3.0,1.0,,,2.0,19.0,5.0
2026,Manhattan Jaspers,381,Julia Kerr,Julia Kerr,Julia,Kerr,So,ATT,3.0,15.0,15.0,31.0,4.0,35.0,68.0,16.0,34.0,3.0,14.0,7.0,,1.0,12.0,3.0
2026,Manhattan Jaspers,381,Ella Hirsch,Ella Hirsch,Ella,Hirsch,So,ATT,4.0,10.0,0.0,2.0,1.0,3.0,10.0,3.0,4.0,1.0,2.0,,,1.0,,
2026,Manhattan Jaspers,381,Moira Marcozzi,Moira Marcozzi,Moira,Marcozzi,Jr,M,8.0,10.0,0.0,,3.0,3.0,4.0,2.0,1.0,,2.0,,,,,1.0
2026,Manhattan Jaspers,381,Juliana Mahan,Juliana Mahan,Juliana,Mahan,So,M,7.0,4.0,0.0,,,0.0,1.0,,2.0,,,,,,,
2026,Manhattan Jaspers,381,Marissa Mongon,Marissa Mongon,Marissa,Mongon,Jr,M,28.0,15.0,1.0,1.0,1.0,2.0,8.0,3.0,7.0,1.0,,,,,2.0,2.0
2026,Manhattan Jaspers,381,Giavonna DeBono,Giavonna DeBono,Giavonna,DeBono,Jr,D,18.0,11.0,2.0,,,0.0,,2.0,2.0,1.0,,,,1.0,,3.0
2026,Manhattan Jaspers,381,Colleen Rattigan,Colleen Rattigan,Colleen,Rattigan,Sr,M,12.0,15.0,15.0,,,0.0,,12.0,3.0,3.0,,,,,1.0,2.0
2026,Manhattan Jaspers,381,Megan Dwan,Megan Dwan,Megan,Dwan,Jr,D,17.0,15.0,14.0,,,0.0,,13.0,8.0,7.0,,,,1.0,,13.0
2026,Manhattan Jaspers,381,Brooke Leonard,Brooke Leonard,Brooke,Leonard,Sr,ATT,25.0,8.0,4.0,2.0,6.0,8.0,14.0,4.0,14.0,,,,,,,
2026,Manhattan Jaspers,381,Sofia Roth,Sofia Roth,Sofia,Roth,Jr,M,15.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Manhattan Jaspers,381,Rebecca Sabatelli,Rebecca Sabatelli,Rebecca,Sabatelli,So,D,6.0,2.0,0.0,,,0.0,,2.0,,,,,,,,1.0
2026,Manhattan Jaspers,381,Riley Murray,Riley Murray,Riley,Murray,Fr,M,22.0,4.0,0.0,,,0.0,2.0,,,1.0,,,,,2.0,1.0
2026,Manhattan Jaspers,381,Katelynn Naylor,Katelynn Naylor,Katelynn,Naylor,Fr,ATT,37.0,11.0,5.0,3.0,7.0,10.0,7.0,3.0,19.0,,1.0,,,,2.0,
2026,Manhattan Jaspers,381,Sofia Best,Sofia Best,Sofia,Best,Fr,ATT,23.0,5.0,0.0,3.0,,3.0,6.0,2.0,4.0,,1.0,1.0,,,,
2026,Manhattan Jaspers,381,Ella Brunette,Ella Brunette,Ella,Brunette,Fr,M,31.0,15.0,14.0,36.0,2.0,38.0,81.0,11.0,32.0,6.0,10.0,5.0,,3.0,39.0,5.0
2026,Manhattan Jaspers,381,Jaclyn Mahoney,Jaclyn Mahoney,Jaclyn,Mahoney,Fr,M,16.0,5.0,0.0,,1.0,1.0,4.0,1.0,1.0,,,,,,1.0,
2026,Manhattan Jaspers,381,Molly Mitchell,Molly Mitchell,Molly,Mitchell,Fr,ATT,26.0,1.0,0.0,,,0.0,,,1.0,,,,,,,
2026,Manhattan Jaspers,381,Avery Graham,Avery Graham,Avery,Graham,Fr,D,35.0,10.0,1.0,1.0,1.0,2.0,1.0,8.0,4.0,5.0,,,,,6.0,1.0
2026,Manhattan Jaspers,381,Logan Pilon,Logan Pilon,Logan,Pilon,Fr,ATT,14.0,13.0,7.0,14.0,9.0,23.0,41.0,7.0,17.0,1.0,3.0,2.0,,1.0,,1.0
2026,Manhattan Jaspers,381,Olivia Jordan,Olivia Jordan,Olivia,Jordan,Fr,D,21.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Manhattan Jaspers,381,Juliana Mosca,Juliana Mosca,Juliana,Mosca,N/A,,1.0,1.0,0.0,,,0.0,,,,1.0,,,,,,
2026,Marist Red Foxes,386,Sienna Prisco,Sienna Prisco,Sienna,Prisco,So,ATT,8.0,7.0,0.0,,,0.0,1.0,,3.0,1.0,,,,,,
2026,Marist Red Foxes,386,Amelia Pirozzi,Amelia Pirozzi,Amelia,Pirozzi,So,M,3.0,14.0,13.0,29.0,5.0,34.0,74.0,5.0,14.0,6.0,3.0,1.0,,1.0,12.0,7.0
2026,Marist Red Foxes,386,Morgan Carroll,Morgan Carroll,Morgan,Carroll,Sr,GK,32.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Marist Red Foxes,386,Madison Leale,Madison Leale,Madison,Leale,Jr,M,10.0,14.0,6.0,9.0,5.0,14.0,28.0,7.0,7.0,1.0,,,,,,
2026,Marist Red Foxes,386,Shannon Maier,Shannon Maier,Shannon,Maier,Sr,M,11.0,3.0,0.0,,,0.0,,1.0,,,,,,,1.0,
2026,Marist Red Foxes,386,Sofia Morino,Sofia Morino,Sofia,Morino,So,D,35.0,1.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Marist Red Foxes,386,Kate Ciarlo,Kate Ciarlo,Kate,Ciarlo,Jr,M,24.0,6.0,5.0,,,0.0,,1.0,1.0,2.0,,,,1.0,,6.0
2026,Marist Red Foxes,386,Taija Bell,Taija Bell,Taija,Bell,So,D,15.0,14.0,14.0,,,0.0,1.0,39.0,3.0,28.0,1.0,,,,1.0,8.0
2026,Marist Red Foxes,386,Makenna Graham,Makenna Graham,Makenna,Graham,So,ATT,5.0,6.0,0.0,,,0.0,1.0,,2.0,,,,,,,
2026,Marist Red Foxes,386,Amelia Angelo,Amelia Angelo,Amelia,Angelo,Sr,M,7.0,14.0,12.0,,,0.0,,30.0,3.0,20.0,,,,,2.0,14.0
2026,Marist Red Foxes,386,Gabby Kingston,Gabby Kingston,Gabby,Kingston,Jr,M,13.0,14.0,1.0,6.0,1.0,7.0,21.0,7.0,10.0,5.0,2.0,,,1.0,2.0,1.0
2026,Marist Red Foxes,386,Caitlin McNaboe,Caitlin McNaboe,Caitlin,McNaboe,Sr,M,12.0,14.0,14.0,10.0,1.0,11.0,29.0,12.0,1.0,6.0,,,,3.0,33.0,8.0
2026,Marist Red Foxes,386,Jesse Manger,Jesse Manger,Jesse,Manger,Sr,M,37.0,14.0,14.0,17.0,16.0,33.0,29.0,11.0,19.0,4.0,3.0,2.0,,1.0,11.0,1.0
2026,Marist Red Foxes,386,Isabella Dantuono,Isabella Dantuono,Isabella,Dantuono,So,ATT,34.0,8.0,0.0,1.0,,1.0,2.0,,3.0,1.0,,,,,,
2026,Marist Red Foxes,386,Anne Shine,Anne Shine,Anne,Shine,Jr,M,28.0,14.0,1.0,16.0,3.0,19.0,69.0,1.0,19.0,,6.0,2.0,,2.0,1.0,2.0
2026,Marist Red Foxes,386,Aubrey Monroe,Aubrey Monroe,Aubrey,Monroe,Sr,D,9.0,6.0,1.0,,,0.0,,,1.0,2.0,,,,,,2.0
2026,Marist Red Foxes,386,Kate Gaven,Kate Gaven,Kate,Gaven,Jr,ATT,31.0,14.0,10.0,16.0,14.0,30.0,63.0,6.0,34.0,,4.0,,,1.0,1.0,1.0
2026,Marist Red Foxes,386,Megan Morris,Megan Morris,Megan,Morris,Jr,GK,39.0,14.0,14.0,,,0.0,,13.0,1.0,3.0,,,,,,
2026,Marist Red Foxes,386,Mia Fernandes,Mia Fernandes,Mia,Fernandes,Jr,D,22.0,14.0,14.0,,,0.0,,19.0,4.0,16.0,,,,3.0,2.0,9.0
2026,Marist Red Foxes,386,Kathryn Staker,Kathryn Staker,Kathryn,Staker,Jr,ATT,1.0,14.0,14.0,14.0,19.0,33.0,39.0,8.0,17.0,6.0,4.0,,,1.0,1.0,
2026,Marist Red Foxes,386,Chelsea Porto,Chelsea Porto,Chelsea,Porto,Fr,D,4.0,12.0,6.0,,,0.0,,5.0,2.0,4.0,,,,,,4.0
2026,Marist Red Foxes,386,Catherine Cowgill,Catherine Cowgill,Catherine,Cowgill,Fr,D,14.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Marist Red Foxes,386,Sarah Cluff,Sarah Cluff,Sarah,Cluff,Fr,D,18.0,5.0,2.0,,,0.0,,2.0,1.0,2.0,,,,,,2.0
2026,Marist Red Foxes,386,Megan Shanahan,Megan Shanahan,Megan,Shanahan,Fr,M,6.0,14.0,0.0,3.0,1.0,4.0,14.0,2.0,4.0,5.0,3.0,1.0,,1.0,8.0,8.0
2026,Marist Red Foxes,386,Emma Kravetz,Emma Kravetz,Emma,Kravetz,Fr,M,27.0,9.0,6.0,,,0.0,1.0,5.0,3.0,5.0,,,,,25.0,3.0
2026,Marist Red Foxes,386,Lyle Brown,Lyle Brown,Lyle,Brown,Fr,D,17.0,14.0,14.0,,,0.0,,30.0,5.0,21.0,,,,1.0,,8.0
2026,Marist Red Foxes,386,Bronwyn Ferris,Bronwyn Ferris,Bronwyn,Ferris,Fr,GK,19.0,3.0,0.0,,,0.0,,2.0,,,,,,,,
2026,Marist Red Foxes,386,Riley Boice,Riley Boice,Riley,Boice,Fr,M,33.0,12.0,7.0,,,0.0,,1.0,,,,,,,18.0,2.0
2026,Marist Red Foxes,386,Leigha Zaman,Leigha Zaman,Leigha,Zaman,Fr,M,20.0,3.0,0.0,2.0,,2.0,4.0,,1.0,,,,,,,
2026,Marquette Golden Eagles,387,Riley Schultz,Riley Schultz,Riley,Schultz,Jr,ATT,18.0,4.0,0.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,
2026,Marquette Golden Eagles,387,Sarah Beth Burns,Sarah Beth Burns,Sarah Beth,Burns,Jr,M,21.0,12.0,0.0,17.0,2.0,19.0,37.0,11.0,20.0,10.0,8.0,6.0,,1.0,27.0,8.0
2026,Marquette Golden Eagles,387,CJ Meehan,CJ Meehan,CJ,Meehan,Jr,ATT,5.0,5.0,5.0,3.0,2.0,5.0,9.0,1.0,3.0,1.0,1.0,1.0,,,,
2026,Marquette Golden Eagles,387,Riley Jenkins,Riley Jenkins,Riley,Jenkins,Jr,M,20.0,13.0,13.0,18.0,2.0,20.0,40.0,6.0,12.0,8.0,4.0,2.0,,1.0,24.0,9.0
2026,Marquette Golden Eagles,387,Shannon Murphy,Shannon Murphy,Shannon,Murphy,Jr,ATT,19.0,2.0,0.0,,,0.0,,,,,,,,,1.0,
2026,Marquette Golden Eagles,387,Addyson Graham,Addyson Graham,Addyson,Graham,So,D,41.0,13.0,13.0,,,0.0,,8.0,3.0,9.0,,,,3.0,,14.0
2026,Marquette Golden Eagles,387,Mary Velner,Mary Velner,Mary,Velner,Jr,D,37.0,13.0,13.0,,,0.0,,22.0,4.0,23.0,,,,1.0,4.0,7.0
2026,Marquette Golden Eagles,387,Abby Brackett,Abby Brackett,Abby,Brackett,So,M,30.0,1.0,0.0,,,0.0,,1.0,,,,,,,,
2026,Marquette Golden Eagles,387,Azaria Lejuene-Woloszyn,Azaria Lejuene-Woloszyn,Azaria,Lejuene-Woloszyn,So,D,36.0,1.0,0.0,,,0.0,,,,,,,,,,
2026,Marquette Golden Eagles,387,Hannah Evens,Hannah Evens,Hannah,Evens,So,D,28.0,3.0,0.0,,,0.0,,,,,,,,,,
