date,team,opponent,home_away,result,home_score,visitor_score,overtime,fouls,goals,assists,points,shots,sog,ground_balls,ct,draw_controls,defensive_fouls,defensive_goals,defensive_assists,defensive_points,defensive_shots,defensive_sog,defensive_ground_balls,defensive_ct,defensive_draw_controls,team_id
2018-03-01,Duquesne,Saint Francis,Away,,18,15,,54.0,18.0,5.0,23.0,24,20,24,11.0,17,29.0,15.0,6.0,21.0,33,24,28,9.0,17,194
2018-03-10,Duquesne,UMBC,Home,,10,16,,12.0,10.0,2.0,12.0,28,23,16,8.0,13,19.0,16.0,8.0,24.0,31,25,12,8.0,15,194
2018-03-15,Duquesne,Central Mich.,Away,,8,15,,12.0,8.0,1.0,9.0,24,14,25,12.0,11,5.0,15.0,6.0,21.0,30,22,26,14.0,14,194
2018-03-17,Duquesne,Detroit Mercy,Away,,19,15,,14.0,19.0,1.0,20.0,38,31,20,6.0,21,17.0,15.0,4.0,19.0,25,21,19,10.0,14,194
2018-03-29,Duquesne,St. Bonaventure,Home,,24,14,,16.0,24.0,12.0,36.0,39,35,12,10.0,23,16.0,14.0,7.0,21.0,29,22,10,4.0,17,194
2018-03-31,Duquesne,Richmond,Home,,10,19,,19.0,10.0,2.0,12.0,24,15,11,10.0,10,13.0,19.0,7.0,26.0,39,26,9,5.0,20,194
2018-04-06,Duquesne,VCU,Home,,9,11,,15.0,9.0,5.0,14.0,27,19,23,15.0,7,17.0,11.0,6.0,17.0,25,18,17,10.0,15,194
2018-04-08,Duquesne,George Mason,Away,,6,14,,29.0,6.0,4.0,10.0,22,18,20,7.0,8,28.0,14.0,6.0,20.0,30,22,18,9.0,13,194
2018-04-13,Duquesne,La Salle,Away,,14,15,1,21.0,14.0,3.0,17.0,27,25,19,9.0,15,21.0,15.0,5.0,20.0,27,24,20,11.0,17,194
2018-04-15,Duquesne,Saint Joseph's,Away,,4,15,,24.0,4.0,1.0,5.0,20,13,16,10.0,12,23.0,15.0,6.0,21.0,33,26,22,17.0,9,194
2018-04-20,Duquesne,Davidson,Home,,8,10,,17.0,8.0,4.0,12.0,24,16,17,9.0,8,11.0,10.0,4.0,14.0,30,22,13,7.0,12,194
2018-04-22,Duquesne,George Washington,Home,,20,13,,16.0,20.0,6.0,26.0,38,33,21,10.0,20,17.0,13.0,5.0,18.0,36,29,18,8.0,15,194
2018-04-28,Duquesne,Massachusetts,Away,,6,21,,14.0,6.0,3.0,9.0,19,14,14,4.0,12,19.0,21.0,10.0,31.0,49,36,31,11.0,13,194
2018-02-10,East Carolina,George Washington,Home,,7,18,,,7.0,2.0,9.0,21,17,10,6.0,9,1.0,18.0,9.0,27.0,37,31,7,11.0,16,196
2018-02-16,East Carolina,Winthrop,Away,,9,17,,18.0,9.0,1.0,10.0,22,18,10,6.0,11,21.0,17.0,6.0,23.0,28,20,13,10.0,17,196
2018-02-18,East Carolina,Gardner-Webb,Away,,15,14,1,20.0,15.0,5.0,20.0,38,27,19,6.0,13,17.0,14.0,3.0,17.0,31,26,19,12.0,18,196
2018-02-21,East Carolina,Liberty,Home,,4,15,,21.0,4.0,2.0,6.0,15,12,15,5.0,7,30.0,15.0,12.0,27.0,40,26,22,16.0,14,196
2018-02-24,East Carolina,Campbell,Away,,8,17,,10.0,8.0,2.0,10.0,24,15,12,4.0,11,22.0,17.0,7.0,24.0,42,32,16,7.0,15,196
2018-03-01,East Carolina,Kennesaw St.,Home,,14,17,,23.0,14.0,2.0,16.0,28,16,20,7.0,16,20.0,17.0,3.0,20.0,28,22,16,8.0,17,196
2018-03-04,East Carolina,Lafayette,Away,,9,11,,20.0,9.0,2.0,11.0,30,18,17,7.0,8,11.0,11.0,3.0,14.0,35,23,16,10.0,14,196
2018-03-06,East Carolina,Temple,Away,,6,15,,21.0,6.0,1.0,7.0,20,13,14,5.0,8,24.0,15.0,9.0,24.0,36,24,17,11.0,15,196
2018-03-08,East Carolina,Saint Francis,Away,,7,12,,26.0,7.0,3.0,10.0,24,18,24,9.0,13,21.0,12.0,3.0,15.0,32,24,25,12.0,8,196
2018-03-17,East Carolina,Columbia,Home,,6,18,,7.0,6.0,2.0,8.0,24,20,14,6.0,16,17.0,18.0,8.0,26.0,42,33,16,10.0,9,196
2018-03-20,East Carolina,Longwood,Home,,13,17,,11.0,13.0,4.0,17.0,33,22,12,2.0,19,20.0,17.0,14.0,31.0,29,23,18,5.0,13,196
2018-03-24,East Carolina,Delaware St.,Home,,16,2,,9.0,16.0,4.0,20.0,27,23,10,15.0,12,7.0,2.0,,2.0,8,6,1,2.0,8,196
2018-03-30,East Carolina,Drexel,Home,,7,15,,21.0,7.0,5.0,12.0,26,16,5,5.0,18,12.0,15.0,6.0,21.0,39,25,16,13.0,6,196
2018-04-01,East Carolina,Oregon,Home,,3,14,,15.0,3.0,1.0,4.0,23,17,10,6.0,10,12.0,14.0,6.0,20.0,28,22,9,8.0,9,196
2018-04-21,East Carolina,Michigan,Away,,9,16,,27.0,9.0,2.0,11.0,23,18,15,4.0,10,18.0,16.0,7.0,23.0,38,28,19,8.0,17,196
2018-04-23,East Carolina,Cincinnati,Away,,7,16,,18.0,7.0,3.0,10.0,24,12,34,6.0,6,19.0,16.0,10.0,26.0,39,26,35,13.0,19,196
2018-05-06,East Carolina,Duke,Away,,8,21,,31.0,8.0,1.0,9.0,16,12,15,6.0,8,8.0,21.0,10.0,31.0,41,28,23,14.0,22,196
2018-02-11,Elon,Duke,Away,,9,17,,30.0,9.0,1.0,10.0,25,19,13,9.0,12,34.0,17.0,9.0,26.0,32,24,17,13.0,16,1068
2018-02-17,Elon,Virginia,Away,,4,17,,37.0,4.0,1.0,5.0,19,14,11,7.0,8,27.0,17.0,7.0,24.0,29,22,17,8.0,13,1068
2018-02-25,Elon,Notre Dame,Away,,9,11,,28.0,9.0,1.0,10.0,20,17,12,10.0,10,22.0,11.0,7.0,18.0,23,16,13,10.0,12,1068
2018-03-01,Elon,High Point,Home,,13,14,1,19.0,13.0,3.0,16.0,28,20,16,7.0,11,31.0,14.0,8.0,22.0,28,22,10,8.0,18,1068
2018-03-04,Elon,Stanford,Home,,10,17,,23.0,10.0,3.0,13.0,30,18,15,9.0,12,25.0,17.0,10.0,27.0,29,20,17,5.0,16,1068
2018-03-13,Elon,North Carolina,Home,,1,12,,23.0,1.0,,1.0,21,12,18,10.0,4,27.0,12.0,9.0,21.0,26,18,11,7.0,11,1068
2018-03-16,Elon,Winthrop,Home,,9,14,,20.0,9.0,6.0,15.0,30,27,15,3.0,10,35.0,14.0,9.0,23.0,33,21,13,7.0,14,1068
2018-03-18,Elon,Coastal Carolina,Away,,14,6,,14.0,14.0,4.0,18.0,38,30,16,6.0,14,20.0,6.0,3.0,9.0,20,13,11,6.0,8,1068
2018-03-24,Elon,Virginia Tech,Home,,12,14,,25.0,12.0,6.0,18.0,22,19,11,7.0,18,37.0,14.0,8.0,22.0,25,17,16,11.0,10,1068
2018-04-06,Elon,Hofstra,Away,,12,8,,26.0,12.0,3.0,15.0,32,23,14,4.0,13,17.0,8.0,3.0,11.0,25,18,15,4.0,9,1068
2018-04-13,Elon,Towson,Home,,4,10,,20.0,4.0,2.0,6.0,20,14,10,3.0,12,22.0,10.0,2.0,12.0,31,23,23,16.0,6,1068
2018-04-15,Elon,James Madison,Home,,3,15,,21.0,3.0,2.0,5.0,14,11,16,11.0,7,23.0,15.0,10.0,25.0,25,18,18,14.0,13,1068
2018-04-20,Elon,Delaware,Away,,10,6,,18.0,10.0,6.0,16.0,24,19,19,14.0,9,12.0,6.0,4.0,10.0,15,11,16,13.0,9,1068
2018-04-22,Elon,Drexel,Away,,18,13,,24.0,18.0,3.0,21.0,39,26,23,16.0,13,19.0,13.0,8.0,21.0,21,14,15,6.0,19,1068
2018-05-04,Elon,Towson,Home,,7,9,,28.0,7.0,2.0,9.0,29,21,19,7.0,8,23.0,9.0,3.0,12.0,28,17,20,5.0,10,1068
2018-02-10,Fairfield,Holy Cross,Home,,14,5,,27.0,14.0,8.0,22.0,31,22,26,9.0,11,36.0,5.0,1.0,6.0,19,13,22,3.0,10,220
2018-02-14,Fairfield,UConn,Away,,12,13,,24.0,12.0,8.0,20.0,32,27,18,15.0,12,21.0,13.0,7.0,20.0,34,26,24,14.0,15,220
2018-02-21,Fairfield,Columbia,Home,,12,13,,23.0,12.0,4.0,16.0,29,21,17,6.0,16,31.0,13.0,4.0,17.0,36,25,20,5.0,11,220
2018-02-24,Fairfield,Hofstra,Away,,13,12,1,22.0,13.0,5.0,18.0,28,18,15,8.0,15,14.0,12.0,2.0,14.0,36,30,23,13.0,12,220
2018-02-28,Fairfield,Sacred Heart,Away,,18,7,,21.0,18.0,9.0,27.0,40,28,9,6.0,14,19.0,7.0,4.0,11.0,25,17,11,7.0,12,220
2018-03-03,Fairfield,New Hampshire,Away,,15,9,,,15.0,3.0,18.0,28,21,8,4.0,15,,9.0,3.0,12.0,22,17,11,5.0,11,220
2018-03-11,Fairfield,Lehigh,Home,,11,12,,31.0,11.0,4.0,15.0,31,21,11,5.0,13,26.0,12.0,5.0,17.0,32,25,18,9.0,12,220
2018-03-14,Fairfield,Boston U.,Home,,10,11,2,10.0,10.0,6.0,16.0,34,22,19,8.0,15,24.0,11.0,5.0,16.0,23,20,23,10.0,9,220
2018-03-24,Fairfield,Siena,Home,,18,8,,27.0,18.0,6.0,24.0,33,27,16,3.0,16,21.0,8.0,3.0,11.0,23,15,11,4.0,11,220
2018-03-29,Fairfield,Niagara,Home,,13,10,,14.0,13.0,7.0,20.0,35,27,23,9.0,9,21.0,10.0,4.0,14.0,28,20,11,3.0,17,220
2018-04-04,Fairfield,Monmouth,Away,,11,14,,24.0,11.0,6.0,17.0,39,22,25,13.0,15,32.0,14.0,5.0,19.0,27,22,21,9.0,12,220
2018-04-11,Fairfield,Quinnipiac,Home,,11,10,1,19.0,11.0,4.0,15.0,31,23,18,11.0,10,23.0,10.0,3.0,13.0,17,15,11,6.0,13,220
2018-04-14,Fairfield,Marist,Home,,10,11,,25.0,10.0,5.0,15.0,44,28,25,11.0,4,24.0,11.0,7.0,18.0,36,27,15,5.0,18,220
2018-04-18,Fairfield,Iona,Away,,12,9,,22.0,12.0,7.0,19.0,25,18,24,14.0,10,28.0,9.0,4.0,13.0,28,20,26,15.0,13,220
2018-04-21,Fairfield,Canisius,Away,,11,8,,23.0,11.0,6.0,17.0,25,21,15,9.0,9,22.0,8.0,3.0,11.0,33,20,21,9.0,11,220
2018-04-25,Fairfield,Manhattan,Away,,14,9,,18.0,14.0,9.0,23.0,29,23,26,9.0,12,9.0,9.0,3.0,12.0,20,13,23,9.0,13,220
2018-04-28,Fairfield,Iona,Home,,14,5,,18.0,14.0,6.0,20.0,38,28,17,7.0,12,35.0,5.0,,5.0,30,21,13,10.0,8,220
2018-05-03,Fairfield,Monmouth,Home,,17,9,,11.0,17.0,6.0,23.0,35,24,15,10.0,15,16.0,9.0,1.0,10.0,31,23,14,10.0,13,220
2018-05-05,Fairfield,Canisius,Home,,14,10,,15.0,14.0,7.0,21.0,32,25,15,6.0,11,27.0,10.0,2.0,12.0,33,19,17,5.0,15,220
2018-05-11,Fairfield,Loyola Maryland,Away,,2,18,,23.0,2.0,1.0,3.0,23,18,16,5.0,11,17.0,18.0,11.0,29.0,33,27,18,8.0,10,220
2018-02-11,Florida,Colorado,Home,,16,9,,15.0,16.0,8.0,24.0,28,23,25,9.0,13,16.0,9.0,,9.0,34,23,28,7.0,14,235
2018-02-17,Florida,Maryland,Home,,14,16,,31.0,14.0,2.0,16.0,34,25,20,10.0,19,18.0,16.0,3.0,19.0,34,30,24,3.0,14,235
2018-02-25,Florida,Loyola Maryland,Home,,17,16,1,29.0,17.0,1.0,18.0,38,27,24,15.0,16,23.0,16.0,6.0,22.0,29,26,24,9.0,19,235
2018-02-28,Florida,Jacksonville,Home,,16,5,,15.0,16.0,6.0,22.0,23,19,14,5.0,10,16.0,5.0,1.0,6.0,24,19,11,4.0,13,235
2018-03-03,Florida,North Carolina,Away,,17,10,,36.0,17.0,6.0,23.0,29,23,21,11.0,9,27.0,10.0,3.0,13.0,39,26,20,6.0,20,235
2018-03-07,Florida,Syracuse,Away,,15,17,,28.0,15.0,11.0,26.0,40,29,13,5.0,23,26.0,17.0,6.0,23.0,32,24,15,7.0,11,235
2018-03-13,Florida,Navy,Home,,19,16,,30.0,19.0,6.0,25.0,39,33,25,10.0,11,21.0,16.0,6.0,22.0,33,25,14,2.0,26,235
2018-03-18,Florida,Vanderbilt,Away,,11,10,,33.0,11.0,1.0,12.0,27,19,23,7.0,13,24.0,10.0,1.0,11.0,36,23,24,9.0,10,235
2018-03-21,Florida,Towson,Home,,11,14,,41.0,11.0,5.0,16.0,32,24,28,12.0,14,37.0,14.0,4.0,18.0,28,22,29,16.0,13,235
2018-03-24,Florida,Georgetown,Away,,16,11,,17.0,16.0,5.0,21.0,36,24,19,10.0,16,28.0,11.0,4.0,15.0,29,21,17,9.0,13,235
2018-03-31,Florida,UConn,Home,,21,8,,18.0,21.0,10.0,31.0,33,24,24,10.0,13,13.0,8.0,2.0,10.0,24,17,23,8.0,18,235
2018-04-04,Florida,Temple,Home,,15,3,,13.0,15.0,4.0,19.0,38,28,28,9.0,14,19.0,3.0,,3.0,13,9,21,3.0,6,235
2018-04-08,Florida,Villanova,Away,,18,8,,22.0,18.0,6.0,24.0,37,25,14,7.0,17,25.0,8.0,4.0,12.0,21,14,11,7.0,11,235
2018-04-14,Florida,Marquette,Home,,18,6,,16.0,18.0,8.0,26.0,30,25,18,3.0,18,21.0,6.0,5.0,11.0,19,13,12,,8,235
2018-04-18,Florida,Cincinnati,Away,,20,4,,17.0,20.0,7.0,27.0,48,35,44,7.0,18,30.0,4.0,2.0,6.0,19,13,27,7.0,7,235
2018-04-21,Florida,Denver,Away,,18,13,,30.0,18.0,8.0,26.0,32,28,11,11.0,21,28.0,13.0,7.0,20.0,28,20,12,14.0,11,235
2018-04-28,Florida,Butler,Home,,23,3,,3.0,23.0,9.0,32.0,42,34,23,12.0,20,17.0,3.0,2.0,5.0,10,6,10,3.0,7,235
2018-05-03,Florida,Marquette,Home,,19,8,,20.0,19.0,7.0,26.0,45,36,31,14.0,15,23.0,8.0,4.0,12.0,16,13,17,3.0,14,235
2018-05-05,Florida,Denver,Home,,18,6,,28.0,18.0,10.0,28.0,37,28,30,11.0,11,19.0,6.0,1.0,7.0,23,15,22,9.0,15,235
2018-05-13,Florida,Colorado,Home,,13,9,,32.0,13.0,4.0,17.0,29,24,21,6.0,10,26.0,9.0,3.0,12.0,28,20,20,9.0,14,235
2018-05-19,Florida,James Madison,Away,,8,11,,40.0,8.0,4.0,12.0,27,17,13,4.0,13,26.0,11.0,3.0,14.0,33,23,21,10.0,8,235
2018-02-09,Fresno St.,La Salle,Away,,8,6,,22.0,8.0,4.0,12.0,24,18,17,15.0,7,29.0,6.0,3.0,9.0,22,16,12,15.0,9,96
2018-02-11,Fresno St.,Binghamton,Home,,8,14,,28.0,8.0,,8.0,25,17,16,8.0,11,30.0,14.0,2.0,16.0,35,23,13,10.0,13,96
2018-02-16,Fresno St.,Mercer,Home,,15,11,,31.0,15.0,3.0,18.0,32,24,24,18.0,13,24.0,11.0,6.0,17.0,27,22,21,9.0,15,96
2018-02-19,Fresno St.,Vanderbilt,Home,,12,22,,39.0,12.0,4.0,16.0,21,17,18,10.0,16,14.0,22.0,8.0,30.0,39,37,29,19.0,20,96
2018-02-27,Fresno St.,St. Bonaventure,Home,,19,7,,24.0,19.0,11.0,30.0,40,32,26,12.0,16,27.0,7.0,2.0,9.0,20,16,15,4.0,12,96
2018-03-10,Fresno St.,Sacred Heart,Away,,14,7,,16.0,14.0,4.0,18.0,32,24,17,8.0,11,15.0,7.0,2.0,9.0,21,18,25,9.0,11,96
2018-03-12,Fresno St.,Mount St. Mary's,Away,,10,11,,28.0,10.0,4.0,14.0,35,24,19,9.0,10,12.0,11.0,4.0,15.0,28,18,17,10.0,12,96
2018-03-14,Fresno St.,Delaware St.,Away,,21,3,,5.0,21.0,13.0,34.0,35,29,11,7.0,19,3.0,3.0,1.0,4.0,10,8,3,1.0,6,96
2018-03-17,Fresno St.,UAlbany,Home,,9,12,,22.0,9.0,1.0,10.0,24,18,27,5.0,12,23.0,12.0,5.0,17.0,33,25,23,9.0,11,96
2018-03-24,Fresno St.,Wofford,Away,,23,3,,16.0,23.0,11.0,34.0,41,31,22,10.0,14,17.0,3.0,1.0,4.0,13,12,12,7.0,14,96
2018-03-26,Fresno St.,Presbyterian,Away,,20,10,,25.0,20.0,15.0,35.0,29,24,21,9.0,22,12.0,10.0,5.0,15.0,20,14,21,6.0,9,96
2018-03-29,Fresno St.,Radford,Away,,17,8,,24.0,17.0,9.0,26.0,40,30,18,6.0,11,29.0,8.0,2.0,10.0,29,19,14,5.0,16,96
2018-04-06,Fresno St.,California,Away,,14,13,,17.0,14.0,4.0,18.0,26,21,18,7.0,11,32.0,13.0,5.0,18.0,27,20,19,6.0,18,96
2018-04-08,Fresno St.,Stanford,Away,,2,18,,8.0,2.0,1.0,3.0,9,7,15,4.0,4,2.0,18.0,7.0,25.0,47,35,31,6.0,18,96
2018-04-11,Fresno St.,UC Davis,Home,,11,12,,25.0,11.0,5.0,16.0,27,22,17,9.0,14,16.0,12.0,3.0,15.0,38,31,26,11.0,11,96
2018-04-15,Fresno St.,San Diego St.,Home,,11,15,,31.0,11.0,7.0,18.0,34,25,32,10.0,11,27.0,15.0,6.0,21.0,36,29,30,15.0,16,96
2018-04-21,Fresno St.,UC Davis,Away,,12,23,,17.0,12.0,2.0,14.0,26,20,14,10.0,13,7.0,23.0,13.0,36.0,36,31,16,9.0,24,96
2018-04-27,Fresno St.,San Diego St.,Away,,6,16,,36.0,6.0,1.0,7.0,15,10,12,7.0,8,21.0,16.0,3.0,19.0,35,22,22,11.0,15,96
2018-02-10,Furman,High Point,Away,,6,17,,16.0,6.0,3.0,9.0,13,9,11,9.0,6,22.0,17.0,5.0,22.0,43,28,21,15.0,19,244
2018-02-14,Furman,Presbyterian,Home,,16,4,,12.0,16.0,10.0,26.0,38,28,23,8.0,14,18.0,4.0,1.0,5.0,18,10,9,7.0,8,244
2018-02-18,Furman,Davidson,Home,,8,18,,25.0,8.0,2.0,10.0,15,10,14,5.0,7,12.0,18.0,9.0,27.0,34,32,18,3.0,21,244
2018-02-24,Furman,Vanderbilt,Away,,7,19,,15.0,7.0,2.0,9.0,19,12,16,5.0,12,17.0,19.0,8.0,27.0,36,30,19,10.0,15,244
2018-03-03,Furman,Johns Hopkins,Away,,0,19,,28.0,,,,9,6,11,3.0,6,12.0,19.0,6.0,25.0,40,25,20,7.0,15,244
2018-03-11,Furman,Iona,Home,,6,11,,16.0,6.0,3.0,9.0,26,18,19,5.0,12,19.0,11.0,5.0,16.0,32,19,17,12.0,6,244
2018-03-16,Furman,San Diego St.,Home,,7,18,,16.0,7.0,2.0,9.0,26,15,16,8.0,7,13.0,18.0,5.0,23.0,36,29,21,10.0,19,244
2018-03-23,Furman,Campbell,Away,,12,13,,13.0,12.0,5.0,17.0,28,25,6,2.0,11,29.0,13.0,5.0,18.0,37,27,10,6.0,16,244
2018-03-29,Furman,Jacksonville,Home,,7,19,,10.0,7.0,6.0,13.0,11,10,8,5.0,12,10.0,19.0,8.0,27.0,38,31,18,13.0,16,244
2018-03-31,Furman,Stetson,Home,,15,14,,22.0,15.0,10.0,25.0,25,23,14,8.0,12,10.0,14.0,3.0,17.0,33,23,17,6.0,18,244
2018-04-06,Furman,Mercer,Away,,15,14,1,13.0,15.0,3.0,18.0,32,23,7,,19,30.0,14.0,2.0,16.0,32,20,12,5.0,12,244
2018-04-08,Furman,Kennesaw St.,Away,,10,9,1,17.0,10.0,7.0,17.0,30,18,23,3.0,9,30.0,9.0,2.0,11.0,29,22,18,6.0,12,244
2018-04-13,Furman,Central Mich.,Home,,10,13,,18.0,10.0,4.0,14.0,28,23,16,9.0,14,13.0,13.0,7.0,20.0,24,20,16,7.0,10,244
2018-04-14,Furman,Detroit Mercy,Home,,13,16,,19.0,13.0,8.0,21.0,28,22,16,10.0,17,17.0,16.0,4.0,20.0,33,29,20,5.0,13,244
2018-04-20,Furman,Howard,Away,,18,6,,25.0,18.0,11.0,29.0,37,33,14,8.0,17,31.0,6.0,,6.0,11,10,5,2.0,9,244
2018-04-22,Furman,Delaware St.,Away,,19,2,,5.0,19.0,9.0,28.0,26,24,12,5.0,13,1.0,2.0,,2.0,6,6,6,1.0,9,244
2018-04-28,Furman,Wofford,Home,,20,2,,4.0,20.0,6.0,26.0,38,33,23,12.0,12,10.0,2.0,2.0,4.0,10,6,6,2.0,11,244
2018-05-03,Furman,Central Mich.,Home,,13,10,,8.0,13.0,2.0,15.0,26,22,18,7.0,11,19.0,10.0,4.0,14.0,23,17,19,9.0,14,244
2018-05-05,Furman,Mercer,Home,,8,18,,14.0,8.0,2.0,10.0,16,12,9,2.0,13,25.0,18.0,8.0,26.0,33,30,22,7.0,14,244
2018-02-10,Gardner-Webb,Wofford,Away,,21,11,,46.0,21.0,4.0,25.0,42,33,23,11.0,16,37.0,11.0,8.0,19.0,37,23,20,13.0,18,1092
2018-02-16,Gardner-Webb,Cincinnati,Home,,9,20,,19.0,9.0,4.0,13.0,22,16,18,9.0,14,23.0,20.0,10.0,30.0,42,38,29,18.0,17,1092
2018-02-18,Gardner-Webb,East Carolina,Home,,14,15,1,17.0,14.0,3.0,17.0,31,26,19,12.0,18,20.0,15.0,5.0,20.0,38,27,19,6.0,13,1092
2018-03-02,Gardner-Webb,Mercer,Home,,6,16,,21.0,6.0,2.0,8.0,15,11,15,6.0,8,19.0,16.0,8.0,24.0,40,26,26,8.0,15,1092
2018-03-06,Gardner-Webb,Saint Francis,Home,,9,12,,18.0,9.0,3.0,12.0,28,20,27,17.0,10,6.0,12.0,3.0,15.0,30,23,20,9.0,13,1092
2018-03-09,Gardner-Webb,American,Away,,10,12,,23.0,10.0,4.0,14.0,20,15,18,9.0,6,18.0,12.0,7.0,19.0,44,29,19,11.0,18,1092
2018-03-11,Gardner-Webb,Delaware St.,Away,,16,3,,4.0,16.0,12.0,28.0,26,25,13,9.0,11,7.0,3.0,1.0,4.0,11,10,6,4.0,8,1092
2018-03-17,Gardner-Webb,Quinnipiac,Home,,9,18,,14.0,9.0,6.0,15.0,29,21,26,8.0,15,16.0,18.0,12.0,30.0,32,29,20,15.0,13,1092
2018-03-21,Gardner-Webb,Davidson,Away,,3,19,,13.0,3.0,,3.0,10,8,15,6.0,12,9.0,19.0,13.0,32.0,28,23,20,11.0,12,1092
2018-03-24,Gardner-Webb,Coastal Carolina,Away,,8,18,,23.0,8.0,5.0,13.0,15,13,16,8.0,9,17.0,18.0,11.0,29.0,37,24,24,12.0,18,1092
2018-03-31,Gardner-Webb,Campbell,Home,,10,21,,12.0,10.0,3.0,13.0,23,20,17,4.0,12,17.0,21.0,15.0,36.0,39,32,20,5.0,19,1092
2018-04-04,Gardner-Webb,Liberty,Away,,8,19,,30.0,8.0,4.0,12.0,18,17,22,12.0,8,16.0,19.0,5.0,24.0,48,33,26,18.0,21,1092
2018-04-07,Gardner-Webb,Longwood,Away,,8,15,,27.0,8.0,2.0,10.0,22,15,24,8.0,16,21.0,15.0,11.0,26.0,31,24,37,20.0,8,1092
2018-04-11,Gardner-Webb,Radford,Home,,14,22,,14.0,14.0,4.0,18.0,31,25,15,6.0,13,14.0,22.0,7.0,29.0,46,36,14,9.0,21,1092
2018-04-14,Gardner-Webb,High Point,Away,,3,22,,14.0,3.0,1.0,4.0,19,17,16,9.0,9,12.0,22.0,11.0,33.0,36,29,31,18.0,18,1092
2018-04-18,Gardner-Webb,Presbyterian,Away,,21,12,,23.0,21.0,6.0,27.0,49,30,25,6.0,15,21.0,12.0,4.0,16.0,23,18,13,6.0,20,1092
2018-04-21,Gardner-Webb,Winthrop,Home,,11,23,,22.0,11.0,6.0,17.0,27,19,14,4.0,20,10.0,23.0,11.0,34.0,33,29,11,7.0,13,1092
2018-02-21,George Mason,Monmouth,Away,,17,14,,27.0,17.0,4.0,21.0,35,27,19,9.0,17,22.0,14.0,6.0,20.0,39,28,17,9.0,15,248
2018-02-24,George Mason,Longwood,Home,,21,6,,4.0,21.0,11.0,32.0,43,37,15,5.0,19,10.0,6.0,4.0,10.0,11,9,13,5.0,6,248
2018-02-28,George Mason,Virginia Tech,Away,,8,9,1,21.0,8.0,4.0,12.0,24,15,24,8.0,7,25.0,9.0,3.0,12.0,29,22,18,9.0,12,248
2018-03-04,George Mason,Coastal Carolina,Home,,10,9,,32.0,10.0,4.0,14.0,30,19,20,7.0,12,19.0,9.0,7.0,16.0,22,19,19,8.0,9,248
2018-03-10,George Mason,William & Mary,Home,,13,5,,23.0,13.0,4.0,17.0,25,23,23,5.0,9,28.0,5.0,3.0,8.0,21,17,16,12.0,11,248
2018-03-14,George Mason,Campbell,Away,,11,14,,19.0,11.0,3.0,14.0,26,18,10,4.0,13,25.0,14.0,10.0,24.0,32,21,14,7.0,14,248
2018-03-18,George Mason,Stetson,Away,,17,9,,18.0,17.0,13.0,30.0,35,28,21,3.0,21,25.0,9.0,4.0,13.0,26,20,19,6.0,7,248
2018-03-24,George Mason,Old Dominion,Away,,16,5,,16.0,16.0,10.0,26.0,34,22,15,6.0,17,26.0,5.0,3.0,8.0,20,13,10,3.0,6,248
2018-03-29,George Mason,George Washington,Away,,25,11,,21.0,25.0,11.0,36.0,38,35,9,2.0,21,16.0,11.0,9.0,20.0,30,22,11,3.0,14,248
2018-03-31,George Mason,La Salle,Away,,12,11,,27.0,12.0,4.0,16.0,27,22,16,8.0,13,41.0,11.0,2.0,13.0,33,23,23,15.0,10,248
2018-04-06,George Mason,Davidson,Home,,6,10,,18.0,6.0,4.0,10.0,26,20,27,12.0,6,23.0,10.0,4.0,14.0,25,19,27,5.0,12,248
2018-04-08,George Mason,Duquesne,Home,,14,6,,28.0,14.0,6.0,20.0,30,22,18,9.0,13,29.0,6.0,4.0,10.0,22,18,20,7.0,8,248
2018-04-13,George Mason,Massachusetts,Home,,8,15,,26.0,8.0,4.0,12.0,20,15,22,10.0,11,31.0,15.0,10.0,25.0,37,27,24,7.0,14,248
2018-04-15,George Mason,Richmond,Away,,11,18,,32.0,11.0,5.0,16.0,23,20,12,9.0,13,29.0,18.0,10.0,28.0,34,27,18,10.0,17,248
2018-04-20,George Mason,St. Bonaventure,Away,,15,8,,8.0,15.0,7.0,22.0,34,31,19,13.0,19,8.0,8.0,8.0,16.0,17,15,17,9.0,5,248
2018-04-22,George Mason,Saint Joseph's,Away,,9,16,,27.0,9.0,5.0,14.0,26,19,10,11.0,19,26.0,16.0,8.0,24.0,30,25,20,15.0,7,248
2018-04-28,George Mason,VCU,Home,,23,8,,12.0,23.0,13.0,36.0,31,27,14,6.0,24,27.0,8.0,3.0,11.0,16,12,13,6.0,8,248
2018-05-03,George Mason,Saint Joseph's,Home,,9,14,,24.0,9.0,4.0,13.0,31,20,16,7.0,14,30.0,14.0,6.0,20.0,39,27,21,4.0,10,248
2018-02-10,George Washington,East Carolina,Away,,18,7,,1.0,18.0,9.0,27.0,37,31,7,11.0,16,,7.0,2.0,9.0,21,17,10,6.0,9,249
2018-02-17,George Washington,Longwood,Home,,16,8,,13.0,16.0,11.0,27.0,32,29,16,10.0,15,20.0,8.0,4.0,12.0,25,17,22,9.0,11,249
2018-02-24,George Washington,Monmouth,Away,,8,14,,20.0,8.0,,8.0,26,18,12,8.0,12,30.0,14.0,4.0,18.0,27,22,17,4.0,12,249
2018-03-03,George Washington,Robert Morris,Away,,9,7,,19.0,9.0,4.0,13.0,14,13,21,10.0,9,29.0,7.0,3.0,10.0,33,24,28,12.0,9,249
