season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,rc,yc,gc,draw_controls
2025,Siena,639,9.0,Cassidy Bonura,Cassidy Bonura,Cassidy,Bonura,So,M,18.0,17.0,16.0,4.0,20.0,48.0,28.0,7.0,8778033,15.0,14.0,21.0,15.0,7.0,,1.0,6.0,89.0
2025,Siena,639,14.0,Grace Dobrzynski,Grace Dobrzynski,Grace,Dobrzynski,Sr,ATT,18.0,18.0,26.0,36.0,62.0,60.0,38.0,7.0,8778687,16.0,25.0,32.0,12.0,9.0,,2.0,2.0,1.0
2025,Siena,639,5.0,Koehler Nieman,Koehler Nieman,Koehler,Nieman,Fr,ATT,14.0,0.0,16.0,3.0,19.0,37.0,26.0,1.0,8778711,3.0,6.0,15.0,5.0,1.0,,,2.0,
2025,Siena,639,16.0,Jenna Pollicino,Jenna Pollicino,Jenna,Pollicino,So,ATT,17.0,0.0,8.0,5.0,13.0,17.0,12.0,1.0,8778749,1.0,10.0,8.0,2.0,1.0,,,3.0,1.0
2025,Siena,639,11.0,Kelly Logue,Kelly Logue,Kelly,Logue,Sr,ATT,18.0,18.0,32.0,21.0,53.0,85.0,53.0,2.0,8777213,4.0,17.0,19.0,9.0,2.0,,,5.0,
2025,Siena,639,28.0,Lauren O'Hagan,Lauren O'Hagan,Lauren,O'Hagan,So,M,18.0,16.0,7.0,2.0,9.0,30.0,17.0,8.0,8775845,17.0,17.0,18.0,13.0,4.0,,,3.0,4.0
2025,Siena,639,2.0,Ryann Savage,Ryann Savage,Ryann,Savage,Fr,D,18.0,18.0,,,0.0,,,14.0,9105347,26.0,11.0,1.0,,,,2.0,1.0,
2025,Siena,639,25.0,Grace Jones,Grace Jones,Grace,Jones,Fr,D,18.0,10.0,,1.0,1.0,,,8.0,9105370,14.0,7.0,1.0,,,,1.0,1.0,2.0
2025,Siena,639,1.0,Samantha Spieler,Samantha Spieler,Samantha,Spieler,Sr,M,12.0,1.0,6.0,3.0,9.0,9.0,8.0,,9105529,4.0,,5.0,3.0,2.0,,3.0,1.0,8.0
2025,Siena,639,13.0,Faye Gorman,Faye Gorman,Faye,Gorman,Fr,D,18.0,17.0,,,0.0,,,8.0,9105353,25.0,20.0,2.0,,,,2.0,,
2025,Siena,639,24.0,McAllister Salter,McAllister Salter,McAllister,Salter,Fr,GK,12.0,8.0,,,0.0,,,,9105369,,18.0,1.0,,,,,,
2025,Siena,639,17.0,Eva Pflomm,Eva Pflomm,Eva,Pflomm,Fr,M,7.0,0.0,3.0,,3.0,7.0,5.0,,9105357,,1.0,3.0,2.0,2.0,,,,
2025,Siena,639,20.0,Mia Popovich,Mia Popovich,Mia,Popovich,Fr,M,8.0,0.0,1.0,,1.0,6.0,6.0,,9105365,,,,2.0,,,,,10.0
2025,Siena,639,21.0,Addison Coopper,Addison Coopper,Addison,Coopper,Fr,D,6.0,0.0,,,0.0,,,1.0,9105368,2.0,1.0,,,,,1.0,1.0,
2025,South Fla.,651,71.0,Priscilla Santos,Priscilla Santos,Priscilla,Santos,Sr,GK,2.0,0.0,,,0.0,,,,9309853,,,,,,,,,
2025,South Fla.,651,5.0,Taylor DeMarco,Taylor DeMarco,Taylor,DeMarco,Fr,D,18.0,13.0,,,0.0,,,4.0,9105397,17.0,6.0,1.0,,,,1.0,,2.0
2025,South Fla.,651,11.0,Amanda Ettinger,Amanda Ettinger,Amanda,Ettinger,Fr,D,15.0,4.0,,,0.0,,,3.0,9105410,8.0,6.0,4.0,,,,,2.0,
2025,South Fla.,651,8.0,Alison Harbaugh,Alison Harbaugh,Alison,Harbaugh,Sr,ATT,18.0,18.0,11.0,18.0,29.0,31.0,18.0,5.0,9105417,8.0,11.0,28.0,4.0,,,,1.0,1.0
2025,South Fla.,651,10.0,Juliana George,Juliana George,Juliana,George,Sr,ATT,18.0,18.0,33.0,28.0,61.0,95.0,69.0,11.0,9105460,14.0,20.0,33.0,17.0,6.0,,2.0,5.0,2.0
2025,South Fla.,651,12.0,Jena Binkis,Jena Binkis,Jena,Binkis,Fr,M,18.0,2.0,7.0,1.0,8.0,19.0,13.0,6.0,9105464,9.0,16.0,6.0,3.0,2.0,,,3.0,22.0
2025,South Fla.,651,13.0,Kerrigan Gilmore,Kerrigan Gilmore,Kerrigan,Gilmore,Fr,M,4.0,0.0,,,0.0,,,1.0,9105469,1.0,1.0,,,,,,1.0,
2025,South Fla.,651,14.0,Maggie Newton,Maggie Newton,Maggie,Newton,Jr,ATT,18.0,18.0,37.0,15.0,52.0,81.0,55.0,8.0,9105470,7.0,19.0,19.0,15.0,6.0,,,3.0,25.0
2025,South Fla.,651,17.0,Jacinda Connor,Jacinda Connor,Jacinda,Connor,Fr,M,7.0,0.0,2.0,1.0,3.0,5.0,3.0,,9105777,,,1.0,1.0,,,,,
2025,South Fla.,651,31.0,Kali Cleary,Kali Cleary,Kali,Cleary,Fr,M,18.0,12.0,17.0,11.0,28.0,43.0,27.0,10.0,9105814,14.0,14.0,17.0,14.0,8.0,,,4.0,66.0
2025,South Fla.,651,18.0,Natalie Kelly,Natalie Kelly,Natalie,Kelly,Fr,M,15.0,1.0,6.0,4.0,10.0,9.0,9.0,4.0,9105779,5.0,7.0,5.0,4.0,3.0,,,,9.0
2025,South Fla.,651,32.0,Anna Wood,Anna Wood,Anna,Wood,Fr,M,5.0,0.0,1.0,,1.0,1.0,1.0,,9105815,1.0,,,,,,1.0,,1.0
2025,South Fla.,651,20.0,Bella Gerace,Bella Gerace,Bella,Gerace,Fr,M,9.0,0.0,2.0,,2.0,3.0,3.0,1.0,9105790,,2.0,1.0,1.0,1.0,,,,1.0
2025,South Fla.,651,26.0,Morgan Perry,Morgan Perry,Morgan,Perry,Fr,M,15.0,0.0,7.0,1.0,8.0,9.0,9.0,2.0,9105809,2.0,6.0,4.0,3.0,3.0,,,,5.0
2025,South Fla.,651,27.0,Mikaela Ness,Mikaela Ness,Mikaela,Ness,Sr,D,18.0,15.0,,,0.0,1.0,,21.0,9105811,24.0,20.0,6.0,,,,1.0,,6.0
2025,South Fla.,651,33.0,Catherine Taylor,Catherine Taylor,Catherine,Taylor,Fr,D,5.0,0.0,,,0.0,,,,9105816,1.0,,1.0,,,,,,
2025,South Fla.,651,36.0,Jordan Salisbury,Jordan Salisbury,Jordan,Salisbury,Fr,M,6.0,0.0,,,0.0,1.0,1.0,,9105821,1.0,,,,,,,,1.0
2025,South Fla.,651,2.0,Ansley Knor,Ansley Knor,Ansley,Knor,Fr,D,17.0,15.0,,,0.0,1.0,,10.0,9105378,42.0,19.0,3.0,,,,1.0,2.0,4.0
2025,South Fla.,651,9.0,Lucy Hankins,Lucy Hankins,Lucy,Hankins,So,D,16.0,0.0,,,0.0,,,5.0,9105421,3.0,4.0,1.0,,,,,,
2025,South Fla.,651,25.0,Morgan Zimmerman,Morgan Zimmerman,Morgan,Zimmerman,So,M,17.0,3.0,,,0.0,,,2.0,9105803,21.0,3.0,,,,,1.0,2.0,1.0
2025,South Fla.,651,39.0,Izzy Difato,Izzy Difato,Izzy,Difato,Jr,M,10.0,0.0,,,0.0,,,,9105827,2.0,,,,,,,,6.0
2025,South Fla.,651,44.0,Lily Mosser,Lily Mosser,Lily,Mosser,Fr,ATT,12.0,0.0,3.0,1.0,4.0,6.0,4.0,,9105828,4.0,1.0,4.0,1.0,1.0,,,1.0,
2025,South Fla.,651,81.0,Caroline Gallagher,Caroline Gallagher,Caroline,Gallagher,Sr,D,10.0,1.0,,,0.0,,,2.0,9105830,1.0,1.0,2.0,,,,,,
2025,South Fla.,651,34.0,Brooke Hill,Brooke Hill,Brooke,Hill,Fr,GK,8.0,0.0,,,0.0,,,,9105819,,,1.0,,,,,,
2025,South Fla.,651,41.0,Lindsey King,Lindsey King,Lindsey,King,Fr,M,7.0,0.0,2.0,,2.0,7.0,5.0,,9105825,,1.0,2.0,,,,,,
2025,South Fla.,651,0.0,Sofia Chepenik,Sofia Chepenik,Sofia,Chepenik,So,ATT,18.0,18.0,52.0,14.0,66.0,125.0,93.0,3.0,9105359,10.0,14.0,29.0,26.0,12.0,,5.0,,38.0
2025,South Fla.,651,3.0,Elle Trzaskawka,Elle Trzaskawka,Elle,Trzaskawka,Fr,ATT,14.0,0.0,5.0,6.0,11.0,9.0,8.0,,9105379,,3.0,4.0,4.0,3.0,,,,
2025,South Fla.,651,4.0,Bailey Morris,Bailey Morris,Bailey,Morris,Fr,M,18.0,4.0,16.0,3.0,19.0,41.0,36.0,7.0,9105387,8.0,17.0,11.0,6.0,1.0,,1.0,3.0,27.0
2025,South Fla.,651,16.0,Ava Uphues,Ava Uphues,Ava,Uphues,Fr,ATT,18.0,12.0,33.0,3.0,36.0,67.0,45.0,3.0,9105475,6.0,4.0,10.0,9.0,5.0,,1.0,1.0,8.0
2025,South Fla.,651,1.0,Paige Pagano,Paige Pagano,Paige,Pagano,Sr,GK,18.0,18.0,,1.0,1.0,,,9.0,9105375,1.0,34.0,13.0,,,,,,
2025,South Fla.,651,6.0,Claire Natoli,Claire Natoli,Claire,Natoli,Fr,M,18.0,10.0,1.0,,1.0,2.0,2.0,10.0,9105401,19.0,24.0,6.0,,,,,,8.0
2025,South Fla.,651,7.0,Kaitlyn Tartaglione,Kaitlyn Tartaglione,Kaitlyn,Tartaglione,Jr,M,18.0,18.0,32.0,4.0,36.0,71.0,58.0,13.0,9105414,17.0,30.0,18.0,16.0,7.0,,,1.0,31.0
2025,South Fla.,651,28.0,Grace Brukiewa,Grace Brukiewa,Grace,Brukiewa,Fr,ATT,17.0,0.0,7.0,6.0,13.0,13.0,9.0,3.0,9105810,1.0,4.0,4.0,,,,2.0,,
2025,South Fla.,651,30.0,Julia Huxtable,Julia Huxtable,Julia,Huxtable,Fr,ATT,16.0,0.0,6.0,5.0,11.0,7.0,6.0,,9105813,4.0,2.0,5.0,,,,,1.0,
2025,South Fla.,651,19.0,Kennedy Ziegler,Kennedy Ziegler,Kennedy,Ziegler,Fr,ATT,3.0,0.0,1.0,2.0,3.0,1.0,1.0,,9105787,,,3.0,,,,,,
2025,South Fla.,651,22.0,Cami Schachet,Cami Schachet,Cami,Schachet,Fr,D,18.0,9.0,,,0.0,,,9.0,9105792,20.0,15.0,2.0,,,,,,2.0
2025,South Fla.,651,23.0,Maddie Morris,Maddie Morris,Maddie,Morris,Fr,D,18.0,7.0,,1.0,1.0,,,12.0,9105795,20.0,14.0,4.0,,,,1.0,,3.0
2025,Southern California,657,1.0,Isabelle Vitale,Isabelle Vitale,Isabelle,Vitale,Sr,ATT,17.0,17.0,30.0,45.0,75.0,65.0,45.0,3.0,8773419,12.0,8.0,46.0,7.0,3.0,,4.0,1.0,
2025,Southern California,657,14.0,Lily Bunting,Lily Bunting,Lily,Bunting,So,M,16.0,9.0,3.0,,3.0,13.0,8.0,14.0,8766062,28.0,26.0,9.0,2.0,,,2.0,4.0,7.0
2025,Southern California,657,35.0,Hayden Gawel,Hayden Gawel,Hayden,Gawel,So,D,4.0,0.0,,,0.0,,,,8769235,3.0,,,,,,,,
2025,Southern California,657,4.0,Callie Cirilli,Callie Cirilli,Callie,Cirilli,Jr,ATT,11.0,1.0,4.0,1.0,5.0,10.0,9.0,,8771656,4.0,,7.0,1.0,,,1.0,1.0,
2025,Southern California,657,7.0,Catherine Lord,Catherine Lord,Catherine,Lord,Sr,D,17.0,17.0,,2.0,2.0,1.0,,10.0,8768317,30.0,16.0,10.0,,,,3.0,,53.0
2025,Southern California,657,6.0,Maddie Dora,Maddie Dora,Maddie,Dora,Sr,ATT,17.0,17.0,64.0,6.0,70.0,121.0,95.0,6.0,8773352,23.0,19.0,32.0,25.0,16.0,,1.0,3.0,1.0
2025,Southern California,657,11.0,Haley Newton,Haley Newton,Haley,Newton,Jr,M,7.0,0.0,2.0,1.0,3.0,5.0,4.0,,8774189,,2.0,,2.0,1.0,,,1.0,
2025,Southern California,657,25.0,Mia Fleming,Mia Fleming,Mia,Fleming,Sr,GK,6.0,2.0,,,0.0,,,,8781571,,3.0,,,,,,,
2025,Southern California,657,15.0,Hannah Barron,Hannah Barron,Hannah,Barron,So,M,17.0,14.0,14.0,5.0,19.0,41.0,27.0,12.0,8781612,12.0,21.0,11.0,6.0,3.0,,2.0,1.0,17.0
2025,Southern California,657,24.0,Asjia Roberson,Asjia Roberson,Asjia,Roberson,Jr,D,14.0,7.0,,,0.0,,,4.0,8782869,8.0,8.0,1.0,,,,,,
2025,Southern California,657,28.0,Emma Bunting,Emma Bunting,Emma,Bunting,So,ATT,17.0,16.0,22.0,18.0,40.0,55.0,37.0,6.0,8780129,16.0,12.0,23.0,5.0,2.0,,3.0,8.0,1.0
2025,Southern California,657,19.0,Alexis Niblock,Alexis Niblock,Alexis,Niblock,Sr,D,17.0,17.0,,,0.0,1.0,1.0,30.0,8781831,48.0,42.0,8.0,1.0,,,,,3.0
2025,Southern California,657,13.0,Lila Murray,Lila Murray,Lila,Murray,Sr,D,17.0,17.0,,,0.0,,,10.0,8783135,20.0,5.0,,,,,,,
2025,Southern California,657,8.0,Christina Gagnon,Christina Gagnon,Christina,Gagnon,Sr,M,17.0,1.0,19.0,3.0,22.0,40.0,33.0,,8783214,8.0,3.0,16.0,8.0,5.0,,1.0,3.0,3.0
2025,Southern California,657,16.0,Hollis Mulry,Hollis Mulry,Hollis,Mulry,So,ATT,13.0,1.0,3.0,,3.0,6.0,5.0,2.0,8782134,5.0,5.0,5.0,,,,,1.0,1.0
2025,Southern California,657,3.0,Lillie Bea Cope,Lillie Bea Cope,Lillie Bea,Cope,So,M,6.0,0.0,1.0,,1.0,3.0,3.0,,8781000,,2.0,1.0,1.0,1.0,,,,
2025,Southern California,657,51.0,Annie Shields,Annie Shields,Annie,Shields,So,GK,11.0,8.0,,,0.0,,,,8781394,,14.0,1.0,,,,,,
2025,Southern California,657,2.0,Kate Gerrity,Kate Gerrity,Kate,Gerrity,Jr,M,11.0,11.0,1.0,,1.0,1.0,1.0,9.0,8775167,24.0,19.0,3.0,,,,,1.0,16.0
2025,Southern California,657,32.0,Delaney Walsh,Delaney Walsh,Delaney,Walsh,So,ATT,4.0,0.0,,,0.0,,,,8776749,2.0,,,,,,,,
2025,Southern California,657,20.0,Maggie Ramsay,Maggie Ramsay,Maggie,Ramsay,Jr,ATT,12.0,0.0,1.0,,1.0,3.0,2.0,,8778488,8.0,,3.0,1.0,1.0,,,,9.0
2025,Southern California,657,99.0,Anna Regan,Anna Regan,Anna,Regan,So,M,17.0,17.0,7.0,1.0,8.0,13.0,11.0,5.0,8774710,38.0,7.0,6.0,4.0,1.0,,1.0,8.0,112.0
2025,Southern California,657,33.0,Kailey Pelkey,Kailey Pelkey,Kailey,Pelkey,Jr,M,17.0,9.0,7.0,2.0,9.0,15.0,12.0,8.0,8778593,7.0,11.0,8.0,4.0,3.0,,,1.0,
2025,Southern California,657,9.0,Mia Ferraro,Mia Ferraro,Mia,Ferraro,Sr,ATT,6.0,1.0,,,0.0,4.0,3.0,,8775980,1.0,1.0,3.0,2.0,,,,,
2025,Southern California,657,25.0,Casey Roberts,Casey Roberts,Casey,Roberts,Jr,M,14.0,6.0,9.0,3.0,12.0,19.0,14.0,5.0,9096306,8.0,7.0,3.0,1.0,,,,1.0,
2025,Southern California,657,18.0,Reese Robinson,Reese Robinson,Reese,Robinson,So,ATT,17.0,0.0,10.0,8.0,18.0,34.0,27.0,,9096308,6.0,1.0,9.0,9.0,2.0,,,1.0,3.0
2025,Southern California,657,5.0,Vivian Leuthold,Vivian Leuthold,Vivian,Leuthold,Fr,ATT,2.0,0.0,,,0.0,,,,9096309,,,1.0,,,,,,
2025,Southern California,657,18.0,Alexis May,Alexis May,Alexis,May,Fr,M,10.0,0.0,2.0,1.0,3.0,9.0,6.0,6.0,9096312,5.0,10.0,5.0,,,,,,4.0
2025,Southern California,657,23.0,Coco Hauck,Coco Hauck,Coco,Hauck,Fr,D,11.0,9.0,,,0.0,,,5.0,9096316,18.0,7.0,2.0,,,,1.0,1.0,
2025,Southern California,657,27.0,Kaylee Fravert,Kaylee Fravert,Kaylee,Fravert,Fr,M,17.0,0.0,23.0,,23.0,36.0,25.0,1.0,9096317,2.0,4.0,13.0,1.0,,,3.0,2.0,
2025,Southern California,657,21.0,Mia LoPinto,Mia LoPinto,Mia,LoPinto,Fr,ATT,1.0,0.0,,,0.0,,,,9096314,,,,,,,,,
2025,Southern California,657,17.0,Skylar May,Skylar May,Skylar,May,Fr,M,4.0,0.0,,,0.0,2.0,1.0,,9096311,1.0,,3.0,,,,,,
2025,Southern California,657,88.0,Charlotte Morton,Charlotte Morton,Charlotte,Morton,Fr,GK,8.0,7.0,,,0.0,,,1.0,9096319,1.0,8.0,1.0,,,,,,
2025,Southern California,657,12.0,Sophia DeJarnette,Sophia DeJarnette,Sophia,DeJarnette,Fr,D,2.0,0.0,,,0.0,,,,9096310,1.0,,,,,,,,
2025,Southern California,657,31.0,Sophie Gangemi,Sophie Gangemi,Sophie,Gangemi,Fr,D,4.0,0.0,,,0.0,,,1.0,9096318,,2.0,,,,,,,
2025,St. Bonaventure,596,5.0,Fiona McGovern,Fiona McGovern,Fiona,McGovern,Sr,ATT,18.0,18.0,33.0,40.0,73.0,87.0,71.0,4.0,8768882,3.0,8.0,43.0,35.0,13.0,,,4.0,1.0
2025,St. Bonaventure,596,14.0,Megan Schillinger,Megan Schillinger,Megan,Schillinger,Jr,M,18.0,18.0,12.0,4.0,16.0,22.0,13.0,3.0,8769028,3.0,8.0,7.0,7.0,5.0,,,5.0,143.0
2025,St. Bonaventure,596,7.0,Katelyn Hicks,Katelyn Hicks,Katelyn,Hicks,So,GK,18.0,18.0,,,0.0,,,2.0,8772315,,28.0,18.0,,,,,,
2025,St. Bonaventure,596,10.0,Riley Devlin,Riley Devlin,Riley,Devlin,Fr,M,16.0,0.0,3.0,1.0,4.0,8.0,5.0,,9113792,1.0,1.0,2.0,,,,,2.0,
2025,St. Bonaventure,596,37.0,Kayla Hobday,Kayla Hobday,Kayla,Hobday,Fr,M,6.0,0.0,,,0.0,,,,9113801,2.0,,,,,,,1.0,2.0
2025,St. Bonaventure,596,2.0,Maddie Pieloch,Maddie Pieloch,Maddie,Pieloch,Fr,M,11.0,0.0,1.0,,1.0,5.0,3.0,1.0,9113811,,1.0,7.0,1.0,,,,1.0,2.0
2025,St. Bonaventure,596,51.0,Brit Colangelo,Brit Colangelo,Brit,Colangelo,Jr,D,18.0,18.0,2.0,2.0,4.0,5.0,5.0,34.0,8767234,36.0,45.0,10.0,,,,3.0,2.0,3.0
2025,St. Bonaventure,596,18.0,Rachael Dwyer,Rachael Dwyer,Rachael,Dwyer,Fr,D,1.0,0.0,,,0.0,,,,9113797,,,,,,,,,
2025,St. Bonaventure,596,25.0,Sidney Van Tassel,Sidney Van Tassel,Sidney,Van Tassel,Fr,M,18.0,18.0,15.0,4.0,19.0,37.0,29.0,8.0,9113817,3.0,18.0,15.0,10.0,2.0,,2.0,2.0,21.0
2025,St. Bonaventure,596,24.0,Reagan Diehl,Reagan Diehl,Reagan,Diehl,Fr,ATT,12.0,0.0,2.0,1.0,3.0,11.0,7.0,,9113793,1.0,5.0,3.0,,,,,,
2025,St. Bonaventure,596,34.0,Hannah West,Hannah West,Hannah,West,Fr,M,15.0,0.0,2.0,,2.0,6.0,3.0,6.0,9113818,3.0,5.0,2.0,,,,,1.0,
2025,St. Bonaventure,596,12.0,Olivia Peeler,Olivia Peeler,Olivia,Peeler,So,M,18.0,6.0,,,0.0,3.0,2.0,8.0,8769670,10.0,13.0,3.0,1.0,,,,1.0,25.0
2025,St. Bonaventure,596,23.0,Mackenzie Herbst,Mackenzie Herbst,Mackenzie,Herbst,Sr,D,2.0,0.0,,,0.0,,,,8772045,,,,,,,,,
2025,St. Bonaventure,596,29.0,Lauren Draszkiewicz,Lauren Draszkiewicz,Lauren,Draszkiewicz,Fr,GK,1.0,0.0,,,0.0,,,,9113794,,,,,,,,,
2025,St. Bonaventure,596,0.0,Judy Mahoney,Judy Mahoney,Judy,Mahoney,Fr,GK,1.0,0.0,,,0.0,,,,9113804,,,,,,,,,
2025,St. Bonaventure,596,32.0,Camden Palm,Camden Palm,Camden,Palm,Fr,ATT,4.0,0.0,,,0.0,1.0,,,9113806,,,,,,,,,
2025,St. Bonaventure,596,20.0,Kylie Pfeffer,Kylie Pfeffer,Kylie,Pfeffer,Fr,D,18.0,18.0,,,0.0,1.0,1.0,6.0,9113809,12.0,7.0,11.0,,,,,,
2025,St. Bonaventure,596,39.0,Grace Hollenbeck,Grace Hollenbeck,Grace,Hollenbeck,Jr,ATT,18.0,11.0,25.0,10.0,35.0,44.0,34.0,7.0,8773240,3.0,24.0,13.0,7.0,2.0,,1.0,2.0,
2025,St. Bonaventure,596,22.0,Emma Hollenbeck,Emma Hollenbeck,Emma,Hollenbeck,Jr,ATT,3.0,0.0,1.0,,1.0,3.0,1.0,,8782840,,,1.0,1.0,,,,,
2025,St. Bonaventure,596,16.0,Chloe Szot,Chloe Szot,Chloe,Szot,Sr,D,18.0,1.0,,,0.0,,,4.0,8779917,6.0,7.0,3.0,,,,,3.0,3.0
2025,St. Bonaventure,596,8.0,Katelyn Rokitka,Katelyn Rokitka,Katelyn,Rokitka,Sr,M,3.0,0.0,1.0,,1.0,6.0,3.0,,8783082,,,,1.0,,,,,
2025,St. Bonaventure,596,15.0,Grace Burns,Grace Burns,Grace,Burns,Sr,D,3.0,0.0,,,0.0,,,,8777928,,,,,,,,,
2025,St. Bonaventure,596,17.0,Rylee Gonzalez,Rylee Gonzalez,Rylee,Gonzalez,Jr,ATT,18.0,18.0,19.0,18.0,37.0,42.0,33.0,3.0,8774464,5.0,8.0,27.0,5.0,1.0,,1.0,1.0,
2025,St. Bonaventure,596,45.0,Brooke Piper,Brooke Piper,Brooke,Piper,Jr,M,18.0,18.0,68.0,10.0,78.0,142.0,108.0,8.0,8775512,13.0,11.0,28.0,30.0,15.0,,1.0,3.0,84.0
2025,St. Bonaventure,596,21.0,Payton Klepacki,Payton Klepacki,Payton,Klepacki,Jr,D,4.0,0.0,,,0.0,,,1.0,8778076,1.0,1.0,1.0,,,,,,
2025,St. Bonaventure,596,3.0,Brooke Cicoria,Brooke Cicoria,Brooke,Cicoria,Sr,D,18.0,18.0,,,0.0,,,11.0,8779014,9.0,19.0,11.0,,,,,,
2025,St. Bonaventure,596,44.0,Kate Hennessey,Kate Hennessey,Kate,Hennessey,Jr,D,18.0,18.0,,,0.0,,,11.0,8779061,17.0,24.0,6.0,,,,2.0,,2.0
2025,St. Bonaventure,596,19.0,Jordan Murrell,Jordan Murrell,Jordan,Murrell,So,D,12.0,0.0,,,0.0,,,2.0,8774996,1.0,4.0,3.0,,,,,2.0,
2025,St. Bonaventure,596,28.0,Tori Nascimento,Tori Nascimento,Tori,Nascimento,Sr,ATT,18.0,18.0,55.0,11.0,66.0,138.0,96.0,2.0,8778309,6.0,11.0,32.0,14.0,11.0,,3.0,4.0,
2025,Stanford,674,17.0,Rylee Bouvier,Rylee Bouvier,Rylee,Bouvier,Jr,M,21.0,9.0,30.0,6.0,36.0,62.0,44.0,27.0,8768907,17.0,20.0,18.0,14.0,6.0,,6.0,2.0,41.0
2025,Stanford,674,27.0,Ellie Johnson,Ellie Johnson,Ellie,Johnson,So,D,21.0,16.0,,,0.0,,,14.0,8770778,22.0,29.0,3.0,,,,1.0,2.0,3.0
2025,Stanford,674,5.0,Olivia Rose,Olivia Rose,Olivia,Rose,So,D,21.0,21.0,,,0.0,1.0,1.0,31.0,8767098,24.0,50.0,8.0,,,,1.0,2.0,4.0
2025,Stanford,674,26.0,Allison Baldwin,Allison Baldwin,Allison,Baldwin,Sr,D,21.0,18.0,,,0.0,,,18.0,8772830,14.0,14.0,4.0,,,,,1.0,
2025,Stanford,674,21.0,Kate Bellissimo,Kate Bellissimo,Kate,Bellissimo,Jr,D,12.0,5.0,,,0.0,,,16.0,8781688,15.0,19.0,2.0,,,,1.0,1.0,
2025,Stanford,674,24.0,Aliya Polisky,Aliya Polisky,Aliya,Polisky,So,ATT,21.0,21.0,65.0,17.0,82.0,150.0,102.0,2.0,8781719,21.0,16.0,62.0,31.0,20.0,,6.0,7.0,6.0
2025,Stanford,674,4.0,Erin Schaefer,Erin Schaefer,Erin,Schaefer,Jr,D,20.0,0.0,,,0.0,,,7.0,8780535,14.0,10.0,2.0,,,,,,
2025,Stanford,674,1.0,Lucy Pearson,Lucy Pearson,Lucy,Pearson,Jr,GK,21.0,21.0,,,0.0,,,11.0,8783324,,48.0,2.0,,,,,,
2025,Stanford,674,12.0,Elise Murphy,Elise Murphy,Elise,Murphy,So,ATT,21.0,18.0,16.0,28.0,44.0,42.0,28.0,,8782208,2.0,9.0,39.0,3.0,1.0,,1.0,1.0,
2025,Stanford,674,2.0,Ava Arceri,Ava Arceri,Ava,Arceri,So,ATT,21.0,16.0,56.0,19.0,75.0,108.0,88.0,2.0,8782331,8.0,8.0,41.0,21.0,8.0,,1.0,1.0,51.0
2025,Stanford,674,20.0,Anna Colpack,Anna Colpack,Anna,Colpack,So,DM,20.0,0.0,,,0.0,,,3.0,8781243,3.0,6.0,2.0,,,,,2.0,
2025,Stanford,674,9.0,Lindsey Devir,Lindsey Devir,Lindsey,Devir,So,M,21.0,3.0,27.0,3.0,30.0,58.0,44.0,1.0,8783624,6.0,2.0,19.0,21.0,9.0,,1.0,3.0,
2025,Stanford,674,6.0,Kaleigh Sommers,Kaleigh Sommers,Kaleigh,Sommers,So,M,12.0,1.0,3.0,1.0,4.0,7.0,5.0,1.0,8779078,2.0,3.0,6.0,2.0,,,1.0,,3.0
2025,Stanford,674,19.0,Maddigan Miller,Maddigan Miller,Maddigan,Miller,Jr,M,21.0,18.0,15.0,7.0,22.0,35.0,24.0,15.0,8781517,7.0,37.0,18.0,5.0,2.0,,,2.0,3.0
2025,Stanford,674,25.0,Dakota Uy,Dakota Uy,Dakota,Uy,Jr,M,21.0,7.0,,,0.0,2.0,1.0,2.0,8774433,5.0,2.0,1.0,1.0,,,,1.0,51.0
2025,Stanford,674,10.0,Sophia Brindisi,Sophia Brindisi,Sophia,Brindisi,Sr,D,21.0,21.0,,1.0,1.0,1.0,1.0,24.0,8775571,32.0,44.0,7.0,,,,3.0,,4.0
2025,Stanford,674,13.0,Jordyn Case,Jordyn Case,Jordyn,Case,Jr,ATT,15.0,15.0,24.0,8.0,32.0,63.0,44.0,9.0,8775027,11.0,12.0,21.0,17.0,8.0,,4.0,3.0,51.0
2025,Stanford,674,14.0,Amanda Lawson,Amanda Lawson,Amanda,Lawson,Fr,M,21.0,21.0,5.0,3.0,8.0,8.0,7.0,16.0,9114299,51.0,28.0,4.0,,,,1.0,3.0,54.0
2025,Stanford,674,18.0,Sawyer Billings,Sawyer Billings,Sawyer,Billings,Fr,ATT,4.0,0.0,2.0,1.0,3.0,4.0,3.0,,9114307,,,,1.0,1.0,,,,
2025,Stanford,674,35.0,Lexi Rodell,Lexi Rodell,Lexi,Rodell,Fr,ATT,18.0,1.0,16.0,1.0,17.0,28.0,21.0,1.0,9114315,8.0,7.0,13.0,2.0,1.0,,,4.0,9.0
2025,Stanford,674,3.0,Ella Morton,Ella Morton,Ella,Morton,Fr,GK,6.0,0.0,,,0.0,,,1.0,9114281,,2.0,,,,,,,
2025,Stanford,674,44.0,Olivia Leahy,Olivia Leahy,Olivia,Leahy,Fr,D,19.0,0.0,,,0.0,1.0,,4.0,9114316,5.0,5.0,1.0,,,,1.0,,
