season,team,team_id,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,shots,sog,ct,ncaa_id,fouls,ground_balls,turnovers,freepos_shots,freepos_goals,rc,yc,gc,draw_controls
2025,North Carolina,457,22.0,Ellie Traggio,Ellie Traggio,Ellie,Traggio,Jr,D,22.0,22.0,,,0.0,1.0,,19.0,8769050,43.0,34.0,,,,,2.0,,
2025,North Carolina,457,25.0,Paige Kelly,Paige Kelly,Paige,Kelly,So,D,13.0,0.0,,,0.0,1.0,1.0,2.0,8770409,6.0,2.0,2.0,,,,1.0,,4.0
2025,North Carolina,457,27.0,GraceAnn Leonard,GraceAnn Leonard,GraceAnn,Leonard,So,M,3.0,0.0,,,0.0,,,2.0,8772604,3.0,4.0,,,,,,,5.0
2025,North Carolina,457,24.0,Olivia Pikiell,Olivia Pikiell,Olivia,Pikiell,Sr,M,15.0,0.0,1.0,,1.0,1.0,1.0,1.0,8766283,5.0,1.0,1.0,1.0,1.0,,,,
2025,North Carolina,457,45.0,Brooklyn Walker-Welch,Brooklyn Walker-Welch,Brooklyn,Walker-Welch,Sr,D,21.0,21.0,3.0,,3.0,3.0,3.0,18.0,8767935,20.0,28.0,5.0,1.0,1.0,,1.0,,2.0
2025,North Carolina,457,6.0,Adair Martin,Adair Martin,Adair,Martin,Sr,D,10.0,0.0,,,0.0,,,,8771884,3.0,,,,,,,,6.0
2025,North Carolina,457,3.0,Kiley Mottice,Kiley Mottice,Kiley,Mottice,Jr,M,22.0,22.0,31.0,4.0,35.0,53.0,42.0,18.0,8767945,19.0,26.0,9.0,4.0,3.0,,,1.0,
2025,North Carolina,457,23.0,Eva Ingrilli,Eva Ingrilli,Eva,Ingrilli,So,ATT,3.0,0.0,,,0.0,,,,8774200,,,,,,,,,
2025,North Carolina,457,0.0,Alecia Nicholas,Alecia Nicholas,Alecia,Nicholas,Sr,GK,3.0,0.0,,,0.0,,,,8782180,,1.0,,,,,,,
2025,North Carolina,457,11.0,Darcy Felter,Darcy Felter,Darcy,Felter,Jr,M,17.0,0.0,7.0,1.0,8.0,18.0,13.0,,8783459,1.0,5.0,3.0,1.0,,,,,
2025,North Carolina,457,17.0,Kaleigh Harden,Kaleigh Harden,Kaleigh,Harden,Jr,M,22.0,22.0,17.0,4.0,21.0,37.0,27.0,17.0,8781355,36.0,26.0,9.0,9.0,4.0,,1.0,2.0,63.0
2025,North Carolina,457,88.0,Betty Nelson,Betty Nelson,Betty,Nelson,So,GK,22.0,22.0,,,0.0,,,3.0,8782650,,23.0,3.0,,,,,,1.0
2025,North Carolina,457,20.0,Avery Roberts,Avery Roberts,Avery,Roberts,So,M,22.0,13.0,,1.0,1.0,,,9.0,8782693,18.0,10.0,1.0,,,,2.0,3.0,22.0
2025,North Carolina,457,19.0,Julia O'Connor,Julia O'Connor,Julia,O'Connor,So,M,13.0,0.0,1.0,2.0,3.0,4.0,4.0,1.0,8776382,2.0,2.0,,,,,,,
2025,North Carolina,457,30.0,Ella Cabrera,Ella Cabrera,Ella,Cabrera,Jr,M,9.0,0.0,1.0,,1.0,1.0,1.0,,8777121,,1.0,1.0,,,,,,1.0
2025,North Carolina,457,2.0,Chloe Humphrey,Chloe Humphrey,Chloe,Humphrey,So,ATT,22.0,22.0,90.0,28.0,118.0,185.0,136.0,14.0,8778470,15.0,28.0,55.0,36.0,20.0,,4.0,5.0,2.0
2025,North Carolina,457,28.0,Molly Longfield,Molly Longfield,Molly,Longfield,Jr,D,11.0,0.0,,,0.0,,,,8775812,,3.0,,,,,,,1.0
2025,North Carolina,457,21.0,Marissa White,Marissa White,Marissa,White,Jr,ATT,22.0,22.0,49.0,7.0,56.0,101.0,79.0,2.0,8775009,7.0,18.0,15.0,14.0,8.0,,1.0,1.0,3.0
2025,North Carolina,457,10.0,Charlotte Corkins,Charlotte Corkins,Charlotte,Corkins,Fr,M,20.0,0.0,,,0.0,3.0,2.0,5.0,9094457,8.0,5.0,2.0,,,,,1.0,8.0
2025,North Carolina,457,32.0,Alice Ripper,Alice Ripper,Alice,Ripper,Sr,M,8.0,0.0,,,0.0,,,,9094461,2.0,,,,,,,,
2025,North Carolina,457,47.0,Lexi Zenk,Lexi Zenk,Lexi,Zenk,Fr,GK,9.0,0.0,,,0.0,,,,9094462,,6.0,,,,,,,
2025,North Carolina,457,12.0,Julia Ford,Julia Ford,Julia,Ford,Sr,M,16.0,0.0,,,0.0,,,3.0,9094463,2.0,3.0,,,,,,,6.0
2025,North Carolina,457,13.0,Kate Levy,Kate Levy,Kate,Levy,Fr,M,22.0,0.0,14.0,9.0,23.0,44.0,29.0,26.0,9094458,15.0,25.0,12.0,12.0,5.0,,1.0,3.0,24.0
2025,North Carolina,457,9.0,Nicole Humphrey,Nicole Humphrey,Nicole,Humphrey,Sr,M,18.0,0.0,6.0,1.0,7.0,16.0,14.0,3.0,9094465,4.0,3.0,4.0,5.0,1.0,,1.0,,
2025,North Carolina,457,26.0,Olivia Vergano,Olivia Vergano,Olivia,Vergano,Sr,ATT,22.0,1.0,39.0,14.0,53.0,77.0,63.0,2.0,9094467,5.0,12.0,21.0,21.0,11.0,,1.0,2.0,6.0
2025,North Carolina,457,33.0,Sophie Student,Sophie Student,Sophie,Student,Sr,M,22.0,16.0,1.0,,1.0,3.0,3.0,8.0,9094475,17.0,22.0,3.0,,,,1.0,1.0,63.0
2025,North Carolina,457,7.0,Reilly Casey,Reilly Casey,Reilly,Casey,Sr,ATT,14.0,0.0,3.0,9.0,12.0,15.0,10.0,1.0,9094456,,6.0,8.0,1.0,,,,,
2025,North Carolina,457,15.0,Eliza Osburn,Eliza Osburn,Eliza,Osburn,Fr,M,22.0,13.0,35.0,9.0,44.0,78.0,55.0,10.0,9094459,35.0,16.0,18.0,12.0,6.0,,2.0,2.0,56.0
2025,North Carolina,457,16.0,Addison Pattillo,Addison Pattillo,Addison,Pattillo,Fr,ATT,22.0,0.0,31.0,4.0,35.0,59.0,51.0,4.0,9094460,3.0,11.0,12.0,3.0,,,,3.0,4.0
2025,North Carolina,457,1.0,Haley Carver,Haley Carver,Haley,Carver,Fr,M,7.0,0.0,,,0.0,,,,9094455,2.0,2.0,,,,,,,
2025,North Carolina,457,40.0,Stella Harrison,Stella Harrison,Stella,Harrison,Sr,GK,1.0,0.0,,,0.0,,,1.0,9094469,,2.0,1.0,,,,,,
2025,North Carolina,457,39.0,Sarah Gresham,Sarah Gresham,Sarah,Gresham,Jr,FO,20.0,6.0,,,0.0,,,1.0,9094464,7.0,1.0,3.0,,,,,3.0,59.0
2025,North Carolina,457,29.0,Claudia Kelly,Claudia Kelly,Claudia,Kelly,Sr,D,20.0,18.0,,,0.0,,,6.0,9094466,18.0,4.0,1.0,,,,1.0,,1.0
2025,North Carolina,457,18.0,Ashley Humphrey,Ashley Humphrey,Ashley,Humphrey,Sr,ATT,22.0,22.0,31.0,90.0,121.0,52.0,40.0,7.0,9094470,11.0,16.0,31.0,2.0,1.0,,4.0,3.0,2.0
2025,Northwestern,509,11.0,Abby LoCascio,Abby LoCascio,Abby,LoCascio,So,ATT,21.0,3.0,10.0,3.0,13.0,18.0,13.0,1.0,8773361,,4.0,3.0,4.0,1.0,,,3.0,
2025,Northwestern,509,20.0,Alexis Ventresca,Alexis Ventresca,Alexis,Ventresca,So,ATT,16.0,0.0,3.0,2.0,5.0,13.0,11.0,1.0,8765863,4.0,4.0,5.0,2.0,,,,2.0,
2025,Northwestern,509,8.0,Megan Mallgrave,Megan Mallgrave,Megan,Mallgrave,Sr,D,17.0,1.0,,,0.0,4.0,3.0,5.0,8765906,15.0,7.0,3.0,,,,1.0,,
2025,Northwestern,509,36.0,Cara Nugent,Cara Nugent,Cara,Nugent,Sr,GK,7.0,1.0,,,0.0,,,,8770550,,3.0,,,,,,,
2025,Northwestern,509,22.0,Serafina Demunno,Serafina Demunno,Serafina,Demunno,Sr,M,11.0,0.0,,,0.0,,,1.0,8766840,4.0,1.0,1.0,,,,,,5.0
2025,Northwestern,509,6.0,Alex Blake,Alex Blake,Alex,Blake,So,M,20.0,1.0,1.0,,1.0,4.0,3.0,7.0,8770590,12.0,11.0,3.0,1.0,1.0,,1.0,1.0,1.0
2025,Northwestern,509,23.0,Sammy White,Sammy White,Sammy,White,Sr,D,22.0,22.0,4.0,3.0,7.0,6.0,6.0,39.0,8770604,49.0,51.0,17.0,1.0,1.0,,3.0,7.0,59.0
2025,Northwestern,509,33.0,Lucy Munro,Lucy Munro,Lucy,Munro,Jr,ATT,22.0,15.0,20.0,17.0,37.0,50.0,34.0,2.0,8771674,5.0,11.0,19.0,8.0,3.0,,2.0,3.0,2.0
2025,Northwestern,509,28.0,Taylor Lapointe,Taylor Lapointe,Taylor,Lapointe,So,M,22.0,3.0,23.0,12.0,35.0,47.0,37.0,4.0,8767982,7.0,4.0,14.0,10.0,3.0,,2.0,1.0,1.0
2025,Northwestern,509,7.0,Lauren Archer,Lauren Archer,Lauren,Archer,So,M,18.0,0.0,6.0,2.0,8.0,8.0,8.0,,8768368,,,1.0,1.0,1.0,,,,1.0
2025,Northwestern,509,15.0,Kathryn Welch,Kathryn Welch,Kathryn,Welch,Jr,D,10.0,0.0,,,0.0,,,4.0,8773351,6.0,3.0,1.0,,,,,,
2025,Northwestern,509,1.0,Rachel Weiner,Rachel Weiner,Rachel,Weiner,So,ATT,10.0,0.0,2.0,1.0,3.0,4.0,2.0,,8779781,2.0,1.0,4.0,1.0,,,1.0,,
2025,Northwestern,509,45.0,Emerson Bohlig,Emerson Bohlig,Emerson,Bohlig,Sr,M,22.0,22.0,27.0,9.0,36.0,67.0,44.0,8.0,8782849,19.0,20.0,15.0,12.0,4.0,,1.0,2.0,16.0
2025,Northwestern,509,25.0,Madison Taylor,Madison Taylor,Madison,Taylor,Jr,M,22.0,22.0,109.0,49.0,158.0,198.0,162.0,11.0,8780401,27.0,29.0,64.0,72.0,40.0,,8.0,6.0,53.0
2025,Northwestern,509,77.0,Talia Reading,Talia Reading,Talia,Reading,So,D,6.0,0.0,,,0.0,,,1.0,8782524,,,,,,,,1.0,
2025,Northwestern,509,19.0,Sam Smith,Sam Smith,Sam,Smith,Sr,M,21.0,21.0,22.0,1.0,23.0,50.0,41.0,5.0,8779694,29.0,12.0,25.0,9.0,3.0,,1.0,3.0,185.0
2025,Northwestern,509,30.0,Noel Cumberland,Noel Cumberland,Noel,Cumberland,So,M,18.0,0.0,4.0,3.0,7.0,12.0,7.0,,8777228,14.0,2.0,4.0,3.0,1.0,,1.0,,1.0
2025,Northwestern,509,55.0,Francesca Argentieri,Francesca Argentieri,Francesca,Argentieri,So,GK,8.0,1.0,,,0.0,,,1.0,8775560,,4.0,1.0,,,,,,
2025,Northwestern,509,21.0,Madison Smith,Madison Smith,Madison,Smith,So,M,6.0,4.0,,,0.0,,,3.0,8775997,5.0,9.0,2.0,,,,,,19.0
2025,Northwestern,509,2.0,Jaylen Rosga,Jaylen Rosga,Jaylen,Rosga,So,M,21.0,16.0,,,0.0,3.0,1.0,18.0,9296528,31.0,27.0,5.0,1.0,,,3.0,2.0,
2025,Northwestern,509,3.0,Aditi Foster,Aditi Foster,Aditi,Foster,Fr,ATT,19.0,0.0,12.0,5.0,17.0,31.0,19.0,1.0,9116194,2.0,3.0,12.0,2.0,1.0,,,,
2025,Northwestern,509,4.0,Jane Hansen,Jane Hansen,Jane,Hansen,Sr,D,22.0,22.0,2.0,1.0,3.0,5.0,3.0,49.0,9116195,57.0,43.0,5.0,,,,2.0,,3.0
2025,Northwestern,509,5.0,Claire Snyder,Claire Snyder,Claire,Snyder,Sr,D,13.0,0.0,,,0.0,,,2.0,9116196,4.0,4.0,1.0,,,,,,
2025,Northwestern,509,42.0,Hannah Rudolph,Hannah Rudolph,Hannah,Rudolph,Fr,M,16.0,1.0,7.0,2.0,9.0,14.0,10.0,4.0,9116240,17.0,8.0,10.0,5.0,3.0,,1.0,1.0,4.0
2025,Northwestern,509,13.0,Delaney Sweitzer,Delaney Sweitzer,Delaney,Sweitzer,Sr,GK,20.0,20.0,,,0.0,,,11.0,9116202,1.0,39.0,13.0,,,,,,
2025,Northwestern,509,16.0,Niki Miles,Niki Miles,Niki,Miles,Sr,ATT,22.0,22.0,42.0,27.0,69.0,110.0,78.0,6.0,9116205,22.0,15.0,40.0,10.0,5.0,,6.0,2.0,18.0
2025,Northwestern,509,32.0,Grace Fujinaga,Grace Fujinaga,Grace,Fujinaga,Sr,D,22.0,22.0,,,0.0,2.0,2.0,13.0,9116230,48.0,21.0,2.0,,,,1.0,,
2025,Northwestern,509,35.0,Brooke Stroh,Brooke Stroh,Brooke,Stroh,Fr,M,9.0,0.0,,1.0,1.0,1.0,1.0,,9116238,1.0,2.0,3.0,,,,1.0,,1.0
2025,Northwestern,509,9.0,Hannah Johnson,Hannah Johnson,Hannah,Johnson,Sr,M,16.0,0.0,2.0,1.0,3.0,4.0,2.0,,9116198,4.0,,3.0,1.0,,,,,
2025,Northwestern,509,14.0,Jordan Miles,Jordan Miles,Jordan,Miles,Sr,ATT,14.0,1.0,6.0,,6.0,13.0,8.0,,9116204,,2.0,,1.0,,,1.0,,
2025,Northwestern,509,18.0,Claire Ratke,Claire Ratke,Claire,Ratke,Fr,ATT,9.0,0.0,1.0,,1.0,2.0,1.0,,9116209,,1.0,,,,,,,
2025,Northwestern,509,29.0,Annabelle Mahoney,Annabelle Mahoney,Annabelle,Mahoney,Fr,M,1.0,0.0,,,0.0,,,,9116219,,,,,,,,,
2025,Northwestern,509,24.0,Riley Campbell,Riley Campbell,Riley,Campbell,Sr,ATT,22.0,22.0,37.0,17.0,54.0,83.0,71.0,7.0,9116212,10.0,22.0,39.0,22.0,11.0,,4.0,6.0,1.0
2025,Northwestern,509,10.0,Claire Marosi,Claire Marosi,Claire,Marosi,Fr,M,8.0,0.0,2.0,,2.0,5.0,3.0,1.0,9116201,2.0,3.0,2.0,1.0,1.0,,,,1.0
2025,Northwestern,509,26.0,Bricín Mahoney,Bricín Mahoney,Bricín,Mahoney,Fr,M,1.0,0.0,,,0.0,1.0,,,9116215,,,,,,,,,
2025,Northwestern,509,31.0,Mary Carroll,Mary Carroll,Mary,Carroll,Fr,D,22.0,22.0,,2.0,2.0,,,23.0,9116223,55.0,25.0,8.0,,,,1.0,,1.0
2025,Notre Dame,513,2.0,Abigail Lyons,Abigail Lyons,Abigail,Lyons,Jr,D,15.0,15.0,1.0,,1.0,2.0,1.0,23.0,8766281,25.0,20.0,7.0,1.0,1.0,,2.0,,2.0
2025,Notre Dame,513,3.0,Kathryn Morrissey,Kathryn Morrissey,Kathryn,Morrissey,So,M,15.0,15.0,23.0,19.0,42.0,69.0,46.0,5.0,8767081,12.0,8.0,35.0,13.0,4.0,,4.0,1.0,7.0
2025,Notre Dame,513,30.0,Malie Follet,Malie Follet,Malie,Follet,Sr,GK,6.0,1.0,,,0.0,,,,8772836,,2.0,,,,,,,
2025,Notre Dame,513,18.0,Anna Kenney,Anna Kenney,Anna,Kenney,Jr,ATT,5.0,0.0,1.0,1.0,2.0,3.0,2.0,,8771103,1.0,,2.0,1.0,1.0,,1.0,,
2025,Notre Dame,513,5.0,Erin Hooper,Erin Hooper,Erin,Hooper,So,M,1.0,0.0,,,0.0,,,,8780105,,,,,,,,,
2025,Notre Dame,513,13.0,Julia Carr,Julia Carr,Julia,Carr,Sr,D,15.0,15.0,1.0,,1.0,1.0,1.0,18.0,8781973,30.0,15.0,1.0,,,,1.0,1.0,
2025,Notre Dame,513,12.0,Emma Murphy,Emma Murphy,Emma,Murphy,Jr,ATT,15.0,4.0,20.0,4.0,24.0,55.0,39.0,4.0,8780879,5.0,8.0,24.0,10.0,2.0,,,2.0,1.0
2025,Notre Dame,513,28.0,Sloane Ginevan,Sloane Ginevan,Sloane,Ginevan,So,D,15.0,12.0,,,0.0,,,6.0,8780880,14.0,18.0,3.0,,,,,2.0,
2025,Notre Dame,513,42.0,Isabel Pithie,Isabel Pithie,Isabel,Pithie,Sr,GK,15.0,14.0,,,0.0,,,1.0,8783376,,31.0,2.0,,,,,,
2025,Notre Dame,513,44.0,Wynter Jock,Wynter Jock,Wynter,Jock,So,ATT,11.0,1.0,3.0,5.0,8.0,6.0,5.0,2.0,8783438,1.0,,11.0,1.0,,,,,
2025,Notre Dame,513,22.0,Kate Timark,Kate Timark,Kate,Timark,So,ATT,15.0,7.0,25.0,,25.0,63.0,46.0,5.0,8776216,3.0,13.0,12.0,16.0,6.0,,1.0,2.0,
2025,Notre Dame,513,17.0,Angie Conley,Angie Conley,Angie,Conley,So,M,13.0,0.0,10.0,6.0,16.0,25.0,20.0,3.0,8776853,,6.0,15.0,4.0,1.0,,,3.0,
2025,Notre Dame,513,21.0,Ava Kristynik,Ava Kristynik,Ava,Kristynik,Sr,ATT,12.0,12.0,1.0,,1.0,2.0,1.0,,8774483,4.0,,2.0,,,,2.0,3.0,50.0
2025,Notre Dame,513,1.0,Grace Weigand,Grace Weigand,Grace,Weigand,Sr,D,15.0,15.0,1.0,,1.0,1.0,1.0,18.0,8777302,34.0,31.0,,,,,4.0,,
2025,Notre Dame,513,24.0,Ellie Noto,Ellie Noto,Ellie,Noto,Jr,D,11.0,1.0,,,0.0,,,2.0,8774596,2.0,1.0,2.0,,,,,,
2025,Notre Dame,513,7.0,Maeve Dwyer,Maeve Dwyer,Maeve,Dwyer,Jr,ATT,7.0,0.0,,,0.0,,,1.0,8775785,3.0,,1.0,,,,,,4.0
2025,Notre Dame,513,6.0,Fran Frieri,Fran Frieri,Fran,Frieri,Jr,ATT,15.0,0.0,8.0,10.0,18.0,13.0,12.0,,8775832,2.0,4.0,11.0,3.0,2.0,,,,
2025,Notre Dame,513,9.0,Meghan O'Hare,Meghan O'Hare,Meghan,O'Hare,So,M,15.0,15.0,6.0,6.0,12.0,18.0,11.0,22.0,8779072,26.0,24.0,3.0,1.0,,,4.0,3.0,40.0
2025,Notre Dame,513,14.0,Franny O'Brien,Franny O'Brien,Franny,O'Brien,Jr,M,10.0,8.0,3.0,3.0,6.0,10.0,6.0,12.0,8776325,17.0,10.0,5.0,4.0,2.0,,2.0,2.0,1.0
2025,Notre Dame,513,0.0,Katherine Carr,Katherine Carr,Katherine,Carr,Fr,M,1.0,0.0,,,0.0,,,,9213953,,,,,,,,,
2025,Notre Dame,513,15.0,Shannon Earley,Shannon Earley,Shannon,Earley,Fr,M,15.0,4.0,2.0,,2.0,2.0,2.0,11.0,9213957,12.0,10.0,2.0,,,,,3.0,7.0
2025,Notre Dame,513,27.0,Madison Rassas,Madison Rassas,Madison,Rassas,Fr,M,12.0,12.0,29.0,4.0,33.0,76.0,55.0,5.0,9213961,3.0,5.0,16.0,7.0,4.0,,1.0,5.0,33.0
2025,Notre Dame,513,4.0,Ellie McClelland,Ellie McClelland,Ellie,McClelland,Fr,M,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,9213954,3.0,,2.0,,,,,,
2025,Notre Dame,513,16.0,Kristen Shanahan,Kristen Shanahan,Kristen,Shanahan,Sr,M,14.0,14.0,27.0,14.0,41.0,66.0,47.0,4.0,9213958,6.0,13.0,17.0,9.0,3.0,,3.0,7.0,17.0
2025,Notre Dame,513,33.0,Katie Mallaber,Katie Mallaber,Katie,Mallaber,Fr,ATT,12.0,0.0,9.0,5.0,14.0,31.0,16.0,,9213964,,1.0,12.0,5.0,1.0,,,2.0,
2025,Notre Dame,513,19.0,Hadley Keating,Hadley Keating,Hadley,Keating,Fr,ATT,1.0,0.0,,,0.0,,,,9213959,,,,,,,,,
2025,Notre Dame,513,55.0,Carson Didden,Carson Didden,Carson,Didden,Fr,D,1.0,0.0,,,0.0,,,,9213967,,,,,,,,,
2025,Notre Dame,513,41.0,Lila O'Brien,Lila O'Brien,Lila,O'Brien,Fr,M,15.0,14.0,3.0,,3.0,4.0,4.0,10.0,9213965,21.0,15.0,3.0,1.0,,,2.0,1.0,9.0
2025,Ohio St.,518,32.0,Sophie Patton,Sophie Patton,Sophie,Patton,Sr,M,2.0,0.0,,,0.0,1.0,,,8770063,,,,,,,,,
2025,Ohio St.,518,40.0,Whitney Robinson,Whitney Robinson,Whitney,Robinson,Sr,GK,3.0,0.0,,,0.0,,,,8772505,,,,,,,,,
2025,Ohio St.,518,15.0,Stella Wineman,Stella Wineman,Stella,Wineman,Sr,D,3.0,0.0,,,0.0,,,,8770547,,2.0,1.0,,,,,,
2025,Ohio St.,518,4.0,Katie Kaucheck,Katie Kaucheck,Katie,Kaucheck,Jr,D,14.0,14.0,,,0.0,,,16.0,8772598,29.0,16.0,2.0,,,1.0,1.0,,1.0
2025,Ohio St.,518,8.0,Brooke Vinson,Brooke Vinson,Brooke,Vinson,Jr,M,2.0,0.0,,,0.0,,,,8769229,,,,,,,,,
2025,Ohio St.,518,18.0,Amani Kimball-McKavish,Amani Kimball-McKavish,Amani,Kimball-McKavish,Jr,M,14.0,0.0,,,0.0,,,5.0,8772623,3.0,7.0,1.0,,,,,,
2025,Ohio St.,518,3.0,Annie Hargraves,Annie Hargraves,Annie,Hargraves,Sr,M,15.0,15.0,18.0,1.0,19.0,50.0,35.0,4.0,8767409,22.0,18.0,14.0,12.0,4.0,,2.0,3.0,18.0
2025,Ohio St.,518,9.0,Kampbell Stone,Kampbell Stone,Kampbell,Stone,So,M,15.0,15.0,24.0,,24.0,75.0,47.0,13.0,8773748,16.0,20.0,16.0,16.0,7.0,,2.0,1.0,22.0
2025,Ohio St.,518,1.0,Delaney Harlan,Delaney Harlan,Delaney,Harlan,So,M,1.0,0.0,,,0.0,,,,8769639,,,1.0,,,,,,
2025,Ohio St.,518,41.0,Lilli Sherman,Lilli Sherman,Lilli,Sherman,Sr,D,15.0,15.0,1.0,,1.0,1.0,1.0,24.0,8771983,47.0,25.0,6.0,,,,3.0,1.0,1.0
2025,Ohio St.,518,28.0,Lexie Kupka,Lexie Kupka,Lexie,Kupka,So,M,6.0,0.0,,,0.0,,,2.0,8768361,2.0,1.0,,,,1.0,,1.0,8.0
2025,Ohio St.,518,27.0,Margaret Lawler,Margaret Lawler,Margaret,Lawler,Sr,D,1.0,0.0,,,0.0,,,,8780164,,,,,,,,,
2025,Ohio St.,518,42.0,Annika Spoor,Annika Spoor,Annika,Spoor,Sr,M,3.0,1.0,,,0.0,,,,8783054,1.0,3.0,2.0,,,,,,1.0
2025,Ohio St.,518,13.0,Kate Tyack,Kate Tyack,Kate,Tyack,So,ATT,15.0,15.0,34.0,6.0,40.0,71.0,56.0,6.0,8781993,13.0,12.0,27.0,8.0,4.0,,,6.0,1.0
2025,Ohio St.,518,2.0,Emily Magalotti,Emily Magalotti,Emily,Magalotti,Sr,M,15.0,15.0,7.0,2.0,9.0,20.0,15.0,7.0,8775171,15.0,20.0,11.0,6.0,3.0,,3.0,2.0,35.0
2025,Ohio St.,518,34.0,Audrey Schoemer,Audrey Schoemer,Audrey,Schoemer,So,D,15.0,15.0,,,0.0,,,9.0,8777888,24.0,17.0,4.0,,,,1.0,1.0,3.0
2025,Ohio St.,518,31.0,Maddie Barhorst,Maddie Barhorst,Maddie,Barhorst,Sr,ATT,10.0,0.0,2.0,1.0,3.0,9.0,8.0,,8778043,1.0,1.0,6.0,2.0,,,,,
2025,Ohio St.,518,19.0,Mackenzie Fitzgerald,Mackenzie Fitzgerald,Mackenzie,Fitzgerald,Sr,M,2.0,0.0,,,0.0,,,,8776889,,,,,,,,,
2025,Ohio St.,518,12.0,Katie Chisholm,Katie Chisholm,Katie,Chisholm,Sr,D,3.0,0.0,,,0.0,,,,8778803,,1.0,,,,,,,
2025,Ohio St.,518,16.0,Audrey Rudolph,Audrey Rudolph,Audrey,Rudolph,So,M,3.0,0.0,1.0,,1.0,1.0,1.0,,8778851,,,,,,,,,
2025,Ohio St.,518,45.0,Zoe Coleman,Zoe Coleman,Zoe,Coleman,Jr,ATT,15.0,1.0,26.0,2.0,28.0,44.0,32.0,2.0,8774457,1.0,5.0,5.0,8.0,3.0,,1.0,1.0,
2025,Ohio St.,518,6.0,Maeve Simonds,Maeve Simonds,Maeve,Simonds,So,M,15.0,0.0,5.0,,5.0,15.0,11.0,3.0,8775542,9.0,13.0,6.0,3.0,1.0,,1.0,2.0,15.0
2025,Ohio St.,518,35.0,Ella Wright,Ella Wright,Ella,Wright,So,D,15.0,15.0,,,0.0,,,10.0,8779060,20.0,13.0,1.0,,,,1.0,1.0,1.0
2025,Ohio St.,518,10.0,Brynn Ammerman,Brynn Ammerman,Brynn,Ammerman,Sr,ATT,15.0,15.0,14.0,38.0,52.0,46.0,28.0,8.0,8776175,12.0,16.0,39.0,5.0,1.0,,5.0,8.0,
2025,Ohio St.,518,20.0,Darrien Furiness,Darrien Furiness,Darrien,Furiness,Jr,D,4.0,0.0,,,0.0,,,1.0,8776180,,1.0,,,,,,,
2025,Ohio St.,518,29.0,Bella Cleveland,Bella Cleveland,Bella,Cleveland,Sr,M,1.0,0.0,,,0.0,,,,8776353,,,,,,,,,
2025,Ohio St.,518,33.0,Leah Sax,Leah Sax,Leah,Sax,Sr,ATT,15.0,14.0,20.0,13.0,33.0,46.0,33.0,2.0,9105912,4.0,9.0,26.0,16.0,8.0,,1.0,4.0,2.0
2025,Ohio St.,518,0.0,Camille Samarasinghe,Camille Samarasinghe,Camille,Samarasinghe,Fr,GK,1.0,0.0,,,0.0,,,,9105914,,,,,,,,,
2025,Ohio St.,518,5.0,Abby Boyle,Abby Boyle,Abby,Boyle,Fr,M,15.0,15.0,,,0.0,,,2.0,9105916,7.0,2.0,6.0,,,,,2.0,50.0
2025,Ohio St.,518,7.0,Lindsey McCulloch,Lindsey McCulloch,Lindsey,McCulloch,Fr,M,1.0,0.0,,,0.0,,,,9105919,,,,,,,,,
2025,Ohio St.,518,11.0,Maddie White,Maddie White,Maddie,White,Fr,M,2.0,0.0,,,0.0,,,,9105921,1.0,,1.0,,,,,,1.0
2025,Ohio St.,518,22.0,Lindsey Moneymaker,Lindsey Moneymaker,Lindsey,Moneymaker,Fr,M,8.0,0.0,,,0.0,3.0,1.0,,9105925,3.0,,3.0,1.0,,,1.0,,4.0
2025,Ohio St.,518,36.0,Jocelyn Torres,Jocelyn Torres,Jocelyn,Torres,Jr,GK,15.0,15.0,,,0.0,,,6.0,9105932,1.0,29.0,2.0,,,,,,
2025,Ohio St.,518,30.0,Isabelle Osborn,Isabelle Osborn,Isabelle,Osborn,So,ATT,1.0,0.0,1.0,,1.0,1.0,1.0,,9105940,,1.0,,,,,,,
2025,Ohio St.,518,21.0,Caitlyn Durchanek,Caitlyn Durchanek,Caitlyn,Durchanek,Fr,ATT,1.0,0.0,,,0.0,,,1.0,9105923,,,,,,,,,
2025,Ohio St.,518,25.0,Olivia Orso,Olivia Orso,Olivia,Orso,Fr,ATT,1.0,0.0,,,0.0,,,,9105928,,,1.0,,,,,,
2025,Ohio St.,518,14.0,SK Isakson,SK Isakson,SK,Isakson,Fr,ATT,2.0,0.0,,,0.0,,,,9105922,,,,,,,,,
2025,Ohio St.,518,23.0,Maddy Paz,Maddy Paz,Maddy,Paz,Fr,M,13.0,0.0,6.0,,6.0,18.0,12.0,1.0,9105926,,2.0,4.0,8.0,2.0,,,,
2025,Ohio St.,518,26.0,Makena Harrington,Makena Harrington,Makena,Harrington,So,M,14.0,0.0,10.0,3.0,13.0,32.0,22.0,2.0,9105929,7.0,7.0,7.0,7.0,2.0,,,1.0,15.0
2025,Old Dominion,523,35.0,Sydney Taylor,Sydney Taylor,Sydney,Taylor,Sr,M,16.0,16.0,12.0,6.0,18.0,41.0,25.0,4.0,8770224,2.0,7.0,42.0,12.0,3.0,,3.0,5.0,4.0
