season,team,jersey,full_name,roster_name,first_name,last_name,yr,pos,gp,gs,goals,assists,points,sh_att,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,gaa,saves,sv_pct,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg
2020,Boise St. Broncos,17, Keile Hansen,"Hansen, Keile", Keile,Hansen,So,F,10,7,1,NA,2,9,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Boise St. Broncos,29, Grace Pekovich,"Pekovich, Grace", Grace,Pekovich,So,M,10,5,NA,1,1,5,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,20, Abby Bivens,"Bivens, Abby", Abby,Bivens,Jr,D,10,10,NA,1,1,2,11,NA,3,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,21, Macie Nelson,"Nelson, Macie", Macie,Nelson,Jr,D,10,9,1,NA,2,9,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Boise St. Broncos,8, Dorian Goodwin,"Goodwin, Dorian", Dorian,Goodwin,Jr,F,9,9,1,NA,2,15,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,10, Payton Baratcart,"Baratcart, Payton", Payton,Baratcart,Fr,M,9,2,NA,NA,0,1,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,28, Mariah Albin,"Albin, Mariah", Mariah,Albin,Fr,F,9,2,2,NA,4,6,4,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,19, Grace Kaufman-Fuller,"Kaufman-Fuller, Grace", Grace,Kaufman-Fuller,So,D,9,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,13, Morgan Stone,"Stone, Morgan", Morgan,Stone,So,M,9,8,1,1,3,13,8,1,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2020,Boise St. Broncos,11, Anna Campanella,"Campanella, Anna", Anna,Campanella,So,M,9,8,1,NA,2,8,13,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Boise St. Broncos,18, Julia Lewis,"Lewis, Julia", Julia,Lewis,Jr,M,9,4,NA,NA,0,1,8,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,4, Kennedi Paul,"Paul, Kennedi", Kennedi,Paul,Jr,D,8,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,15, Sydney Smith,"Smith, Sydney", Sydney,Smith,Jr,GK,7,5,NA,NA,0,NA,NA,NA,NA,NA,1,1,515:00,6,1.049,14,0.7,1,1,2,2,NA,NA,NA,NA,NA
2020,Boise St. Broncos,41, Delaney Watson,"Watson, Delaney", Delaney,Watson,Sr,M,7,2,NA,NA,0,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,6, Kiara Simpson,"Simpson, Kiara", Kiara,Simpson,Jr,D,7,2,NA,NA,0,4,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,5, Aubree Chatterton,"Chatterton, Aubree", Aubree,Chatterton,Sr,F,6,6,1,2,4,19,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boise St. Broncos,0, Genevieve Crenshaw,"Crenshaw, Genevieve", Genevieve,Crenshaw,Fr,GK,6,5,NA,NA,0,NA,NA,NA,NA,NA,1,NA,405:00,2,0.444,14,0.875,3,1,3,2,NA,NA,NA,NA,NA
2020,Boston College Eagles,5, Sonia Walk,"Walk, Sonia", Sonia,Walk,Fr,M,14,13,NA,NA,0,4,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,18, Rebecca Groseibl,"Groseibl, Rebecca", Rebecca,Groseibl,Fr,M,14,2,NA,1,1,5,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,8, Laura Gouvin,"Gouvin, Laura", Laura,Gouvin,Fr,M,14,9,2,2,6,12,6,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Boston College Eagles,7, Zoie Allen,"Allen, Zoie", Zoie,Allen,Fr,F,14,6,NA,1,1,6,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,23, Michela Agresti,"Agresti, Michela", Michela,Agresti,So,,14,14,1,NA,2,4,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,15, Samantha Agresti,"Agresti, Samantha", Samantha,Agresti,So,,14,13,NA,NA,0,2,6,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,9, Sam Smith,"Smith, Sam", Sam,Smith,So,,14,14,5,3,13,31,17,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2020,Boston College Eagles,10, Emily Knous,"Knous, Emily", Emily,Knous,Jr,,14,10,2,NA,4,14,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,24, Mia Karras,"Karras, Mia", Mia,Karras,Sr,,14,14,1,NA,2,5,14,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,4, Jenna Bike,"Bike, Jenna", Jenna,Bike,Sr,,14,14,4,2,10,40,10,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
2020,Boston College Eagles,22, Jillian Jennings,"Jennings, Jillian", Jillian,Jennings,Sr,,14,14,NA,2,2,25,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,1, Allie Augur,"Augur, Allie", Allie,Augur,So,,13,13,NA,NA,0,NA,1,NA,NA,NA,1,1,1206:51,24,1.79,62,0.721,2,NA,3,9,NA,NA,NA,NA,NA
2020,Boston College Eagles,27, Sydney Moore,"Moore, Sydney", Sydney,Moore,So,,12,1,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,20, Alison Heckman,"Heckman, Alison", Alison,Heckman,Jr,,11,2,1,1,3,5,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Boston College Eagles,17, Nye Day,"Day, Nye", Nye,Day,Jr,F,10,1,1,1,3,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,11, Becca McCourt,"McCourt, Becca", Becca,McCourt,So,,9,1,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,19, Emma Goggins,"Goggins, Emma", Emma,Goggins,Fr,D,8,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,21, Riley Lochhead,"Lochhead, Riley", Riley,Lochhead,Sr,,8,8,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,13, Linda Boama,"Boama, Linda", Linda,Boama,Fr,F,7,4,NA,NA,0,4,15,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston College Eagles,25, Mackenzie Egan,"Egan, Mackenzie", Mackenzie,Egan,So,,3,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,115:45,3,2.333,8,0.727,NA,NA,NA,1,NA,NA,NA,NA,NA
2020,Boston U. Terriers,24, Lily Matthews,"Matthews, Lily", Lily,Matthews,Fr,M,5,4,NA,NA,0,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,20, Alyssa Bourgeois,"Bourgeois, Alyssa", Alyssa,Bourgeois,Fr,D,5,4,NA,NA,0,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,4, Kiley Bertos,"Bertos, Kiley", Kiley,Bertos,Fr,M,5,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,30, Geovanna Pereira,"Pereira, Geovanna", Geovanna,Pereira,So,M,5,4,2,NA,4,6,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Boston U. Terriers,28, Kayla Ross,"Ross, Kayla", Kayla,Ross,So,D,5,1,NA,NA,0,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,2, Ashley Buck,"Buck, Ashley", Ashley,Buck,So,D,5,3,NA,NA,0,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,7, Ann Marie Jaworski,"Jaworski, Ann Marie", Ann Marie,Jaworski,Sr,M,5,5,NA,2,2,5,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,26, McKenna Kennedy,"Kennedy, McKenna", McKenna,Kennedy,Sr,D,5,4,NA,NA,0,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,00, Morgan Messner,"Messner, Morgan", Morgan,Messner,Jr,GK,5,5,NA,NA,0,NA,NA,NA,NA,NA,4,4,480:33,4,0.749,17,0.81,2,NA,2,2,NA,NA,NA,NA,NA
2020,Boston U. Terriers,15, Margaret Berry,"Berry, Margaret", Margaret,Berry,Jr,D,5,2,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,16, Lauren Adelman,"Adelman, Lauren", Lauren,Adelman,Jr,F,5,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,21, Ashley Raphael,"Raphael, Ashley", Ashley,Raphael,Jr,F,5,5,1,NA,2,8,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,22, Elle Conlin,"Conlin, Elle", Elle,Conlin,Jr,D,5,5,NA,NA,0,NA,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,23, Kate Collins,"Collins, Kate", Kate,Collins,Jr,D,5,5,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,40, Jenna Oldham,"Oldham, Jenna", Jenna,Oldham,Jr,F,5,5,1,3,5,15,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,25, Claire Orson,"Orson, Claire", Claire,Orson,Jr,D,3,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,10, Abigail McNulty,"McNulty, Abigail", Abigail,McNulty,Fr,F,3,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Boston U. Terriers,12, Grace Ferrara,"Ferrara, Grace", Grace,Ferrara,Fr,D,3,1,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,7, Maya Dean,"Dean, Maya", Maya,Dean,Fr,M,8,NA,NA,1,1,1,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,11, Lacee Bethea,"Bethea, Lacee", Lacee,Bethea,Fr,F,8,NA,1,NA,2,8,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,22, Madison Alberty,"Alberty, Madison", Madison,Alberty,So,F,8,1,1,1,3,2,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,24, Kennedy White,"White, Kennedy", Kennedy,White,So,F,8,8,4,1,9,15,11,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020,Bowling Green Falcons,25, Makenzie Ortman,"Ortman, Makenzie", Makenzie,Ortman,So,M,8,6,NA,1,1,4,9,NA,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,21, Audrey Shea,"Shea, Audrey", Audrey,Shea,So,D,8,8,NA,NA,0,3,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,2, Jasmijn Dijsselhof,"Dijsselhof, Jasmijn", Jasmijn,Dijsselhof,So,M,8,8,1,1,3,3,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,33, Lili Berg,"Berg, Lili", Lili,Berg,So,GK,8,8,NA,NA,0,NA,NA,NA,NA,NA,1,1,714:01,3,0.378,16,0.842,4,2,6,1,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,6, Zoe Hudson,"Hudson, Zoe", Zoe,Hudson,Jr,D,8,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,23, Lynsey Spotts,"Spotts, Lynsey", Lynsey,Spotts,Jr,F,8,2,1,NA,2,1,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Bowling Green Falcons,15, Rachel Muller,"Muller, Rachel", Rachel,Muller,Sr,F,8,8,NA,NA,0,NA,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,29, Madi Wolfbauer,"Wolfbauer, Madi", Madi,Wolfbauer,Jr,D,8,8,5,NA,10,29,10,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
2020,Bowling Green Falcons,19, Sophia Barnes,"Barnes, Sophia", Sophia,Barnes,Sr,M,7,1,NA,NA,0,NA,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,9, Nikki Cox,"Cox, Nikki", Nikki,Cox,Sr,F,7,7,1,2,4,34,9,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,20, Mackenzie Reuber,"Reuber, Mackenzie", Mackenzie,Reuber,Jr,M,7,7,NA,NA,0,1,6,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,8, Katie Cox,"Cox, Katie", Katie,Cox,So,M,7,7,3,1,7,13,13,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020,Bowling Green Falcons,10, Ruby Linton,"Linton, Ruby", Ruby,Linton,Jr,M,7,5,NA,1,1,9,5,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,12, Sarah Allen,"Allen, Sarah", Sarah,Allen,Jr,F,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,27, Alexis Miller,"Miller, Alexis", Alexis,Miller,Jr,D,3,2,NA,1,1,3,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bowling Green Falcons,00, Becky Moss,"Moss, Becky", Becky,Moss,So,GK,2,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,29:53,0,0,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,11, Rebecca Rocker,"Rocker, Rebecca", Rebecca,Rocker,Fr,M,8,1,NA,NA,0,2,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,4, Alivia Gallardo,"Gallardo, Alivia", Alivia,Gallardo,Fr,M,8,1,NA,NA,0,2,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,9, Sofia Cassano,"Cassano, Sofia", Sofia,Cassano,Fr,F,8,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,26, Chae Diani,"Diani, Chae", Chae,Diani,Jr,D,8,8,NA,1,1,5,2,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,21, Abbey Rocker,"Rocker, Abbey", Abbey,Rocker,Jr,F,8,8,NA,NA,0,5,5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,12, Kellie Errasti,"Errasti, Kellie", Kellie,Errasti,Jr,D,8,8,NA,NA,0,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,10, Eleni Spiratos,"Spiratos, Eleni", Eleni,Spiratos,Jr,M,8,2,NA,NA,0,1,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,1, Meghan Dalton,"Dalton, Meghan", Meghan,Dalton,Sr,GK,8,8,NA,NA,0,NA,NA,NA,NA,NA,2,2,715:13,9,1.133,38,0.809,3,NA,3,5,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,8, Lexi Kramer,"Kramer, Lexi", Lexi,Kramer,Jr,F,7,3,1,NA,2,17,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,20, Katie Cronin,"Cronin, Katie", Katie,Cronin,Sr,F,7,7,NA,1,1,9,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,6, Jamie Irwin,"Irwin, Jamie", Jamie,Irwin,Sr,D,7,7,NA,NA,0,NA,4,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,17, Kylie Ratelle,"Ratelle, Kylie", Kylie,Ratelle,Sr,M,7,7,NA,NA,0,2,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,22, Amanda Spitaleri,"Spitaleri, Amanda", Amanda,Spitaleri,Sr,F,7,7,1,1,3,5,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Bryant Bulldogs,23, Madeline Labance,"Labance, Madeline", Madeline,Labance,So,F,7,5,1,NA,2,3,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Bryant Bulldogs,7, Vanessa Majer,"Majer, Vanessa", Vanessa,Majer,So,M,7,NA,1,NA,2,6,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,24, Arin Smalls,"Smalls, Arin", Arin,Smalls,Sr,F,6,6,NA,NA,0,11,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,3, Becca Michaud,"Michaud, Becca", Becca,Michaud,Sr,D,6,6,1,NA,2,4,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Bryant Bulldogs,25, Katrina Stangl,"Stangl, Katrina", Katrina,Stangl,So,D,6,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,29, Nina Singer,"Singer, Nina", Nina,Singer,Fr,D,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bryant Bulldogs,2, Corinne Rey,"Rey, Corinne", Corinne,Rey,Jr,M,4,2,NA,NA,0,6,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2020,Bryant Bulldogs,32, Jessica Rinaldi,"Rinaldi, Jessica", Jessica,Rinaldi,So,GK,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,24:47,2,7.263,5,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,30, Jenna Hall,"Hall, Jenna", Jenna,Hall,Fr,GK,5,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,265:00,1,0.34,23,0.958,NA,3,NA,1,NA,NA,NA,NA,NA
2020,Bucknell Bison,13, Kenar Gelman,"Gelman, Kenar", Kenar,Gelman,Fr,M,5,3,NA,NA,0,6,7,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,2, Ashley Groeber,"Groeber, Ashley", Ashley,Groeber,So,M,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,12, Abby Gearhart,"Gearhart, Abby", Abby,Gearhart,So,M,5,5,NA,NA,0,5,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,17, Petie Nassetta,"Nassetta, Petie", Petie,Nassetta,So,M,5,5,NA,NA,0,6,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,30, Kaylee Donnelly,"Donnelly, Kaylee", Kaylee,Donnelly,So,GK,5,5,NA,NA,0,NA,NA,NA,NA,NA,4,4,225:00,1,0.4,9,0.9,NA,3,1,1,NA,NA,NA,NA,NA
2020,Bucknell Bison,24, Alana Carlucci,"Carlucci, Alana", Alana,Carlucci,Jr,D,5,5,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,27, Holly Burns,"Burns, Holly", Holly,Burns,Jr,M,5,5,NA,NA,0,5,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,25, Alex Catanzarite,"Catanzarite, Alex", Alex,Catanzarite,Sr,M,5,3,NA,NA,0,6,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,4, Sarah Hazard,"Hazard, Sarah", Sarah,Hazard,Sr,M,5,2,NA,NA,0,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,11, Chloe Christakos,"Christakos, Chloe", Chloe,Christakos,Sr,D,5,5,1,NA,2,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020,Bucknell Bison,18, Jenna Marek,"Marek, Jenna", Jenna,Marek,Sr,F,5,5,NA,NA,0,10,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,19, Bri Kropinack,"Kropinack, Bri", Bri,Kropinack,Sr,F,5,4,NA,NA,0,2,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,7, Claire Mensi,"Mensi, Claire", Claire,Mensi,Jr,D,4,NA,NA,NA,0,9,3,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,8, Emilene Parham,"Parham, Emilene", Emilene,Parham,Jr,F,4,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,6, Lea Tarzy,"Tarzy, Lea", Lea,Tarzy,Fr,D,4,4,NA,1,1,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,5, Rylee Donaldson,"Donaldson, Rylee", Rylee,Donaldson,So,F,4,3,NA,NA,0,4,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,20, Mary Santelli,"Santelli, Mary", Mary,Santelli,Fr,F,2,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Bucknell Bison,15, Brooke Tracey,"Tracey, Brooke", Brooke,Tracey,Fr,D,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
